id,author,date_ce,date_sigma,genre,holdout,word_count,opt_rate,inf_rate,hina_rate,hoti_rate,part_rate,men_rate,de_rate,men_de_ratio,an_rate,gar_rate,oun_rate,ean_rate,goun_toinun_rate,autos_pron_rate,kai_rate,en_rate,eis_rate,prep_en_eis_frac,ou_rate,me_rate,ou_me_frac,tt_ss_ratio,avg_sent_len,kai_sent_initial,type_token_ratio,idou_rate,eipen_rate
herodotus_histories,Herodotus,-440,20,prose_history,False,163991,3.1709057204358775,25.458714197730366,0.6829643090169583,9.079766572555812,49.91737351440018,13.86051673567452,41.72789970181291,0.24934181658622204,2.6464866974407135,8.134592752041272,0.0,0.03658737369733705,0.12195791232445684,4.061198480404412,42.13645870809984,10.092017244848803,0.20123055533535378,0.9804502369668247,7.64066320712722,3.280667841527889,0.699609156895589,0.10054988216810684,17.78644251626898,0.0447939262472885,0.1807111365867639,0.0,0.06707685177845125
thucydides_history,Thucydides,-410,15,prose_history,False,140747,1.4067795405941157,25.08046352675368,0.319722622862299,9.570363844344818,40.967125409422586,11.957626095049983,25.33624162504352,0.3206325014288436,4.213233674607629,7.34651537865816,1.6199279558356485,0.1634137850185084,0.14209894349435512,4.945043233603558,69.37270421394417,12.41234271423192,0.1136791547954841,0.9909245604083948,10.820834547095142,7.815441892189532,0.5806328631338162,0.10698096101541252,10.178406132484813,0.11165750650853341,0.17163420889965683,0.0,0.18472862654266167
lysias_orations,Lysias,-390,20,prose_oratory,False,1806,0.0,32.11517165005537,3.3222591362126246,12.73532668881506,38.205980066445186,13.842746400885936,19.93355481727575,0.4098360655737705,8.859357696566999,11.07419712070875,3.3222591362126246,2.7685492801771874,2.2148394241417497,4.983388704318937,44.296788482835,4.983388704318937,8.305647840531561,0.375,7.198228128460687,6.0908084163898115,0.5416666666666666,0.9166666666666666,9.121212121212121,0.07575757575757576,0.4640088593576966,0.0,1.1074197120708749
xenophon_anabasis,Xenophon,-370,15,prose_history,False,48662,3.616785171180798,33.08536435000617,0.4931979778882907,13.66569397065472,34.25670954749086,14.015042538325593,33.969010727056016,0.29207708779443253,6.843121943200033,8.487115202827669,3.2263367720192346,0.924746208540545,0.3287986519255271,3.103037277547162,61.094899510912,8.322715876864905,8.199416382392831,0.503731343283582,7.911717561957996,4.849780115901525,0.6199677938808373,0.7424242424242424,15.009870450339296,0.15638494756323257,0.22629567218774402,0.0,0.1438494102174181
xenophon_hellenica,Xenophon,-355,15,prose_history,False,59275,3.121045972163644,26.891606916912693,0.37115141290594683,13.513285533530155,40.16870518768452,18.270771826233656,35.05693800084352,0.34261309712116417,4.67313369886124,4.943061999156474,2.3956136651202025,0.7591733445803458,0.20244622522142555,3.3403627161535216,57.663433150569375,10.898355124420075,12.366090257275411,0.4684554024655547,7.9291438211725005,4.285111767186841,0.649171270718232,0.8883826879271071,18.11583129584352,0.13997555012224938,0.22125685364824968,0.0,0.20244622522142555
plato_republic,Plato,-375,20,prose_philosophy,False,54685,2.121239828106428,36.20736947974765,0.8046082106610588,13.73319923196489,26.643503703026425,11.92283075797751,17.60994788333181,0.4037151702786378,11.081649446831856,8.192374508548962,5.668830575112006,2.029807076894944,0.7314620096918717,6.5648715369845485,62.99716558471245,12.270275212581147,4.407058608393527,0.7357456140350878,15.763006308859834,8.868976867513945,0.6399406087602079,0.9778481012658228,17.004042288557216,0.08861940298507463,0.22070037487427996,0.0,0.3291579043613423
plato_laws,Plato,-350,15,prose_philosophy,False,66846,1.4959758250306674,35.379828261975284,0.37399395625766685,8.886096400682165,36.681327229751965,12.41659934775454,26.179576938036682,0.32170542635658916,13.523621458277233,5.1461568381054965,2.991951650061335,5.415432486611016,0.25431589025521345,2.902193100559495,55.665260449391134,10.48679053346498,6.417736289381564,0.620353982300885,7.315321784399964,10.875744247972953,0.40213815789473684,0.9478672985781991,24.620994475138122,0.058931860036832415,0.2212398647637854,0.0,0.08975854950184005
isocrates_panegyricus,Isocrates,-375,20,prose_oratory,False,992,1.0080645161290323,52.41935483870968,0.0,17.137096774193548,31.25,25.201612903225808,25.201612903225808,0.5,22.177419354838708,16.129032258064516,7.056451612903226,0.0,2.0161290322580645,2.0161290322580645,44.354838709677416,7.056451612903226,4.032258064516129,0.6363636363636364,16.129032258064516,9.07258064516129,0.64,1.0,17.714285714285715,0.07142857142857142,0.5201612903225806,0.0,0.0
demosthenes_philippics,Demosthenes,-350,15,prose_oratory,False,1649,3.0321406913280775,50.33353547604609,2.425712553062462,10.309278350515463,26.68283808368708,9.702850212249848,8.489993935718617,0.5333333333333333,20.618556701030926,9.702850212249848,1.8192844147968463,1.212856276531231,1.212856276531231,1.212856276531231,57.004244996967856,3.6385688295936927,4.244996967859309,0.46153846153846156,10.309278350515463,8.489993935718617,0.5483870967741935,1.0,19.63095238095238,0.10714285714285714,0.49181322013341416,0.0,0.0
aeschines_orations,Aeschines,-345,15,prose_oratory,False,3736,1.3383297644539616,38.54389721627409,0.5353319057815846,11.777301927194863,30.513918629550325,13.9186295503212,22.216274089935762,0.3851851851851852,6.691648822269808,8.565310492505354,1.6059957173447539,0.5353319057815846,0.2676659528907923,3.4796573875803,66.38115631691649,10.706638115631693,9.100642398286938,0.5405405405405406,14.186295503211992,8.02997858672377,0.6385542168674698,0.9615384615384616,22.238095238095237,0.16666666666666666,0.4721627408993576,0.0,0.0
andocides_orations,Andocides,-400,20,prose_oratory,False,4041,2.4746349913387773,31.180400890868597,1.2373174956693886,13.363028953229398,33.90249938134125,18.55976243504083,26.726057906458795,0.4098360655737705,5.691660480079189,9.651076466221232,6.434050977480822,1.2373174956693886,2.4746349913387773,3.959415986142044,46.02821083890126,6.186587478346944,6.928977975748577,0.4716981132075472,8.908685968819599,6.186587478346944,0.5901639344262295,1.0,15.423664122137405,0.08778625954198473,0.4070774560752289,0.0,0.7423904974016332
aristotle_nicomachean,Aristotle,-335,10,prose_philosophy,False,51252,1.7365175993131976,34.35963474596114,0.273160071802076,10.38008272847889,22.418637321470385,16.506672910325452,28.389136033715758,0.36766623207301175,7.648482010458129,25.150238039491143,5.892452977444783,0.9170373839069695,0.273160071802076,4.565675485834699,67.39249200031219,11.921485990790604,1.9121205026145323,0.8617771509167842,17.033481620229455,7.882619214859909,0.6836335160532498,0.9886039886039886,13.976547586583038,0.06053995091355331,0.17248107390931086,0.0,0.0
aristotle_politics,Aristotle,-335,10,prose_philosophy,False,70709,1.2728224129884456,31.46699854332546,0.12728224129884455,13.817194416552347,19.21961843612553,15.811282863567579,26.234284178817404,0.3760511268079381,6.0246927548119755,20.90257251552136,4.355881146671569,1.1031127579233195,0.5374139077062325,7.127805512735295,58.62054335374563,14.566745393089988,3.35176568753624,0.8129439621152328,16.419409127550946,10.069439533864147,0.6198611852642819,0.9791666666666666,17.87386248736097,0.06016177957532862,0.106902940219774,0.0,0.0
aeneas_tacticus,Aeneas Tacticus,-350,20,prose_science,False,13742,1.892009896667152,42.13360500654927,3.4929413476932036,8.441274923591909,41.769756949497896,8.150196477950809,34.638335031290936,0.19047619047619047,9.60558870615631,5.894338524232281,3.2018629020521034,4.657255130257605,0.21830883423082523,2.3286275651288024,55.741522340270706,17.391937127055744,12.589142773977589,0.5800970873786407,4.002328627565129,10.04220637461796,0.2849740932642487,0.20689655172413793,18.595399188092017,0.06630581867388363,0.33903361956047157,0.0,0.0
hyperides_orations,Hyperides,-340,15,prose_oratory,False,940,1.0638297872340425,21.27659574468085,2.127659574468085,7.446808510638298,19.148936170212764,10.638297872340425,13.829787234042552,0.43478260869565216,8.51063829787234,7.446808510638298,3.1914893617021276,1.0638297872340425,0.0,4.25531914893617,34.04255319148936,13.829787234042552,4.25531914893617,0.7647058823529411,10.638297872340425,6.382978723404255,0.625,1.0,21.86046511627907,0.11627906976744186,0.5882978723404255,0.0,0.0
lxx_genesis,Septuagint (anon. translators),-270,20,prose_narrative,False,20136,0.29797377830750893,11.52165276122368,0.9435836313071116,6.1581247516885185,16.338895510528406,0.24831148192292413,25.129121970599922,0.009784735812133072,0.5462852602304331,2.9300754866905048,1.1918951132300357,1.3408820023837902,0.0,5.115216527612237,98.4803337306317,17.332141438220102,11.174016686531585,0.60801393728223,6.654747715534366,2.88041319030592,0.6979166666666666,0.11764705882352941,9.11131221719457,0.3248868778280543,0.19889749702026222,1.7381803734604688,0.4469606674612634
lxx_exodus,Septuagint (anon. translators),-260,20,prose_narrative,False,18947,0.422230432258405,8.022378212909695,1.7944793370982213,3.2722858500026386,18.261466195176016,0.15833641209690189,14.778065129044176,0.01060070671378092,1.530585316936718,3.536179870164142,0.9500184725814113,3.9584103024225468,0.0,5.594553227423867,96.00464453475485,16.20309283791629,11.241885258880034,0.5903846153846154,9.658521137911015,3.2195070459703383,0.75,0.06666666666666667,9.278648383937316,0.3232125367286974,0.2105874280888795,1.0027972766137119,1.3722489048398163
theophrastus_characters,Theophrastus,-315,15,prose_philosophy,False,67097,0.4471138799052119,21.44656243945333,0.044711387990521184,6.065844970714041,22.19175223929535,19.10666646794939,57.007019687914514,0.25102800078323867,2.101435235554496,12.78745696528906,3.8898907551753434,1.9374934795892516,0.2533645319462867,2.7273946674217924,90.10835059689704,14.903795996840396,3.5918148352385355,0.8058017727639001,9.240353518041045,3.2788351193048872,0.7380952380952381,0.9509594882729211,6.32513197586727,0.08587858220211161,0.17582008137472616,0.0,0.0
theophrastus_historia_plantarum,Theophrastus,-310,15,prose_science,False,3170,2.839116719242902,26.813880126182962,0.0,11.987381703470032,19.24290220820189,10.094637223974763,25.86750788643533,0.2807017543859649,10.725552050473185,14.826498422712932,4.416403785488959,0.6309148264984227,0.0,5.047318611987381,81.70347003154573,20.820189274447948,6.940063091482649,0.75,10.725552050473185,10.410094637223974,0.5074626865671642,1.0,9.814241486068111,0.05572755417956656,0.3280757097791798,0.0,0.0
lxx_1kingdoms,Septuagint (anon. translators),-240,30,prose_history,False,12250,0.5714285714285714,12.326530612244897,0.6530612244897959,14.530612244897958,12.653061224489795,0.0,0.6530612244897959,0.0,0.5714285714285714,0.0,0.16326530612244897,2.1224489795918364,0.0,4.816326530612245,129.3877551020408,25.224489795918366,18.53061224489796,0.5764925373134329,11.999999999999998,3.1020408163265305,0.7945945945945946,0.11627906976744186,9.308510638297872,0.5,0.2256326530612245,3.591836734693877,0.4897959183673469
apollodorus_library,Apollodorus (pseudo-),-150,75,prose_history,False,23300,0.5150214592274678,18.88412017167382,0.5579399141630901,5.579399141630901,48.712446351931334,13.218884120171674,58.58369098712446,0.18410041841004185,0.944206008583691,3.133047210300429,3.819742489270386,0.5150214592274678,0.0,2.832618025751073,48.8412017167382,6.609442060085837,13.004291845493562,0.33698030634573306,4.07725321888412,2.4892703862660945,0.6209150326797386,0.20863309352517986,7.542894140498543,0.050825509873745546,0.34948497854077254,0.0,0.2575107296137339
lxx_judith,Septuagint / Jewish author,-125,40,prose_narrative,False,6579,0.0,13.527891776865784,0.6079951360389116,9.575923392612859,23.559811521507825,0.1519987840097279,4.711962304301565,0.03125,0.45599635202918376,4.1039671682626535,0.0,0.9119927040583675,0.0,4.711962304301565,105.03115975072198,24.319805441556465,19.6078431372549,0.5536332179930796,11.551907584739322,2.4319805441556466,0.8260869565217391,0.02857142857142857,7.579493087557604,0.2730414746543779,0.3091655266757866,0.9119927040583675,0.0
lxx_2maccabees,"Jason of Cyrene (epitomized, anon.)",-110,25,prose_history,False,10381,0.1926596666987766,24.85309700414218,0.7706386667951064,5.2981408342163565,42.19246700703208,5.587130334264521,38.7245930064541,0.12608695652173912,0.2889895000481649,4.045853000674309,2.4082458337347075,0.6743088334457181,0.0,2.4082458337347075,62.132742510355456,9.343993834890664,10.499951835083325,0.470873786407767,4.912821500818803,3.9495231673249203,0.5543478260869565,0.42857142857142855,7.279803646563815,0.08625525946704067,0.3934110393989018,0.0,0.0
lxx_1maccabees,Anon. Jewish historian,-100,25,prose_history,False,15482,0.258364552383413,19.764888257331094,0.4521379666709727,10.399173233432373,17.375016147784525,0.0,5.361064461955819,0.0,0.7750936571502389,1.6793695904921844,1.3564139000129183,0.8396847952460922,0.0,2.7128278000258366,134.93088748223744,22.929854024027904,19.8940705335228,0.5354449472096531,5.425655600051673,1.8731430047797442,0.7433628318584071,0.24074074074074073,7.2312003736571695,0.3582438113031294,0.23795375274512337,0.7750936571502389,0.19377341428755973
diodorus_siculus,Diodorus Siculus,-50,20,prose_history,False,175723,0.10243394433284203,23.736221211793563,0.19348633929536826,4.1258116467394705,47.80819813001144,18.716957939484303,35.92016981271661,0.3425684824497448,0.9275962736807362,6.026530391582206,3.3632478389283134,0.4097357773313681,0.05690774685157891,2.3047637474889457,44.553075010101125,7.847578290832731,12.451415011125464,0.38659938323521165,4.751796862106839,1.9405541676388407,0.7100340136054422,0.7623349548297429,21.085073194144467,0.03659707223422126,0.15762307722950325,0.0,0.0
