feature,rho,p_raw,p_lt_0.10,loo_robust,ling_filter,in_model,description
lex::MF>/,-0.1633370467754975,0.4676557880775649,False,False,False,False,Lexeme MF>/ (noun) rate per 1k words
lex::MZBX/,-0.1629294418347747,0.4687825706064953,False,False,False,False,Lexeme MZBX/ (noun) rate per 1k words
lex::XJ/,-0.1624445894137338,0.4701246987814976,False,False,False,False,Lexeme XJ/ (adjective) rate per 1k words
lex::>TH,-0.1618104732353361,0.4718829575148531,False,False,False,False,Lexeme >TH (pronoun) rate per 1k words
lex::DGN/,-0.161044366580396,0.4740116471696209,False,False,False,False,Lexeme DGN/ (noun) rate per 1k words
lex::JRWCLM/,0.1608430249229353,0.4745718981514613,False,False,False,False,Lexeme JRWCLM/ (proper-noun) rate per 1k words
lex::NKH[,-0.1606802165745893,0.4750251720260743,False,False,False,False,Lexeme NKH[ (verb) rate per 1k words
lex::XV>[,-0.1598123767488285,0.4774450147049913,False,False,False,False,Lexeme XV>[ (verb) rate per 1k words
lex::BXWR/,-0.1597763007018102,0.4775457419299647,False,False,False,False,Lexeme BXWR/ (noun) rate per 1k words
lex::XYYRH/,0.1595604624970365,0.478148603545339,False,False,False,False,Lexeme XYYRH/ (noun) rate per 1k words
lex::RB=/,0.1583648008724804,0.481495167862757,False,False,False,False,Lexeme RB=/ (noun) rate per 1k words
lex::RNN[,-0.1579966823357275,0.4825278652032476,False,False,False,False,Lexeme RNN[ (verb) rate per 1k words
lex::GJ>/,-0.1571862793237005,0.4848052278827042,False,False,False,False,Lexeme GJ>/ (noun) rate per 1k words
lex::XPY[,0.1563747825332434,0.4870910354878321,False,False,False,False,Lexeme XPY[ (verb) rate per 1k words
lex::>NXNW,0.1560780561906756,0.4879281869204374,False,False,False,False,Lexeme >NXNW (pronoun) rate per 1k words
lex::ZBX/,-0.1556922409406709,0.4890177541160649,False,False,False,False,Lexeme ZBX/ (noun) rate per 1k words
lex::KL/,0.1531506625425519,0.496225441406639,False,False,False,False,Lexeme KL/ (noun) rate per 1k words
lex::ML>[,-0.1530181531102283,0.4966026542545566,False,False,False,False,Lexeme ML>[ (verb) rate per 1k words
lex::>JLM/,0.1511892249276784,0.5018234104166279,False,False,False,False,Lexeme >JLM/ (noun) rate per 1k words
lex::<JR/,-0.1506501088640973,0.5033674377410178,False,False,False,False,Lexeme <JR/ (noun) rate per 1k words
lex::<D,0.149759872965964,0.5059221287792869,False,False,False,False,Lexeme <D (prep) rate per 1k words
lex::LCWN/,-0.1493898304391223,0.5069858807630703,False,False,False,False,Lexeme LCWN/ (noun) rate per 1k words
lex::>L,0.1486296097737681,0.5091746647445372,False,False,False,False,Lexeme >L (prep) rate per 1k words
lex::>JL=/,0.147179482092825,0.5133624137456699,False,False,False,False,Lexeme >JL=/ (noun) rate per 1k words
lex::XML[,-0.146251581631617,0.5160507009008248,False,False,False,False,Lexeme XML[ (verb) rate per 1k words
lex::HBL/,0.146251581631617,0.5160507009008248,False,False,False,False,Lexeme HBL/ (noun) rate per 1k words
lex::XWH[,0.1449319756851157,0.519885391073567,False,False,False,False,Lexeme XWH[ (verb) rate per 1k words
lex::CBR[,-0.1422301298818911,0.5277788353381179,False,False,False,False,Lexeme CBR[ (verb) rate per 1k words
lex::PNH[,-0.1415384654048522,0.5298085526116212,False,False,False,False,Lexeme PNH[ (verb) rate per 1k words
lex::<LJWN/,0.1407842327855752,0.5320260418984633,False,False,False,False,Lexeme <LJWN/ (adjective) rate per 1k words
lex::CW>/,-0.1399680152642234,0.5344306464532909,False,False,False,False,Lexeme CW>/ (noun) rate per 1k words
lex::MH,0.1399095757743493,0.5346030051015191,False,False,False,False,Lexeme MH (prin) rate per 1k words
lex::<BDH/,0.135364362917873,0.5480871236349534,False,False,False,False,Lexeme <BDH/ (noun) rate per 1k words
lex::XTT[,-0.1353168839395335,0.5482287914171061,False,False,False,False,Lexeme XTT[ (verb) rate per 1k words
lex::BTWLH/,-0.1350490160693872,0.5490283681838424,False,False,False,False,Lexeme BTWLH/ (noun) rate per 1k words
lex::C>R=/,0.133950046728023,0.5523143002569924,False,False,False,False,Lexeme C>R=/ (noun) rate per 1k words
lex::DMWT/,0.1339079717944175,0.552440281617641,False,False,False,False,Lexeme DMWT/ (noun) rate per 1k words
lex::KN<[,0.1334944783740468,0.5536790612101221,False,False,False,False,Lexeme KN<[ (verb) rate per 1k words
lex::BFR/,0.1320189199229452,0.5581098686270438,False,False,False,False,Lexeme BFR/ (noun) rate per 1k words
lex::MLV[,0.131746496100114,0.558929638942961,False,False,False,False,Lexeme MLV[ (verb) rate per 1k words
lex::>BN/,0.131511063497223,0.559638530614295,False,False,False,False,Lexeme >BN/ (noun) rate per 1k words
lex::GCM/,0.1314453726486032,0.5598363986843273,False,False,False,False,Lexeme GCM/ (noun) rate per 1k words
lex::NHR/,-0.131439889572406,0.5598529157289607,False,False,False,False,Lexeme NHR/ (noun) rate per 1k words
lex::KCL[,-0.1308563170724105,0.561612096206026,False,False,False,False,Lexeme KCL[ (verb) rate per 1k words
lex::M<FH/,-0.1306321640441023,0.562288460827703,False,False,False,False,Lexeme M<FH/ (noun) rate per 1k words
lex::>XWT/,-0.129747849767327,0.5649603459708408,False,False,False,False,Lexeme >XWT/ (noun) rate per 1k words
lex::XQH/,-0.129747849767327,0.5649603459708408,False,False,False,False,Lexeme XQH/ (noun) rate per 1k words
lex::NBV[,-0.1288230210745662,0.5677606523315036,False,False,False,False,Lexeme NBV[ (verb) rate per 1k words
lex::FKL[,0.1278041192442684,0.5708528809301796,False,False,False,False,Lexeme FKL[ (verb) rate per 1k words
lex::CWB[,-0.1277558146464765,0.5709996623219283,False,False,False,False,Lexeme CWB[ (verb) rate per 1k words
lex::RWX/,0.1272984492236036,0.5723902625436877,False,False,False,False,Lexeme RWX/ (noun) rate per 1k words
lex::>XR/,0.1263425064165461,0.5753015479025146,False,False,False,False,Lexeme >XR/ (noun) rate per 1k words
lex::BNJMN/,0.1260040612267434,0.5763338143280131,False,False,False,False,Lexeme BNJMN/ (proper-noun) rate per 1k words
lex::>HL/,-0.1259000232359623,0.5766512947768381,False,False,False,False,Lexeme >HL/ (noun) rate per 1k words
lex::BJT/,-0.125459214333751,0.5779973026174625,False,False,False,False,Lexeme BJT/ (noun) rate per 1k words
lex::PR/,-0.1252840380197335,0.5785325810189094,False,False,False,False,Lexeme PR/ (noun) rate per 1k words
lex::>RWN/,0.1251416431049323,0.5789678491003061,False,False,False,False,Lexeme >RWN/ (noun) rate per 1k words
lex::VWB/,0.1250353656818506,0.5792928068790311,False,False,False,False,Lexeme VWB/ (adjective) rate per 1k words
lex::>MR[,0.1231986879493591,0.5849211329167014,False,False,False,False,Lexeme >MR[ (verb) rate per 1k words
lex::QHL/,0.1230153490359395,0.5854842424709634,False,False,False,False,Lexeme QHL/ (noun) rate per 1k words
lex::QR>[,-0.1226335563532611,0.5866576303693298,False,False,False,False,Lexeme QR>[ (verb) rate per 1k words
lex::GLWLJM/,-0.1223103842111556,0.5876516410367603,False,False,False,False,Lexeme GLWLJM/ (noun) rate per 1k words
lex::P>H/,-0.1223103842111556,0.5876516410367603,False,False,False,False,Lexeme P>H/ (noun) rate per 1k words
lex::HPK[,-0.1221754039637783,0.5880670250828224,False,False,False,False,Lexeme HPK[ (verb) rate per 1k words
lex::CMN/,-0.1194030719996123,0.5966260532436201,False,False,False,False,Lexeme CMN/ (noun) rate per 1k words
lex::YLM/,0.1188305549648982,0.5984000819149309,False,False,False,False,Lexeme YLM/ (noun) rate per 1k words
morph::noun_f_rate,-0.1181125035844773,0.6006281862069005,False,False,False,False,Feminine noun rate per 1k words
lex::HJ>,-0.1178632183796033,0.6014025231410043,False,False,False,False,Lexeme HJ> (pronoun) rate per 1k words
lex::LMD[,-0.1154083546329654,0.6090499717423505,False,False,False,False,Lexeme LMD[ (verb) rate per 1k words
lex::CLK[,-0.1153059077643314,0.6093699825773662,False,False,False,False,Lexeme CLK[ (verb) rate per 1k words
lex::CMJM/,-0.1150367623033538,0.6102110343013402,False,False,False,False,Lexeme CMJM/ (noun) rate per 1k words
lex::LKD[,-0.1147599620120145,0.6110765021785393,False,False,False,False,Lexeme LKD[ (verb) rate per 1k words
lex::QY/,0.1147378140840499,0.6111457735035012,False,False,False,False,Lexeme QY/ (noun) rate per 1k words
lex::BN/,0.1130582430499792,0.616408229985544,False,False,False,False,Lexeme BN/ (noun) rate per 1k words
lex::GM,-0.1127755974423542,0.6172956193534997,False,False,False,False,Lexeme GM (adverb) rate per 1k words
lex::GDL[,0.1127330116287083,0.617429365795704,False,False,False,False,Lexeme GDL[ (verb) rate per 1k words
lex::M<LH=/,-0.1116035970865442,0.6209807046048983,False,False,False,False,Lexeme M<LH=/ (noun) rate per 1k words
lex::C>R[,-0.111114514691922,0.6225211170188683,False,False,False,False,Lexeme C>R[ (verb) rate per 1k words
lex::FQ/,0.1091952940649593,0.6285805850377424,False,False,False,False,Lexeme FQ/ (noun) rate per 1k words
lex::JY>[,-0.1090703980469097,0.6289757203512611,False,False,False,False,Lexeme JY>[ (verb) rate per 1k words
lex::R>C/,0.1080622391187035,0.6321688299834949,False,False,False,False,Lexeme R>C/ (noun) rate per 1k words
vs::hit,0.1079401348547137,0.6325559984502641,False,False,False,False,Verbal stem hit rate per 1k words
lex::KSP/,0.1079401348547137,0.6325559984502641,False,False,False,False,Lexeme KSP/ (noun) rate per 1k words
lex::N<R/,0.1056795656037301,0.639740514863534,False,False,False,False,Lexeme N<R/ (noun) rate per 1k words
lex::BJN[,0.1056795656037301,0.639740514863534,False,False,False,False,Lexeme BJN[ (verb) rate per 1k words
lex::XMH/,-0.1056730389734101,0.6397613033231858,False,False,False,False,Lexeme XMH/ (noun) rate per 1k words
lex::QCB[,-0.1049166860299685,0.6421721840373003,False,False,False,False,Lexeme QCB[ (verb) rate per 1k words
lex::TRCJC=/,0.1040433534129396,0.6449602715496905,False,False,False,False,Lexeme TRCJC=/ (proper-noun) rate per 1k words
lex::YDQ/,-0.1039814020440352,0.6451582250171115,False,False,False,False,Lexeme YDQ/ (noun) rate per 1k words
lex::ZRH[,-0.1033233302059296,0.64726239488639,False,False,False,False,Lexeme ZRH[ (verb) rate per 1k words
lex::KLM[,0.1031245300025974,0.6478985669679445,False,False,False,False,Lexeme KLM[ (verb) rate per 1k words
lex::MGN/,-0.1026033069989197,0.6495676364020202,False,False,False,False,Lexeme MGN/ (noun) rate per 1k words
lex::KSH[,-0.1024291058820203,0.6501258288213928,False,False,False,False,Lexeme KSH[ (verb) rate per 1k words
lex::ML>K/,0.1018437967055516,0.6520026601017788,False,False,False,False,Lexeme ML>K/ (noun) rate per 1k words
lex::CVP[,0.1018293722575277,0.6520489387623922,False,False,False,False,Lexeme CVP[ (verb) rate per 1k words
lex::JCR/,0.1005965871934404,0.6560086963811798,False,False,False,False,Lexeme JCR/ (adjective) rate per 1k words
lex::BXR[,0.0995431714689849,0.65939939881087,False,False,False,False,Lexeme BXR[ (verb) rate per 1k words
lex::XSD/,0.0993037051174785,0.660171090451727,False,False,False,False,Lexeme XSD/ (noun) rate per 1k words
lex::JRMJHW/,0.0990940612821862,0.6608469515772728,False,False,False,False,Lexeme JRMJHW/ (proper-noun) rate per 1k words
lex::YRH/,-0.0990368500514957,0.6610314365930572,False,False,False,False,Lexeme YRH/ (noun) rate per 1k words
lex::QRWB/,0.0984365377751764,0.6629683652420812,False,False,False,False,Lexeme QRWB/ (adjective) rate per 1k words
lex::R<=/,-0.0984351595916697,0.6629728143985232,False,False,False,False,Lexeme R<=/ (noun) rate per 1k words
lex::>MN[,-0.0983319416467395,0.6633060615607242,False,False,False,False,Lexeme >MN[ (verb) rate per 1k words
lex::>X/,0.0973214100389609,0.6665718804767546,False,False,False,False,Lexeme >X/ (noun) rate per 1k words
lex::KP/,-0.0967506099800813,0.6684191675140326,False,False,False,False,Lexeme KP/ (noun) rate per 1k words
lex::XJH[,-0.09590544805256,0.6711577783688181,False,False,False,False,Lexeme XJH[ (verb) rate per 1k words
lex::>CH/,0.095482785113262,0.6725288650964103,False,False,False,False,Lexeme >CH/ (noun) rate per 1k words
lex::>T=,-0.0954286695546423,0.6727044845835791,False,False,False,False,Lexeme >T= (pronoun) rate per 1k words
lex::XLQ/,-0.0953311639324848,0.673020958034009,False,False,False,False,Lexeme XLQ/ (noun) rate per 1k words
lex::PRY[,-0.0936283489884651,0.6785563495465337,False,False,False,False,Lexeme PRY[ (verb) rate per 1k words
lex::FPH/,-0.0936019009633039,0.6786424521538559,False,False,False,False,Lexeme FPH/ (noun) rate per 1k words
lex::RB/,0.0927077593009829,0.6815556376481128,False,False,False,False,Lexeme RB/ (adjective) rate per 1k words
lex::RXWQ/,0.0926448560862774,0.6817607470056961,False,False,False,False,Lexeme RXWQ/ (adjective) rate per 1k words
lex::QYH=/,-0.0925229821007802,0.6821582048961699,False,False,False,False,Lexeme QYH=/ (noun) rate per 1k words
lex::<NH[,0.0922206543264328,0.6831445134304838,False,False,False,False,Lexeme <NH[ (verb) rate per 1k words
lex::CM/,-0.0916548834409945,0.6849916144254007,False,False,False,False,Lexeme CM/ (noun) rate per 1k words
lex::NB>[,-0.0908111532858693,0.6877494117220103,False,False,False,False,Lexeme NB>[ (verb) rate per 1k words
lex::BRJT/,0.0907982608257542,0.6877915815731452,False,False,False,False,Lexeme BRJT/ (noun) rate per 1k words
lex::QWM[,-0.0893917998992416,0.6923973204427574,False,False,False,False,Lexeme QWM[ (verb) rate per 1k words
lex::NPC/,-0.0890140386116575,0.6936361737432947,False,False,False,False,Lexeme NPC/ (noun) rate per 1k words
lex::>TH[,0.0888444187481785,0.6941926815444244,False,False,False,False,Lexeme >TH[ (verb) rate per 1k words
lex::SBB[,0.0887646115010056,0.6944545747385975,False,False,False,False,Lexeme SBB[ (verb) rate per 1k words
lex::BR/,0.08775825437337,0.6977598874231017,False,False,False,False,Lexeme BR/ (noun) rate per 1k words
lex::CKN[,-0.0851475357150054,0.7063591926415611,False,False,False,False,Lexeme CKN[ (verb) rate per 1k words
lex::BKR/,-0.0846544649275053,0.7079872194358392,False,False,False,False,Lexeme BKR/ (noun) rate per 1k words
lex::TW<BH/,0.084060488507892,0.7099500536587866,False,False,False,False,Lexeme TW<BH/ (noun) rate per 1k words
lex::>DWM/,-0.0836923479866625,0.7111674911893846,False,False,False,False,Lexeme >DWM/ (proper-noun) rate per 1k words
lex::MCMRT/,0.0813268140848711,0.7190064025914809,False,False,False,False,Lexeme MCMRT/ (noun) rate per 1k words
lex::>RK=/,0.0810399191103369,0.7199589912126658,False,False,False,False,Lexeme >RK=/ (noun) rate per 1k words
lex::BHMH/,0.0803997768105293,0.7220859258235865,False,False,False,False,Lexeme BHMH/ (noun) rate per 1k words
lex::<LL[,0.0800369486587323,0.7232923393188507,False,False,False,False,Lexeme <LL[ (verb) rate per 1k words
lex::>JC/,0.0796835550498148,0.7244679930181199,False,False,False,False,Lexeme >JC/ (noun) rate per 1k words
lex::MHR[,-0.0791087033947923,0.7263816636788305,False,False,False,False,Lexeme MHR[ (verb) rate per 1k words
lex::HJKL/,0.0779259113061348,0.7303241059671874,False,False,False,False,Lexeme HJKL/ (noun) rate per 1k words
lex::<ZB[,0.0773005517969877,0.7324112003680607,False,False,False,False,Lexeme <ZB[ (verb) rate per 1k words
lex::JTR/,-0.0759103081275655,0.737057571823822,False,False,False,False,Lexeme JTR/ (noun) rate per 1k words
lex::M>D/,0.0755048837644607,0.738414231764954,False,False,False,False,Lexeme M>D/ (noun) rate per 1k words
lex::MLK[,0.0746759941742717,0.7411902577732066,False,False,False,False,Lexeme MLK[ (verb) rate per 1k words
lex::B<L/,0.0738848592993882,0.7438427429260492,False,False,False,False,Lexeme B<L/ (noun) rate per 1k words
lex::KNP/,0.073441680220978,0.7453298445609335,False,False,False,False,Lexeme KNP/ (noun) rate per 1k words
lex::>T==,-0.0727487886577234,0.7476566185177929,False,False,False,False,Lexeme >T== (prep) rate per 1k words
lex::MNCH/,0.0723410882107773,0.7490266960104466,False,False,False,False,Lexeme MNCH/ (proper-noun) rate per 1k words
lex::R<<[,-0.0718621046105365,0.7506372546460407,False,False,False,False,Lexeme R<<[ (verb) rate per 1k words
lex::NXC/,-0.071758953604298,0.7509842263104867,False,False,False,False,Lexeme NXC/ (noun) rate per 1k words
lex::BQC[,0.071691838401644,0.7512100083844093,False,False,False,False,Lexeme BQC[ (verb) rate per 1k words
lex::LB/,0.071691838401644,0.7512100083844093,False,False,False,False,Lexeme LB/ (noun) rate per 1k words
lex::BR>[,-0.0714590803925074,0.7519931811664023,False,False,False,False,Lexeme BR>[ (verb) rate per 1k words
lex::>YL/,0.0709222858904813,0.7538002585655463,False,False,False,False,Lexeme >YL/ (noun) rate per 1k words
lex::R</,-0.0702750036506233,0.7559809394405925,False,False,False,False,Lexeme R</ (adjective) rate per 1k words
lex::J>CJHW/,-0.0691141625624497,0.7598962761398494,False,False,False,False,Lexeme J>CJHW/ (proper-noun) rate per 1k words
lex::HNH=,-0.0680421930624415,0.7635169141106466,False,False,False,False,Lexeme HNH= (pronoun) rate per 1k words
lex::JR>[,0.0678925062525885,0.7640228716565816,False,False,False,False,Lexeme JR>[ (verb) rate per 1k words
lex::BKH[,-0.0673568797628961,0.7658341072829585,False,False,False,False,Lexeme BKH[ (verb) rate per 1k words
lex::LBB/,0.0670652895438387,0.7668206250149934,False,False,False,False,Lexeme LBB/ (noun) rate per 1k words
lex::QDM/,0.0667634270777604,0.7678422636753222,False,False,False,False,Lexeme QDM/ (noun) rate per 1k words
lex::JLD[,-0.0667252461174304,0.7679715118147892,False,False,False,False,Lexeme JLD[ (verb) rate per 1k words
lex::D<T/,0.0662143772444335,0.7697014492408704,False,False,False,False,Lexeme D<T/ (noun) rate per 1k words
lex::SPR[,-0.0659394256864613,0.7706329466472348,False,False,False,False,Lexeme SPR[ (verb) rate per 1k words
lex::LXM/,-0.0643198214484234,0.776126097115953,False,False,False,False,Lexeme LXM/ (noun) rate per 1k words
lex::DBR[,0.0622347973982062,0.7832130027552234,False,False,False,False,Lexeme DBR[ (verb) rate per 1k words
lex::RXMJM/,0.0598642267347467,0.7912906501107031,False,False,False,False,Lexeme RXMJM/ (noun) rate per 1k words
lex::CLJCJ/,0.0597619261818269,0.7916397083824257,False,False,False,False,Lexeme CLJCJ/ (adjective) rate per 1k words
lex::HMWN/,0.0596584983093411,0.7919926523570258,False,False,False,False,Lexeme HMWN/ (noun) rate per 1k words
lex::NPL[,0.0593632061234717,0.7930005428381686,False,False,False,False,Lexeme NPL[ (verb) rate per 1k words
lex::QLL[,0.0591805567380889,0.7936241210938323,False,False,False,False,Lexeme QLL[ (verb) rate per 1k words
lex::RXB==/,0.0591162268233374,0.7938437771048592,False,False,False,False,Lexeme RXB==/ (noun) rate per 1k words
lex::LMH,-0.0585309176468687,0.7958430203900987,False,False,False,False,Lexeme LMH (interrogative) rate per 1k words
lex::CMC/,0.0576508059468331,0.7988515476729623,False,False,False,False,Lexeme CMC/ (noun) rate per 1k words
lex::THLH/,-0.0574071628834384,0.7996848933866342,False,False,False,False,Lexeme THLH/ (noun) rate per 1k words
lex::MWT/,0.0569714577730222,0.8011756837559412,False,False,False,False,Lexeme MWT/ (noun) rate per 1k words
lex::FN>[,0.0567749901174627,0.8018481282083639,False,False,False,False,Lexeme FN>[ (verb) rate per 1k words
lex::KX/,-0.0556530057407547,0.8056908956994528,False,False,False,False,Lexeme KX/ (noun) rate per 1k words
lex::JCW<H/,0.0550817753362621,0.8076490156346535,False,False,False,False,Lexeme JCW<H/ (noun) rate per 1k words
morph::noun_pl_rate,-0.0542526332254058,0.8104932074948429,False,False,False,False,Plural noun rate per 1k words
lex::>LH/,0.0539900698546623,0.8113943574017487,False,False,False,False,Lexeme >LH/ (noun) rate per 1k words
lex::CLWM/,0.0539406055641161,0.811564150804897,False,False,False,False,Lexeme CLWM/ (noun) rate per 1k words
lex::NXM[,-0.0537074680047762,0.8123645395314149,False,False,False,False,Lexeme NXM[ (verb) rate per 1k words
lex::TZNWT/,-0.0516376916202008,0.8194781731099463,False,False,False,False,Lexeme TZNWT/ (noun) rate per 1k words
lex::>JL===/,-0.0516376916202008,0.8194781731099463,False,False,False,False,Lexeme >JL===/ (noun) rate per 1k words
lex::NGC[,-0.0513566680827247,0.8204450962499117,False,False,False,False,Lexeme NGC[ (verb) rate per 1k words
lex::QDC[,-0.0490639796434264,0.82834288618641,False,False,False,False,Lexeme QDC[ (verb) rate per 1k words
lex::JTR[,-0.0486015664731724,0.8299377621304043,False,False,False,False,Lexeme JTR[ (verb) rate per 1k words
lex::NV<[,-0.0481382441784561,0.8315364224120615,False,False,False,False,Lexeme NV<[ (verb) rate per 1k words
lex::PR<H/,-0.0477143347773211,0.8329996551364571,False,False,False,False,Lexeme PR<H/ (noun) rate per 1k words
lex::<T/,0.0468056048281219,0.836138164741893,False,False,False,False,Lexeme <T/ (noun) rate per 1k words
lex::MXCBH/,0.0457890465855997,0.8396519370466087,False,False,False,False,Lexeme MXCBH/ (noun) rate per 1k words
lex::DWD==/,-0.0456696162718686,0.8400649474437939,False,False,False,False,Lexeme DWD==/ (proper-noun) rate per 1k words
lex::MCL[,0.0456541157645576,0.8401185538235333,False,False,False,False,Lexeme MCL[ (verb) rate per 1k words
lex::PTX[,-0.0452912424015986,0.8413736966416974,False,False,False,False,Lexeme PTX[ (verb) rate per 1k words
lex::BQR/,-0.0452912424015986,0.8413736966416974,False,False,False,False,Lexeme BQR/ (noun) rate per 1k words
lex::>J/,-0.0452355646521377,0.8415663134324474,False,False,False,False,Lexeme >J/ (noun) rate per 1k words
lex::SBJB/,0.0438981882351515,0.8461955632950805,False,False,False,False,Lexeme SBJB/ (noun) rate per 1k words
lex::>TM,0.0430713090056407,0.8490602197414105,False,False,False,False,Lexeme >TM (pronoun) rate per 1k words
lex::RWY[,0.0424318669871988,0.851276778788528,False,False,False,False,Lexeme RWY[ (verb) rate per 1k words
lex::QBR[,0.0423272324637526,0.8516395871441824,False,False,False,False,Lexeme QBR[ (verb) rate per 1k words
lex::KLH[,0.0416901852388248,0.8538490989209743,False,False,False,False,Lexeme KLH[ (verb) rate per 1k words
lex::CJR/,0.0416885349510684,0.8538548241011121,False,False,False,False,Lexeme CJR/ (noun) rate per 1k words
lex::KFDJ/,0.0416885349510684,0.8538548241011121,False,False,False,False,Lexeme KFDJ/ (adjective) rate per 1k words
lex::RBH[,0.0414895435313578,0.854545217337465,False,False,False,False,Lexeme RBH[ (verb) rate per 1k words
lex::MJ,-0.0407355037515531,0.8571622585733927,False,False,False,False,Lexeme MJ (prin) rate per 1k words
lex::JXZQJHW/,-0.0407110820573334,0.8572470431758988,False,False,False,False,Lexeme JXZQJHW/ (proper-noun) rate per 1k words
lex::KTP/,0.0406813111960629,0.8573504004948869,False,False,False,False,Lexeme KTP/ (noun) rate per 1k words
lex::JSD[,-0.0386760092968667,0.8643174437485599,False,False,False,False,Lexeme JSD[ (verb) rate per 1k words
lex::MNXH/,-0.0386304056469333,0.8644760002557452,False,False,False,False,Lexeme MNXH/ (noun) rate per 1k words
lex::NGD/,0.0379264879603198,0.8669240432693575,False,False,False,False,Lexeme NGD/ (noun) rate per 1k words
lex::MWT[,-0.037459787293996,0.8685477580082054,False,False,False,False,Lexeme MWT[ (verb) rate per 1k words
lex::M<WZ/,-0.037441206764518,0.8686124128172968,False,False,False,False,Lexeme M<WZ/ (noun) rate per 1k words
lex::RKB/,-0.0373685099300268,0.8688653843305522,False,False,False,False,Lexeme RKB/ (noun) rate per 1k words
lex::JVB[,-0.0367684272592413,0.8709540318099744,False,False,False,False,Lexeme JVB[ (verb) rate per 1k words
lex::PH,0.0361705441053886,0.8730358499076321,False,False,False,False,Lexeme PH (adverb) rate per 1k words
lex::N>,0.0352376945060847,0.8762856310986524,False,False,False,False,Lexeme N> (interjection) rate per 1k words
lex::LJLH/,-0.0351185505881212,0.8767008341677873,False,False,False,False,Lexeme LJLH/ (noun) rate per 1k words
lex::RC</,-0.0341235293952998,0.8801695830876828,False,False,False,False,Lexeme RC</ (adjective) rate per 1k words
lex::KBD[,-0.0338732755065451,0.8810423310830048,False,False,False,False,Lexeme KBD[ (verb) rate per 1k words
lex::YWH[,-0.0327773138822465,0.8848660004659925,False,False,False,False,Lexeme YWH[ (verb) rate per 1k words
lex::GWLH/,0.0317016469646448,0.8886212722383229,False,False,False,False,Lexeme GWLH/ (noun) rate per 1k words
lex::<WLM/,0.0316831695845413,0.8886857991932333,False,False,False,False,Lexeme <WLM/ (noun) rate per 1k words
morph::const_count,0.0316473693814867,0.8888108230796563,False,False,False,False,Noun in construct state (count)
lex::QBR/,-0.0314682188884436,0.8894365028139917,False,False,False,False,Lexeme QBR/ (noun) rate per 1k words
lex::C>WL=/,0.0300113442740335,0.8945269386137523,False,False,False,False,Lexeme C>WL=/ (proper-noun) rate per 1k words
lex::FMX[,-0.0299670030911756,0.8946819341099272,False,False,False,False,Lexeme FMX[ (verb) rate per 1k words
lex::XKM/,0.0281902794208974,0.900895502478416,False,False,False,False,Lexeme XKM/ (adjective) rate per 1k words
lex::R<H/,-0.0272807957466462,0.9040783464494456,False,False,False,False,Lexeme R<H/ (noun) rate per 1k words
lex::GBR/,0.0268791036338789,0.9054845705235836,False,False,False,False,Lexeme GBR/ (noun) rate per 1k words
lex::NXLH/,-0.0259669789769165,0.9086787011870124,False,False,False,False,Lexeme NXLH/ (noun) rate per 1k words
lex::MQDC/,-0.024727284632423,0.9130221102414976,False,False,False,False,Lexeme MQDC/ (noun) rate per 1k words
lex::BWR/,0.0245845460065966,0.9135223673769168,False,False,False,False,Lexeme BWR/ (noun) rate per 1k words
lex::RWM[,-0.0241553292808526,0.9150268362204848,False,False,False,False,Lexeme RWM[ (verb) rate per 1k words
lex::QN>H/,-0.0239196512014326,0.9158530429564572,False,False,False,False,Lexeme QN>H/ (noun) rate per 1k words
lex::TXT/,-0.023762377188406,0.9164044385728196,False,False,False,False,Lexeme TXT/ (noun) rate per 1k words
lex::R>H[,-0.0226052638439191,0.9204623510861728,False,False,False,False,Lexeme R>H[ (verb) rate per 1k words
lex::>WYR/,0.0205320298887247,0.9277377498771292,False,False,False,False,Lexeme >WYR/ (noun) rate per 1k words
lex::<RL/,0.0197351098351597,0.9305358190656112,False,False,False,False,Lexeme <RL/ (adjective) rate per 1k words
lex::MQWM/,0.0193238969872077,0.9319799421311074,False,False,False,False,Lexeme MQWM/ (noun) rate per 1k words
lex::RXB=/,0.0188953179272806,0.9334852728062792,False,False,False,False,Lexeme RXB=/ (noun) rate per 1k words
lex::RGL/,-0.0178028077223315,0.9373235605687468,False,False,False,False,Lexeme RGL/ (noun) rate per 1k words
lex::>BD[,0.0175592752940606,0.9381793428753236,False,False,False,False,Lexeme >BD[ (verb) rate per 1k words
lex::<RK[,-0.0158405105542191,0.9442209696004964,False,False,False,False,Lexeme <RK[ (verb) rate per 1k words
lex::MGDL/,0.01539172089591,0.9457990099989456,False,False,False,False,Lexeme MGDL/ (noun) rate per 1k words
lex::CTH[,0.0135785012505177,0.9521766175144512,False,False,False,False,Lexeme CTH[ (verb) rate per 1k words
lex::<LH/,-0.013352685415552,0.9529710815105727,False,False,False,False,Lexeme <LH/ (noun) rate per 1k words
lex::SGR[,-0.0127592327304164,0.9550591671208096,False,False,False,False,Lexeme SGR[ (verb) rate per 1k words
lex::XRC/,-0.0109346976920835,0.9614805880559032,False,False,False,False,Lexeme XRC/ (noun) rate per 1k words
lex::DJ/,0.0104916686029968,0.9630401843046306,False,False,False,False,Lexeme DJ/ (noun) rate per 1k words
lex::KRWB/,-0.0094676935017054,0.966645376244393,False,False,False,False,Lexeme KRWB/ (noun) rate per 1k words
