feature,rho,p_raw,p_lt_0.10,loo_robust,ling_filter,in_model,description
lex::>RM/,-0.3278436550828843,0.1363591673835086,False,False,False,False,Lexeme >RM/ (proper-noun) rate per 1k words
lex::CLC/,0.3277103545994901,0.136528058548832,False,False,False,False,Lexeme CLC/ (noun) rate per 1k words
lex::CMD[,-0.3275858821948781,0.1366858989581264,False,False,False,False,Lexeme CMD[ (verb) rate per 1k words
lex::CQR/,-0.3267008285235316,0.1378119600340147,False,False,False,False,Lexeme CQR/ (noun) rate per 1k words
lex::XCK/,-0.3261674621578729,0.1384937430201458,False,False,False,False,Lexeme XCK/ (noun) rate per 1k words
lex::CBT[,-0.3246248649179636,0.1404790725470626,False,False,False,False,Lexeme CBT[ (verb) rate per 1k words
lex::JLD/,0.3224736458993824,0.143281286641907,False,False,False,False,Lexeme JLD/ (noun) rate per 1k words
lex::>RJH/,-0.3224736458993824,0.143281286641907,False,False,False,False,Lexeme >RJH/ (noun) rate per 1k words
lex::CMNH/,0.322221449659793,0.1436123727172981,False,False,False,False,Lexeme CMNH/ (noun) rate per 1k words
lex::ZRBBL/,0.3193782085901337,0.1473825162514762,False,False,False,False,Lexeme ZRBBL/ (proper-noun) rate per 1k words
lex::LBNWN/,-0.3187615784381105,0.1482092898566293,False,False,False,False,Lexeme LBNWN/ (proper-noun) rate per 1k words
lex::NWS[,-0.3186157162454921,0.1484053378556988,False,False,False,False,Lexeme NWS[ (verb) rate per 1k words
lex::MN,-0.3170388254109654,0.1505364513575076,False,False,False,False,Lexeme MN (prep) rate per 1k words
lex::Y>N/,-0.3170048342815157,0.1505826248148969,False,False,False,False,Lexeme Y>N/ (noun) rate per 1k words
lex::<NJ/,-0.3169101075081698,0.1507113539475183,False,False,False,False,Lexeme <NJ/ (adjective) rate per 1k words
vs::pual,-0.3162804349323169,0.1515690155336248,False,False,False,False,Verbal stem pual rate per 1k words
lex::>BJH/,0.31540224076673,0.1527708996589082,False,False,False,False,Lexeme >BJH/ (proper-noun) rate per 1k words
lex::XV>T/,-0.3143110277636853,0.1542736167386643,False,False,False,False,Lexeme XV>T/ (noun) rate per 1k words
lex::CMR[,0.3137291510864322,0.1550791440983443,False,False,False,False,Lexeme CMR[ (verb) rate per 1k words
lex::XMC/,0.3125782390713986,0.1566810877936502,False,False,False,False,Lexeme XMC/ (noun) rate per 1k words
lex::<LH[,-0.3122703791249474,0.1571115498403555,False,False,False,False,Lexeme <LH[ (verb) rate per 1k words
lex::H,0.3119526410460836,0.157556690245222,False,False,False,False,Lexeme H (article) rate per 1k words
lex::<PR/,-0.3107991727048732,0.1591800672184507,False,False,False,False,Lexeme <PR/ (noun) rate per 1k words
lex::XLM/,0.3091734712004211,0.1614878251707243,False,False,False,False,Lexeme XLM/ (noun) rate per 1k words
lex::>XRJT/,-0.3042583894869089,0.168606461095482,False,False,False,False,Lexeme >XRJT/ (noun) rate per 1k words
lex::J<N/,-0.3041927825882887,0.1687029258521491,False,False,False,False,Lexeme J<N/ (noun) rate per 1k words
lex::CLWM==/,0.3040046706522485,0.1689797270167001,False,False,False,False,Lexeme CLWM==/ (proper-noun) rate per 1k words
lex::VHR[,0.3027544423495624,0.1708273884358558,False,False,False,False,Lexeme VHR[ (verb) rate per 1k words
lex::>B/,0.3010970310589552,0.1732982594385577,False,False,False,False,Lexeme >B/ (noun) rate per 1k words
lex::NF>[,-0.3000848775280261,0.1748192377121308,False,False,False,False,Lexeme NF>[ (verb) rate per 1k words
lex::LCKH/,0.2989659192049737,0.1765113815878543,False,False,False,False,Lexeme LCKH/ (noun) rate per 1k words
lex::<WN/,-0.298627742439109,0.1770249972254797,False,False,False,False,Lexeme <WN/ (noun) rate per 1k words
lex::>WPN/,-0.2982323453037217,0.1776268191850497,False,False,False,False,Lexeme >WPN/ (noun) rate per 1k words
lex::>JB[,-0.2980534583190338,0.1778995587722001,False,False,False,False,Lexeme >JB[ (verb) rate per 1k words
lex::DJ,0.2972855759535511,0.1790735748266481,False,False,False,False,Lexeme DJ (prep) rate per 1k words
lex::CMJN/,0.2972855759535511,0.1790735748266481,False,False,False,False,Lexeme CMJN/ (noun) rate per 1k words
lex::>R</,0.2972855759535511,0.1790735748266481,False,False,False,False,Lexeme >R</ (noun) rate per 1k words
lex::JHB[,0.2964465434813362,0.1803624362259313,False,False,False,False,Lexeme JHB[ (verb) rate per 1k words
lex::HM,0.2958845091255484,0.18122933935099,False,False,False,False,Lexeme HM (pronoun) rate per 1k words
lex::KH,-0.2951036304407201,0.1824385252098211,False,False,False,False,Lexeme KH (adverb) rate per 1k words
lex::KLMH/,-0.2948495032705798,0.1828332268236681,False,False,False,False,Lexeme KLMH/ (noun) rate per 1k words
lex::FJM[,-0.2936687863223211,0.1846747330954065,False,False,False,False,Lexeme FJM[ (verb) rate per 1k words
lex::BW>[,0.2927381667787524,0.1861350676819689,False,False,False,False,Lexeme BW>[ (verb) rate per 1k words
lex::>XZ[,0.2911363260517236,0.1886670865177693,False,False,False,False,Lexeme >XZ[ (verb) rate per 1k words
lex::HMH,-0.2904268047195052,0.1897960739456017,False,False,False,False,Lexeme HMH (pronoun) rate per 1k words
lex::NXCT/,0.29009764287784,0.1903213907188699,False,False,False,False,Lexeme NXCT/ (noun) rate per 1k words
lex::KLJ/,0.2894391965179057,0.1913751819242205,False,False,False,False,Lexeme KLJ/ (noun) rate per 1k words
lex::DNH,0.2887646518020162,0.1924588363544705,False,False,False,False,Lexeme DNH (dem-pronoun) rate per 1k words
lex::JXDW,-0.2884849873782685,0.1929093341544967,False,False,False,False,Lexeme JXDW (adverb) rate per 1k words
lex::TRWMH/,0.2876492712004801,0.1942598057001103,False,False,False,False,Lexeme TRWMH/ (noun) rate per 1k words
lex::SPR=/,0.2870358144171923,0.1952551819296203,False,False,False,False,Lexeme SPR=/ (noun) rate per 1k words
lex::>Z,-0.2857474678928149,0.1973568291508692,False,False,False,False,Lexeme >Z (adverb) rate per 1k words
lex::DRC[,-0.284882932465303,0.1987756554836979,False,False,False,False,Lexeme DRC[ (verb) rate per 1k words
lex::SGN/,0.2840491551654303,0.2001505034826641,False,False,False,False,Lexeme SGN/ (noun) rate per 1k words
lex::PNJMJ/,0.2840308050511635,0.2001808335423806,False,False,False,False,Lexeme PNJMJ/ (adjective) rate per 1k words
lex::>NKJ,-0.2838749505873136,0.2004385630123117,False,False,False,False,Lexeme >NKJ (pronoun) rate per 1k words
lex::<NN/,-0.2823493168159449,0.2029732353614487,False,False,False,False,Lexeme <NN/ (noun) rate per 1k words
lex::QJR/,-0.2822518841769057,0.2031358370148139,False,False,False,False,Lexeme QJR/ (noun) rate per 1k words
lex::QDC/,0.2819501154531059,0.2036400025550194,False,False,False,False,Lexeme QDC/ (noun) rate per 1k words
lex::JMJN/,0.2815337138814388,0.2043370639116832,False,False,False,False,Lexeme JMJN/ (noun) rate per 1k words
lex::TWK/,-0.2803630955285014,0.206305264529627,False,False,False,False,Lexeme TWK/ (noun) rate per 1k words
lex::GBWR/,-0.2797777863520327,0.2072941110276443,False,False,False,False,Lexeme GBWR/ (noun) rate per 1k words
lex::PSX/,0.2783501889501402,0.2097192440124305,False,False,False,False,Lexeme PSX/ (noun) rate per 1k words
lex::JWM/,-0.278044745280205,0.2102405671049847,False,False,False,False,Lexeme JWM/ (noun) rate per 1k words
lex::J<Y[,-0.2777206394910933,0.2107946874749283,False,False,False,False,Lexeme J<Y[ (verb) rate per 1k words
lex::JD/,0.277275341080074,0.2115575975809061,False,False,False,False,Lexeme JD/ (noun) rate per 1k words
lex::C>L[,0.2756563776361006,0.2143468002010638,False,False,False,False,Lexeme C>L[ (verb) rate per 1k words
lex::>S>/,0.2754010219744044,0.2147889576199227,False,False,False,False,Lexeme >S>/ (proper-noun) rate per 1k words
lex::>STR/,0.2754010219744044,0.2147889576199227,False,False,False,False,Lexeme >STR/ (proper-noun) rate per 1k words
lex::>MYJHW/,0.2754010219744044,0.2147889576199227,False,False,False,False,Lexeme >MYJHW/ (proper-noun) rate per 1k words
lex::JHWCPV/,0.2754010219744044,0.2147889576199227,False,False,False,False,Lexeme JHWCPV/ (proper-noun) rate per 1k words
lex::RXB<M/,0.2754010219744044,0.2147889576199227,False,False,False,False,Lexeme RXB<M/ (proper-noun) rate per 1k words
lex::JHWJD</,0.2754010219744044,0.2147889576199227,False,False,False,False,Lexeme JHWJD</ (proper-noun) rate per 1k words
lex::HMN=/,0.2754010219744044,0.2147889576199227,False,False,False,False,Lexeme HMN=/ (proper-noun) rate per 1k words
lex::BLT/,-0.2751702956531176,0.2151889896478387,False,False,False,False,Lexeme BLT/ (noun) rate per 1k words
lex::MCQL/,0.274563111549458,0.2162440874047357,False,False,False,False,Lexeme MCQL/ (noun) rate per 1k words
lex::XMJCJ/,0.2743288418707958,0.2166520923140542,False,False,False,False,Lexeme XMJCJ/ (adjective) rate per 1k words
lex::<RB/,0.2743262761195355,0.216656563662694,False,False,False,False,Lexeme <RB/ (noun) rate per 1k words
lex::MRWM/,-0.2713660980173603,0.2218561316950025,False,False,False,False,Lexeme MRWM/ (noun) rate per 1k words
lex::BGD/,0.2688340663664489,0.2263685533760251,False,False,False,False,Lexeme BGD/ (noun) rate per 1k words
lex::CLXN/,0.2679000934560461,0.2280481569394629,False,False,False,False,Lexeme CLXN/ (noun) rate per 1k words
lex::PH/,-0.2653465452705337,0.2326820327146859,False,False,False,False,Lexeme PH/ (noun) rate per 1k words
lex::ZHB/,0.2653465452705337,0.2326820327146859,False,False,False,False,Lexeme ZHB/ (noun) rate per 1k words
lex::<BD[,0.2651450569403155,0.2330502730575371,False,False,False,False,Lexeme <BD[ (verb) rate per 1k words
lex::>RB</,0.2646798975704993,0.2339018544671299,False,False,False,False,Lexeme >RB</ (noun) rate per 1k words
lex::ZBX[,0.2644517644931855,0.2343202471834017,False,False,False,False,Lexeme ZBX[ (verb) rate per 1k words
lex::C>WL/,-0.2642019210842249,0.2347790171213127,False,False,False,False,Lexeme C>WL/ (noun) rate per 1k words
lex::<JN/,0.2639164553777556,0.2353039155322106,False,False,False,False,Lexeme <JN/ (noun) rate per 1k words
lex::<ZR>/,0.2633070771212377,0.2364269682136729,False,False,False,False,Lexeme <ZR>/ (proper-noun) rate per 1k words
lex::XJJM/,0.2628907452972064,0.2371962532503896,False,False,False,False,Lexeme XJJM/ (noun) rate per 1k words
vt::ptca,-0.2627861921855596,0.2373896992686028,False,False,False,False,Verb form ptca rate per 1k words
lex::R<B/,-0.2625629513504518,0.2378030874839726,False,False,False,False,Lexeme R<B/ (noun) rate per 1k words
lex::>BL[,-0.2620853226972509,0.2386891148985692,False,False,False,False,Lexeme >BL[ (verb) rate per 1k words
lex::QDJM/,-0.261659255230471,0.2394813046845623,False,False,False,False,Lexeme QDJM/ (noun) rate per 1k words
lex::>DMH/,-0.261432203268464,0.2399041614989806,False,False,False,False,Lexeme >DMH/ (noun) rate per 1k words
lex::MY>[,0.2612643280882046,0.2402171207210473,False,False,False,False,Lexeme MY>[ (verb) rate per 1k words
lex::MVH/,-0.2595683661270916,0.2433936793836734,False,False,False,False,Lexeme MVH/ (noun) rate per 1k words
lex::XRWN/,-0.2590659065371443,0.2443399960256121,False,False,False,False,Lexeme XRWN/ (noun) rate per 1k words
lex::DLT/,0.2586854392315023,0.24505813942866,False,False,False,False,Lexeme DLT/ (noun) rate per 1k words
lex::XDC=/,0.2582475363404982,0.2458863836172424,False,False,False,False,Lexeme XDC=/ (noun) rate per 1k words
lex::QWL/,-0.2574257528743983,0.24744557639832,False,False,False,False,Lexeme QWL/ (noun) rate per 1k words
lex::<FRH/,0.2562819771582074,0.2496263000824856,False,False,False,False,Lexeme <FRH/ (noun) rate per 1k words
lex::XYR/,0.2555152745350378,0.251095009345027,False,False,False,False,Lexeme XYR/ (noun) rate per 1k words
lex::XMS/,-0.2548387239129951,0.2523956323053013,False,False,False,False,Lexeme XMS/ (noun) rate per 1k words
vt::infa,-0.253744086647992,0.2545091566841082,False,False,False,False,Verb form infa rate per 1k words
lex::HNH,-0.2535331100395784,0.254917811557852,False,False,False,False,Lexeme HNH (interjection) rate per 1k words
lex::CB<[,-0.2528644260836344,0.256215810732688,False,False,False,False,Lexeme CB<[ (verb) rate per 1k words
lex::CXT[,-0.2528535642344731,0.2562369298279577,False,False,False,False,Lexeme CXT[ (verb) rate per 1k words
lex::XWMH/,-0.2524231909849098,0.2570746181522344,False,False,False,False,Lexeme XWMH/ (noun) rate per 1k words
lex::<M/,-0.252048691859698,0.2578049768559335,False,False,False,False,Lexeme <M/ (noun) rate per 1k words
lex::JRB<M/,-0.2518406471453649,0.2582112845415581,False,False,False,False,Lexeme JRB<M/ (proper-noun) rate per 1k words
lex::C<R/,-0.2510096569587578,0.2598382770008665,False,False,False,False,Lexeme C<R/ (noun) rate per 1k words
lex::<ZR[,0.2508743110069543,0.2601038888986208,False,False,False,False,Lexeme <ZR[ (verb) rate per 1k words
lex::<JLM/,0.2501312097064104,0.2615652882170688,False,False,False,False,Lexeme <JLM/ (proper-noun) rate per 1k words
lex::MLK/,0.2492230338792081,0.2633584218698392,False,False,False,False,Lexeme MLK/ (noun) rate per 1k words
lex::XZH[,-0.2480971046120433,0.2655923336244857,False,False,False,False,Lexeme XZH[ (verb) rate per 1k words
lex::BT/,-0.2479460814286106,0.2658928855260797,False,False,False,False,Lexeme BT/ (noun) rate per 1k words
lex::MXLQT/,0.2471068003945122,0.2675670768293832,False,False,False,False,Lexeme MXLQT/ (noun) rate per 1k words
lex::JHWDH/,-0.2461103351656336,0.2695634781766785,False,False,False,False,Lexeme JHWDH/ (proper-noun) rate per 1k words
lex::MR>H/,0.2460306980718791,0.2697234355132704,False,False,False,False,Lexeme MR>H/ (noun) rate per 1k words
lex::NG<[,0.2443904618970395,0.2730313364525131,False,False,False,False,Lexeme NG<[ (verb) rate per 1k words
lex::NFJ>/,0.2423729536436595,0.2771350379181782,False,False,False,False,Lexeme NFJ>/ (noun) rate per 1k words
lex::XLH[,-0.2417736145516633,0.2783615481190889,False,False,False,False,Lexeme XLH[ (verb) rate per 1k words
lex::LXM[,0.2412077743483375,0.2795226273862422,False,False,False,False,Lexeme LXM[ (verb) rate per 1k words
lex::YLX[,0.2386339932373644,0.284842180688805,False,False,False,False,Lexeme YLX[ (verb) rate per 1k words
lex::JRD[,-0.2382709892468947,0.2855974941188901,False,False,False,False,Lexeme JRD[ (verb) rate per 1k words
lex::NWH/,-0.2376076583132877,0.2869809301188684,False,False,False,False,Lexeme NWH/ (noun) rate per 1k words
lex::MCPXH/,-0.237322817450346,0.2875762697826165,False,False,False,False,Lexeme MCPXH/ (noun) rate per 1k words
lex::>JN/,-0.2367901387650526,0.2886916712394866,False,False,False,False,Lexeme >JN/ (noun) rate per 1k words
lex::>SP==/,0.235141734206159,0.2921603605005453,False,False,False,False,Lexeme >SP==/ (proper-noun) rate per 1k words
lex::XLQ[,-0.2345921875383721,0.2933224707889132,False,False,False,False,Lexeme XLQ[ (verb) rate per 1k words
lex::H=,-0.234030563113457,0.2945130737319338,False,False,False,False,Lexeme H= (interrogative) rate per 1k words
lex::<M,0.2328864240228507,0.296947795641836,False,False,False,False,Lexeme <M (prep) rate per 1k words
lex::>T,0.2317039544001708,0.299477092009305,False,False,False,False,Lexeme >T (prep) rate per 1k words
lex::NGD[,0.2308622162702343,0.3012856180533933,False,False,False,False,Lexeme NGD[ (verb) rate per 1k words
lex::MTNJM/,-0.2307879899026148,0.3014454191910107,False,False,False,False,Lexeme MTNJM/ (noun) rate per 1k words
lex::MDD[,-0.2303120701395091,0.3024712584766577,False,False,False,False,Lexeme MDD[ (verb) rate per 1k words
lex::HN,0.229519924024029,0.3041834639300469,False,False,False,False,Lexeme HN (interjection) rate per 1k words
lex::MZRX/,0.229519924024029,0.3041834639300469,False,False,False,False,Lexeme MZRX/ (noun) rate per 1k words
lex::QNH/,-0.2292631908510051,0.3047396582138246,False,False,False,False,Lexeme QNH/ (noun) rate per 1k words
lex::NXL/,-0.2289652383359902,0.305385931487315,False,False,False,False,Lexeme NXL/ (noun) rate per 1k words
lex::KS>/,0.2272923784069535,0.309030002683775,False,False,False,False,Lexeme KS>/ (noun) rate per 1k words
lex::PWY[,-0.2257157263882716,0.3124886608546743,False,False,False,False,Lexeme PWY[ (verb) rate per 1k words
lex::MRKBH/,-0.2257157263882716,0.3124886608546743,False,False,False,False,Lexeme MRKBH/ (noun) rate per 1k words
lex::XJL/,0.2248952231985372,0.3142978443661329,False,False,False,False,Lexeme XJL/ (noun) rate per 1k words
lex::XRBH=/,0.2244476605096858,0.3152873786403785,False,False,False,False,Lexeme XRBH=/ (noun) rate per 1k words
lex::CLM[,0.2235881054110387,0.3171930920794251,False,False,False,False,Lexeme CLM[ (verb) rate per 1k words
lex::GBH[,-0.2235672057765934,0.3172395150993379,False,False,False,False,Lexeme GBH[ (verb) rate per 1k words
lex::TJRWC/,-0.2235554716866518,0.3172655810836248,False,False,False,False,Lexeme TJRWC/ (noun) rate per 1k words
lex::SL</,-0.2228998837931426,0.3187239550745107,False,False,False,False,Lexeme SL</ (noun) rate per 1k words
lex::>DWN/,-0.2225447569258683,0.3195156329133813,False,False,False,False,Lexeme >DWN/ (noun) rate per 1k words
lex::YDQH/,-0.2224174870581013,0.3197996419501933,False,False,False,False,Lexeme YDQH/ (noun) rate per 1k words
lex::>K,-0.2219513042407326,0.3208412524721583,False,False,False,False,Lexeme >K (adverb) rate per 1k words
lex::TPLH/,0.2219165019528787,0.3209190945263356,False,False,False,False,Lexeme TPLH/ (noun) rate per 1k words
lex::DBR=/,-0.2208711948563093,0.3232624301651712,False,False,False,False,Lexeme DBR=/ (noun) rate per 1k words
lex::RKB[,-0.2204676725278935,0.3241697788476477,False,False,False,False,Lexeme RKB[ (verb) rate per 1k words
lex::DRK/,-0.2201761203086062,0.3248263059432953,False,False,False,False,Lexeme DRK/ (noun) rate per 1k words
lex::CRC/,-0.2193773724474255,0.326629039143096,False,False,False,False,Lexeme CRC/ (noun) rate per 1k words
lex::>L/,-0.2189840408150544,0.3275189675151937,False,False,False,False,Lexeme >L/ (noun) rate per 1k words
lex::XG/,-0.2187413640560497,0.3280687568099659,False,False,False,False,Lexeme XG/ (noun) rate per 1k words
lex::QVR[,-0.2186939538416703,0.3281762301047101,False,False,False,False,Lexeme QVR[ (verb) rate per 1k words
lex::FDH/,-0.2178564127563465,0.3300783083484067,False,False,False,False,Lexeme FDH/ (noun) rate per 1k words
lex::MKH/,-0.2167269853099988,0.3326536703434177,False,False,False,False,Lexeme MKH/ (noun) rate per 1k words
lex::HRS[,-0.2156884169645409,0.335032384764462,False,False,False,False,Lexeme HRS[ (verb) rate per 1k words
lex::>LHJM/,0.2133974337568357,0.3403152319722864,False,False,False,False,Lexeme >LHJM/ (noun) rate per 1k words
lex::>RZ/,-0.2132266049956285,0.340711113060306,False,False,False,False,Lexeme >RZ/ (noun) rate per 1k words
lex::VWBH/,0.2118597677841181,0.3438884327840553,False,False,False,False,Lexeme VWBH/ (noun) rate per 1k words
lex::>XZH/,0.2111295650880315,0.3455929731735413,False,False,False,False,Lexeme >XZH/ (noun) rate per 1k words
lex::GBH/,0.210498935845242,0.3470690655184519,False,False,False,False,Lexeme GBH/ (adjective) rate per 1k words
lex::>ZN/,-0.2101259943522589,0.3479437359125055,False,False,False,False,Lexeme >ZN/ (noun) rate per 1k words
lex::MDH/,0.2098095119668524,0.3486870043608129,False,False,False,False,Lexeme MDH/ (noun) rate per 1k words
lex::Z>T,-0.2079913414498288,0.3529750368866091,False,False,False,False,Lexeme Z>T (dem-pronoun) rate per 1k words
lex::QRN/,-0.2070561656650262,0.3551925144242341,False,False,False,False,Lexeme QRN/ (noun) rate per 1k words
lex::Z<Q[,-0.2055557744414279,0.3587671209556611,False,False,False,False,Lexeme Z<Q[ (verb) rate per 1k words
lex::<YH/,-0.205513273223409,0.3588686808275541,False,False,False,False,Lexeme <YH/ (noun) rate per 1k words
lex::BJN/,0.2050194308668499,0.3600499765844545,False,False,False,False,Lexeme BJN/ (noun) rate per 1k words
lex::HRG[,-0.2047164156552259,0.3607759178800285,False,False,False,False,Lexeme HRG[ (verb) rate per 1k words
lex::M<L/,0.2042789592701153,0.3618254364488926,False,False,False,False,Lexeme M<L/ (noun) rate per 1k words
lex::BBL/,0.2041125324232046,0.3622251806029625,False,False,False,False,Lexeme BBL/ (proper-noun) rate per 1k words
lex::B<R[,-0.2035542710015275,0.3635679434090595,False,False,False,False,Lexeme B<R[ (verb) rate per 1k words
lex::PRC/,-0.2024274883401747,0.3662868813046525,False,False,False,False,Lexeme PRC/ (noun) rate per 1k words
lex::<Y/,0.2021480102664737,0.3669630709539023,False,False,False,False,Lexeme <Y/ (noun) rate per 1k words
lex::>DM/,-0.201980206101451,0.3673694132593009,False,False,False,False,Lexeme >DM/ (noun) rate per 1k words
lex::M<V/,0.201093116263098,0.3695218193593901,False,False,False,False,Lexeme M<V/ (noun) rate per 1k words
lex::JD<[,0.2001130901984632,0.371908110498436,False,False,False,False,Lexeme JD<[ (verb) rate per 1k words
lex::MLXMH/,-0.19841596799197,0.3760612634192178,False,False,False,False,Lexeme MLXMH/ (noun) rate per 1k words
lex::CLX[,0.1980734981926844,0.3769025366147781,False,False,False,False,Lexeme CLX[ (verb) rate per 1k words
lex::>PRJM/,-0.1969263471172248,0.3797282901947548,False,False,False,False,Lexeme >PRJM/ (proper-noun) rate per 1k words
lex::PTX/,-0.1953651922657544,0.3835930900829709,False,False,False,False,Lexeme PTX/ (noun) rate per 1k words
lex::XJH/,-0.1952821453022125,0.3837993016901445,False,False,False,False,Lexeme XJH/ (noun) rate per 1k words
lex::BL,-0.1952516185818999,0.3838751174742159,False,False,False,False,Lexeme BL (negator) rate per 1k words
lex::<Z/,-0.1944504007108635,0.3858680346449644,False,False,False,False,Lexeme <Z/ (noun) rate per 1k words
lex::ZKR[,-0.1932389698720778,0.3888923427896024,False,False,False,False,Lexeme ZKR[ (verb) rate per 1k words
lex::QRB[,0.1929304199012831,0.3896647515284633,False,False,False,False,Lexeme QRB[ (verb) rate per 1k words
lex::JKL[,0.1921022700493009,0.3917421518633076,False,False,False,False,Lexeme JKL[ (verb) rate per 1k words
lex::CBJ/,-0.1910917646136789,0.3942853663271755,False,False,False,False,Lexeme CBJ/ (noun) rate per 1k words
lex::XLL/,-0.1908439147271622,0.3949105530263972,False,False,False,False,Lexeme XLL/ (adjective) rate per 1k words
lex::>P,0.189619334854693,0.3980075888065656,False,False,False,False,Lexeme >P (adverb) rate per 1k words
lex::CJR[,0.1895758488485764,0.3981178151368751,False,False,False,False,Lexeme CJR[ (verb) rate per 1k words
lex::<TH,-0.1886921705809701,0.4003613957167073,False,False,False,False,Lexeme <TH (adverb) rate per 1k words
lex::GWRL/,0.187807685158629,0.4026140284806974,False,False,False,False,Lexeme GWRL/ (noun) rate per 1k words
lex::XLL[,0.1872224193124878,0.4041084454497713,False,False,False,False,Lexeme XLL[ (verb) rate per 1k words
lex::XQ/,-0.1859960354625651,0.4072498039659472,False,False,False,False,Lexeme XQ/ (noun) rate per 1k words
lex::DWR/,0.1838924041293426,0.4126693731425815,False,False,False,False,Lexeme DWR/ (noun) rate per 1k words
lex::TWRH/,-0.1835770213784739,0.4134852750673249,False,False,False,False,Lexeme TWRH/ (noun) rate per 1k words
lex::KN,-0.1833097668819891,0.4141773573333595,False,False,False,False,Lexeme KN (adverb) rate per 1k words
lex::YDJQ/,-0.183226818900331,0.4143922879304028,False,False,False,False,Lexeme YDJQ/ (adjective) rate per 1k words
lex::YR=/,-0.1832017722346992,0.4144571995398142,False,False,False,False,Lexeme YR=/ (noun) rate per 1k words
lex::XCB[,-0.1826560188414515,0.4158729654996582,False,False,False,False,Lexeme XCB[ (verb) rate per 1k words
lex::XPY/,0.1824727677366437,0.4163489363722165,False,False,False,False,Lexeme XPY/ (noun) rate per 1k words
lex::XZQ[,0.1820480660638415,0.4174531830612588,False,False,False,False,Lexeme XZQ[ (verb) rate per 1k words
lex::MDW<,0.1819674535770616,0.4176629594256471,False,False,False,False,Lexeme MDW< (interrogative) rate per 1k words
lex::N<WRJM/,-0.1818058597700156,0.4180836444889356,False,False,False,False,Lexeme N<WRJM/ (noun) rate per 1k words
vs::hof,-0.1817998187531322,0.4180993758267496,False,False,False,False,Verbal stem hof rate per 1k words
lex::CLL/,0.1815978465020603,0.4186255143824406,False,False,False,False,Lexeme CLL/ (noun) rate per 1k words
vt::ptcp,0.1814072423474508,0.4191223685591657,False,False,False,False,Verb form ptcp rate per 1k words
lex::<MWN/,-0.180422511919378,0.421694389659591,False,False,False,False,Lexeme <MWN/ (proper-noun) rate per 1k words
lex::ZQN/,0.1793533199103306,0.4244966587604853,False,False,False,False,Lexeme ZQN/ (adjective) rate per 1k words
lex::>HRN/,0.1788756763782567,0.4257517623794097,False,False,False,False,Lexeme >HRN/ (proper-noun) rate per 1k words
lex::>M/,-0.1787494366783093,0.4260838158811244,False,False,False,False,Lexeme >M/ (noun) rate per 1k words
lex::>M,-0.1783493784113422,0.4271370260092529,False,False,False,False,Lexeme >M (conj) rate per 1k words
lex::NGB/,0.1774857205279558,0.4294154926809226,False,False,False,False,Lexeme NGB/ (noun) rate per 1k words
lex::KBWD/,-0.1773251723532008,0.4298397612243996,False,False,False,False,Lexeme KBWD/ (noun) rate per 1k words
lex::>MT/,0.1771832872650055,0.4302148971389525,False,False,False,False,Lexeme >MT/ (noun) rate per 1k words
lex::NWX[,0.1768937720897359,0.4309809021177994,False,False,False,False,Lexeme NWX[ (verb) rate per 1k words
lex::BNH[,0.1753889744858538,0.4349740587248469,False,False,False,False,Lexeme BNH[ (verb) rate per 1k words
lex::XDC/,0.174271744467581,0.4379514549913922,False,False,False,False,Lexeme XDC/ (adjective) rate per 1k words
lex::HJH[,-0.1740605315981771,0.4385155459573054,False,False,False,False,Lexeme HJH[ (verb) rate per 1k words
lex::MW<D/,-0.1732881840596094,0.4405815487999499,False,False,False,False,Lexeme MW<D/ (noun) rate per 1k words
lex::>JH,-0.1730909924269611,0.441109853339687,False,False,False,False,Lexeme >JH (interrogative) rate per 1k words
lex::CBT/,-0.1730752038864401,0.4411521675691072,False,False,False,False,Lexeme CBT/ (noun) rate per 1k words
lex::MGRC/,0.1727067925203817,0.44214014093364,False,False,False,False,Lexeme MGRC/ (noun) rate per 1k words
lex::CPL[,0.1715380700445601,0.4452820356690984,False,False,False,False,Lexeme CPL[ (verb) rate per 1k words
lex::CKB[,-0.170617646976499,0.4477646632315942,False,False,False,False,Lexeme CKB[ (verb) rate per 1k words
lex::HLL[,0.1694694704721393,0.4508717474619255,False,False,False,False,Lexeme HLL[ (verb) rate per 1k words
lex::FR/,0.1694138154221869,0.4510226413238952,False,False,False,False,Lexeme FR/ (noun) rate per 1k words
lex::CMM[,-0.1682652471820364,0.4541425590296533,False,False,False,False,Lexeme CMM[ (verb) rate per 1k words
lex::BRZL/,-0.1680187289126179,0.4548136498201894,False,False,False,False,Lexeme BRZL/ (noun) rate per 1k words
lex::<WP/,-0.1674375584100288,0.4563977941366647,False,False,False,False,Lexeme <WP/ (noun) rate per 1k words
lex::SWR[,-0.1661028171339449,0.4600468164411339,False,False,False,False,Lexeme SWR[ (verb) rate per 1k words
lex::NDX[,-0.1654825971554463,0.4617475338696303,False,False,False,False,Lexeme NDX[ (verb) rate per 1k words
lex::RP>[,-0.1654825971554463,0.4617475338696303,False,False,False,False,Lexeme RP>[ (verb) rate per 1k words
lex::JSP[,-0.1643904169573063,0.4647502791309985,False,False,False,False,Lexeme JSP[ (verb) rate per 1k words
lex::GBWRH/,0.1642145312768605,0.4652347788636529,False,False,False,False,Lexeme GBWRH/ (noun) rate per 1k words
