feature,rho,p_raw,rank,p_bh,bh_significant,loo_frac,loo_robust,passes,description
lex::DBR=/,-0.22087119485630938,0.3232624301651712,394,0.6112449504392197,False,,False,False,Lexeme DBR=/ (noun) rate per 1k words
lex::RKB[,-0.22046767252789354,0.32416977884764775,395,0.6114088233961964,False,,False,False,Lexeme RKB[ (verb) rate per 1k words
lex::DRK/,-0.22017612030860628,0.3248263059432953,396,0.6110999947670581,False,,False,False,Lexeme DRK/ (noun) rate per 1k words
lex::CRC/,-0.21937737244742556,0.32662903914309604,397,0.6129436628755833,False,,False,False,Lexeme CRC/ (noun) rate per 1k words
lex::>L/,-0.2189840408150544,0.3275189675151937,398,0.6130694241176364,False,,False,False,Lexeme >L/ (noun) rate per 1k words
lex::XG/,-0.21874136405604971,0.32806875680996594,399,0.6125594582040718,False,,False,False,Lexeme XG/ (noun) rate per 1k words
lex::QVR[,-0.21869395384167034,0.3281762301047101,400,0.6112282285700226,False,,False,False,Lexeme QVR[ (verb) rate per 1k words
lex::FDH/,-0.21785641275634654,0.3300783083484067,401,0.6132377549116284,False,,False,False,Lexeme FDH/ (noun) rate per 1k words
lex::MKH/,-0.21672698530999882,0.33265367034341775,402,0.6164850358354383,False,,False,False,Lexeme MKH/ (noun) rate per 1k words
lex::HRS[,-0.21568841696454094,0.33503238476446207,403,0.6193526715869088,False,,False,False,Lexeme HRS[ (verb) rate per 1k words
lex::>LHJM/,0.21339743375683579,0.3403152319722864,404,0.62756150450335,False,,False,False,Lexeme >LHJM/ (noun) rate per 1k words
lex::>RZ/,-0.21322660499562857,0.340711113060306,405,0.6267401956294517,False,,False,False,Lexeme >RZ/ (noun) rate per 1k words
lex::VWBH/,0.21185976778411814,0.34388843278405534,406,0.6310268040002985,False,,False,False,Lexeme VWBH/ (noun) rate per 1k words
lex::>XZH/,0.21112956508803155,0.3455929731735413,407,0.6325964742365805,False,,False,False,Lexeme >XZH/ (noun) rate per 1k words
lex::GBH/,0.21049893584524207,0.34706906551845196,408,0.6337413083608988,False,,False,False,Lexeme GBH/ (adjective) rate per 1k words
lex::>ZN/,-0.21012599435225893,0.3479437359125055,409,0.6337850446328034,False,,False,False,Lexeme >ZN/ (noun) rate per 1k words
lex::MDH/,0.20980951196685246,0.3486870043608129,410,0.633589800606843,False,,False,False,Lexeme MDH/ (noun) rate per 1k words
lex::Z>T,-0.20799134144982884,0.35297503688660914,411,0.639820930609547,False,,False,False,Lexeme Z>T (dem-pronoun) rate per 1k words
lex::QRN/,-0.20705616566502622,0.35519251442423416,412,0.6422777263253749,False,,False,False,Lexeme QRN/ (noun) rate per 1k words
lex::Z<Q[,-0.20555577444142797,0.3587671209556611,413,0.6471707145568221,False,,False,False,Lexeme Z<Q[ (verb) rate per 1k words
lex::<YH/,-0.20551327322340907,0.3588686808275541,414,0.6457902589771203,False,,False,False,Lexeme <YH/ (noun) rate per 1k words
lex::BJN/,0.2050194308668499,0.3600499765844545,415,0.6463547772419725,False,,False,False,Lexeme BJN/ (noun) rate per 1k words
lex::HRG[,-0.20471641565522594,0.3607759178800285,416,0.6461011029341857,False,,False,False,Lexeme HRG[ (verb) rate per 1k words
lex::M<L/,0.20427895927011533,0.36182543644889265,417,0.6464267389794365,False,,False,False,Lexeme M<L/ (noun) rate per 1k words
lex::BBL/,0.20411253242320462,0.3622251806029625,418,0.6455927261942752,False,,False,False,Lexeme BBL/ (proper-noun) rate per 1k words
lex::B<R[,-0.20355427100152754,0.3635679434090595,419,0.6464394220519077,False,,False,False,Lexeme B<R[ (verb) rate per 1k words
lex::PRC/,-0.2024274883401747,0.3662868813046525,420,0.6497231585046812,False,,False,False,Lexeme PRC/ (noun) rate per 1k words
lex::<Y/,0.20214801026647378,0.36696307095390235,421,0.6493764557260268,False,,False,False,Lexeme <Y/ (noun) rate per 1k words
lex::>DM/,-0.20198020610145104,0.36736941325930095,422,0.6485550068203298,False,,False,False,Lexeme >DM/ (noun) rate per 1k words
lex::M<V/,0.201093116263098,0.3695218193593901,423,0.6508126605738667,False,,False,False,Lexeme M<V/ (noun) rate per 1k words
lex::JD<[,0.20011309019846324,0.371908110498436,424,0.6534706186823934,False,,False,False,Lexeme JD<[ (verb) rate per 1k words
lex::MLXMH/,-0.19841596799197,0.37606126341921786,425,0.6592132735230996,False,,False,False,Lexeme MLXMH/ (noun) rate per 1k words
lex::CLX[,0.1980734981926844,0.3769025366147781,426,0.6591370652065955,False,,False,False,Lexeme CLX[ (verb) rate per 1k words
lex::>PRJM/,-0.19692634711722487,0.37972829019475485,427,0.6625235976465863,False,,False,False,Lexeme >PRJM/ (proper-noun) rate per 1k words
lex::PTX/,-0.19536519226575444,0.38359309008297093,428,0.667702925494891,False,,False,False,Lexeme PTX/ (noun) rate per 1k words
lex::XJH/,-0.19528214530221252,0.38379930169014453,429,0.6665046148232113,False,,False,False,Lexeme XJH/ (noun) rate per 1k words
lex::BL,-0.19525161858189996,0.3838751174742159,430,0.6650859593448625,False,,False,False,Lexeme BL (negator) rate per 1k words
lex::<Z/,-0.19445040071086353,0.38586803464496444,431,0.6669876700939641,False,,False,False,Lexeme <Z/ (noun) rate per 1k words
lex::ZKR[,-0.19323896987207784,0.3888923427896024,432,0.6706592485607726,False,,False,False,Lexeme ZKR[ (verb) rate per 1k words
lex::QRB[,0.19293041990128318,0.38966475152846336,433,0.670439353091698,False,,False,False,Lexeme QRB[ (verb) rate per 1k words
lex::JKL[,0.1921022700493009,0.39174215186330763,434,0.6724606063091342,False,,False,False,Lexeme JKL[ (verb) rate per 1k words
lex::CBJ/,-0.1910917646136789,0.3942853663271755,435,0.6752703400315994,False,,False,False,Lexeme CBJ/ (noun) rate per 1k words
lex::XLL/,-0.19084391472716225,0.3949105530263972,436,0.674789821111619,False,,False,False,Lexeme XLL/ (adjective) rate per 1k words
lex::>P,0.18961933485469304,0.3980075888065656,437,0.6785255232514676,False,,False,False,Lexeme >P (adverb) rate per 1k words
lex::CJR[,0.18957584884857645,0.39811781513687516,438,0.6771638636460549,False,,False,False,Lexeme CJR[ (verb) rate per 1k words
lex::<TH,-0.1886921705809701,0.40036139571670737,439,0.6794287922755056,False,,False,False,Lexeme <TH (adverb) rate per 1k words
lex::GWRL/,0.18780768515862908,0.4026140284806974,440,0.6816987527684536,False,,False,False,Lexeme GWRL/ (noun) rate per 1k words
lex::XLL[,0.18722241931248784,0.4041084454497713,441,0.6826775325625388,False,,False,False,Lexeme XLL[ (verb) rate per 1k words
lex::XQ/,-0.18599603546256516,0.40724980396594723,442,0.6864278370014268,False,,False,False,Lexeme XQ/ (noun) rate per 1k words
lex::DWR/,0.18389240412934268,0.41266937314258156,443,0.6939925123955379,False,,False,False,Lexeme DWR/ (noun) rate per 1k words
lex::TWRH/,-0.18357702137847393,0.4134852750673249,444,0.6937984908224258,False,,False,False,Lexeme TWRH/ (noun) rate per 1k words
lex::KN,-0.18330976688198916,0.4141773573333595,445,0.6933980476704558,False,,False,False,Lexeme KN (adverb) rate per 1k words
lex::YDJQ/,-0.18322681890033107,0.41439228793040284,446,0.6922023643680496,False,,False,False,Lexeme YDJQ/ (adjective) rate per 1k words
lex::YR=/,-0.18320177223469927,0.4144571995398142,447,0.6907619992330236,False,,False,False,Lexeme YR=/ (noun) rate per 1k words
lex::XCB[,-0.18265601884145152,0.41587296549965824,448,0.6915744627170656,False,,False,False,Lexeme XCB[ (verb) rate per 1k words
lex::XPY/,0.1824727677366437,0.4163489363722165,449,0.690823959014034,False,,False,False,Lexeme XPY/ (noun) rate per 1k words
lex::XZQ[,0.1820480660638415,0.4174531830612588,450,0.6911169364014172,False,,False,False,Lexeme XZQ[ (verb) rate per 1k words
lex::MDW<,0.18196745357706165,0.41766295942564713,451,0.6899310527097718,False,,False,False,Lexeme MDW< (interrogative) rate per 1k words
lex::N<WRJM/,-0.18180585977001565,0.41808364448893565,452,0.689098042354551,False,,False,False,Lexeme N<WRJM/ (noun) rate per 1k words
vs::hof,-0.18179981875313223,0.4180993758267496,453,0.6876027262492902,False,,False,False,Verbal stem hof rate per 1k words
lex::CLL/,0.18159784650206032,0.41862551438244067,454,0.6869515599447539,False,,False,False,Lexeme CLL/ (noun) rate per 1k words
vt::ptcp,0.18140724234745084,0.41912236855916574,455,0.6862553067617109,False,,False,False,Verb form ptcp rate per 1k words
lex::<MWN/,-0.18042251191937803,0.42169438965959105,456,0.6889524567903406,False,,False,False,Lexeme <MWN/ (proper-noun) rate per 1k words
lex::ZQN/,0.17935331991033068,0.42449665876048537,457,0.6920131526839423,False,,False,False,Lexeme ZQN/ (adjective) rate per 1k words
lex::>HRN/,0.17887567637825671,0.4257517623794097,458,0.692543805617162,False,,False,False,Lexeme >HRN/ (proper-noun) rate per 1k words
lex::>M/,-0.17874943667830936,0.42608381588112443,459,0.6915739495238294,False,,False,False,Lexeme >M/ (noun) rate per 1k words
lex::>M,-0.17834937841134224,0.42713702600925296,460,0.691776270384551,False,,False,False,Lexeme >M (conj) rate per 1k words
lex::NGB/,0.17748572052795586,0.4294154926809226,461,0.6939577918596255,False,,False,False,Lexeme NGB/ (noun) rate per 1k words
lex::KBWD/,-0.17732517235320083,0.4298397612243996,462,0.6931398747016833,False,,False,False,Lexeme KBWD/ (noun) rate per 1k words
lex::>MT/,0.1771832872650055,0.43021489713895256,463,0.6922464327613815,False,,False,False,Lexeme >MT/ (noun) rate per 1k words
lex::NWX[,0.17689377208973592,0.4309809021177994,464,0.6919844225813804,False,,False,False,Lexeme NWX[ (verb) rate per 1k words
lex::BNH[,0.17538897448585383,0.43497405872484696,465,0.6968939220430345,False,,False,False,Lexeme BNH[ (verb) rate per 1k words
lex::XDC/,0.17427174446758106,0.4379514549913922,466,0.7001584419926764,False,,False,False,Lexeme XDC/ (adjective) rate per 1k words
lex::HJH[,-0.1740605315981771,0.43851554595730546,467,0.6995590615378855,False,,False,False,Lexeme HJH[ (verb) rate per 1k words
lex::MW<D/,-0.17328818405960944,0.44058154879994993,468,0.7013531065298348,False,,False,False,Lexeme MW<D/ (noun) rate per 1k words
lex::>JH,-0.1730909924269611,0.441109853339687,469,0.7006968885673066,False,,False,False,Lexeme >JH (interrogative) rate per 1k words
lex::CBT/,-0.17307520388644018,0.44115216756910725,470,0.6992731166786912,False,,False,False,Lexeme CBT/ (noun) rate per 1k words
lex::MGRC/,0.17270679252038176,0.44214014093364007,471,0.6993511783345262,False,,False,False,Lexeme MGRC/ (noun) rate per 1k words
lex::CPL[,0.17153807004456018,0.4452820356690984,472,0.7028286368082167,False,,False,False,Lexeme CPL[ (verb) rate per 1k words
lex::CKB[,-0.17061764697649903,0.44776466323159425,473,0.7052530107981769,False,,False,False,Lexeme CKB[ (verb) rate per 1k words
lex::HLL[,0.1694694704721393,0.4508717474619255,474,0.7086486326142079,False,,False,False,Lexeme HLL[ (verb) rate per 1k words
lex::FR/,0.1694138154221869,0.45102264132389525,475,0.7073934058658988,False,,False,False,Lexeme FR/ (noun) rate per 1k words
lex::CMM[,-0.16826524718203642,0.4541425590296533,476,0.7107903497417893,False,,False,False,Lexeme CMM[ (verb) rate per 1k words
lex::BRZL/,-0.1680187289126179,0.45481364982018946,477,0.710348362926711,False,,False,False,Lexeme BRZL/ (noun) rate per 1k words
lex::<WP/,-0.16743755841002883,0.4563977941366647,478,0.711331290024718,False,,False,False,Lexeme <WP/ (noun) rate per 1k words
lex::SWR[,-0.16610281713394498,0.4600468164411339,479,0.7155216664898638,False,,False,False,Lexeme SWR[ (verb) rate per 1k words
lex::NDX[,-0.1654825971554463,0.4617475338696303,480,0.7166706515268221,False,,False,False,Lexeme NDX[ (verb) rate per 1k words
lex::RP>[,-0.1654825971554463,0.4617475338696303,481,0.715180691752338,False,,False,False,Lexeme RP>[ (verb) rate per 1k words
lex::JSP[,-0.16439041695730638,0.46475027913099853,482,0.7183380870385766,False,,False,False,Lexeme JSP[ (verb) rate per 1k words
lex::GBWRH/,0.1642145312768605,0.46523477886365294,483,0.7175981578745786,False,,False,False,Lexeme GBWRH/ (noun) rate per 1k words
lex::MF>/,-0.1633370467754975,0.4676557880775649,484,0.719842070491293,False,,False,False,Lexeme MF>/ (noun) rate per 1k words
lex::MZBX/,-0.16292944183477476,0.4687825706064953,485,0.7200886909316268,False,,False,False,Lexeme MZBX/ (noun) rate per 1k words
lex::XJ/,-0.16244458941373385,0.47012469878149765,486,0.720664404510732,False,,False,False,Lexeme XJ/ (adjective) rate per 1k words
lex::>TH,-0.16181047323533612,0.4718829575148531,487,0.7218743395247752,False,,False,False,Lexeme >TH (pronoun) rate per 1k words
lex::DGN/,-0.16104436658039603,0.47401164716962096,488,0.7236448302077205,False,,False,False,Lexeme DGN/ (noun) rate per 1k words
lex::JRWCLM/,0.16084302492293537,0.4745718981514613,489,0.723018536038525,False,,False,False,Lexeme JRWCLM/ (proper-noun) rate per 1k words
lex::NKH[,-0.16068021657458936,0.4750251720260743,490,0.7222321493049496,False,,False,False,Lexeme NKH[ (verb) rate per 1k words
lex::XV>[,-0.1598123767488285,0.47744501470499134,491,0.7244328634525836,False,,False,False,Lexeme XV>[ (verb) rate per 1k words
lex::BXWR/,-0.15977630070181026,0.4775457419299647,492,0.7231129628817554,False,,False,False,Lexeme BXWR/ (noun) rate per 1k words
lex::XYYRH/,0.1595604624970365,0.47814860354533906,493,0.7225572203677031,False,,False,False,Lexeme XYYRH/ (noun) rate per 1k words
lex::RB=/,0.15836480087248042,0.48149516786275703,494,0.7261414980926195,False,,False,False,Lexeme RB=/ (noun) rate per 1k words
lex::RNN[,-0.15799668233572758,0.48252786520324764,495,0.7262288072250899,False,,False,False,Lexeme RNN[ (verb) rate per 1k words
lex::GJ>/,-0.15718627932370058,0.4848052278827042,496,0.7281852717189811,False,,False,False,Lexeme GJ>/ (noun) rate per 1k words
lex::XPY[,0.15637478253324347,0.48709103548783217,497,0.7301465220089235,False,,False,False,Lexeme XPY[ (verb) rate per 1k words
lex::>NXNW,0.15607805619067563,0.4879281869204374,498,0.7299327294291683,False,,False,False,Lexeme >NXNW (pronoun) rate per 1k words
lex::ZBX/,-0.15569224094067094,0.48901775411606496,499,0.7300966469267903,False,,False,False,Lexeme ZBX/ (noun) rate per 1k words
lex::KL/,0.15315066254255194,0.49622544140663905,500,0.7393759076958921,False,,False,False,Lexeme KL/ (noun) rate per 1k words
lex::ML>[,-0.1530181531102283,0.49660265425455663,501,0.738461032773742,False,,False,False,Lexeme ML>[ (verb) rate per 1k words
lex::>JLM/,0.15118922492767845,0.5018234104166279,502,0.7447379298015693,False,,False,False,Lexeme >JLM/ (noun) rate per 1k words
lex::<JR/,-0.15065010886409733,0.5033674377410178,503,0.7455442169325214,False,,False,False,Lexeme <JR/ (noun) rate per 1k words
lex::<D,0.14975987296596407,0.5059221287792869,504,0.7478412419455729,False,,False,False,Lexeme <D (prep) rate per 1k words
lex::LCWN/,-0.1493898304391223,0.5069858807630703,505,0.7479296656801729,False,,False,False,Lexeme LCWN/ (noun) rate per 1k words
lex::>L,0.14862960977376813,0.5091746647445372,506,0.7496741605428463,False,,False,False,Lexeme >L (prep) rate per 1k words
lex::>JL=/,0.14717948209282505,0.5133624137456699,507,0.7543491089556689,False,,False,False,Lexeme >JL=/ (noun) rate per 1k words
lex::XML[,-0.14625158163161703,0.5160507009008248,508,0.7568066381321152,False,,False,False,Lexeme XML[ (verb) rate per 1k words
lex::HBL/,0.14625158163161703,0.5160507009008248,509,0.7553197881554313,False,,False,False,Lexeme HBL/ (noun) rate per 1k words
lex::XWH[,0.1449319756851157,0.519885391073567,510,0.7594404242153087,False,,False,False,Lexeme XWH[ (verb) rate per 1k words
lex::CBR[,-0.14223012988189115,0.5277788353381179,511,0.7694622941817961,False,,False,False,Lexeme CBR[ (verb) rate per 1k words
lex::PNH[,-0.14153846540485224,0.5298085526116212,512,0.7709128353430816,False,,False,False,Lexeme PNH[ (verb) rate per 1k words
lex::<LJWN/,0.14078423278557528,0.5320260418984633,513,0.7726304117238891,False,,False,False,Lexeme <LJWN/ (adjective) rate per 1k words
lex::CW>/,-0.1399680152642234,0.5344306464532909,514,0.7746125128554507,False,,False,False,Lexeme CW>/ (noun) rate per 1k words
lex::MH,0.1399095757743493,0.5346030051015191,515,0.7733577452439452,False,,False,False,Lexeme MH (prin) rate per 1k words
lex::<BDH/,0.13536436291787302,0.5480871236349534,516,0.7913273393566672,False,,False,False,Lexeme <BDH/ (noun) rate per 1k words
lex::XTT[,-0.13531688393953353,0.5482287914171061,517,0.7900008696436055,False,,False,False,Lexeme XTT[ (verb) rate per 1k words
lex::BTWLH/,-0.13504901606938724,0.5490283681838424,518,0.7896257418860282,False,,False,False,Lexeme BTWLH/ (noun) rate per 1k words
lex::C>R=/,0.13395004672802308,0.5523143002569924,519,0.7928211053785343,False,,False,False,Lexeme C>R=/ (noun) rate per 1k words
lex::DMWT/,0.13390797179441752,0.552440281617641,520,0.7914769419329665,False,,False,False,Lexeme DMWT/ (noun) rate per 1k words
lex::KN<[,0.13349447837404685,0.5536790612101221,521,0.7917291758186967,False,,False,False,Lexeme KN<[ (verb) rate per 1k words
lex::BFR/,0.13201891992294526,0.5581098686270438,522,0.7965361151861066,False,,False,False,Lexeme BFR/ (noun) rate per 1k words
lex::MLV[,0.13174649610011405,0.558929638942961,523,0.796180843236149,False,,False,False,Lexeme MLV[ (verb) rate per 1k words
lex::>BN/,0.13151106349722302,0.559638530614295,524,0.795669284938263,False,,False,False,Lexeme >BN/ (noun) rate per 1k words
lex::GCM/,0.13144537264860323,0.5598363986843273,525,0.7944345086091883,False,,False,False,Lexeme GCM/ (noun) rate per 1k words
lex::NHR/,-0.13143988957240604,0.5598529157289607,526,0.792947570756798,False,,False,False,Lexeme NHR/ (noun) rate per 1k words
lex::KCL[,-0.13085631707241058,0.561612096206026,527,0.793929813422181,False,,False,False,Lexeme KCL[ (verb) rate per 1k words
lex::M<FH/,-0.13063216404410233,0.562288460827703,528,0.7933804987057552,False,,False,False,Lexeme M<FH/ (noun) rate per 1k words
lex::>XWT/,-0.12974784976732706,0.5649603459708408,529,0.7956435874258533,False,,False,False,Lexeme >XWT/ (noun) rate per 1k words
lex::XQH/,-0.12974784976732706,0.5649603459708408,530,0.7941423731099554,False,,False,False,Lexeme XQH/ (noun) rate per 1k words
lex::NBV[,-0.12882302107456625,0.5677606523315036,531,0.7965756798248026,False,,False,False,Lexeme NBV[ (verb) rate per 1k words
lex::FKL[,0.1278041192442684,0.5708528809301796,532,0.7994086396484659,False,,False,False,Lexeme FKL[ (verb) rate per 1k words
lex::CWB[,-0.12775581464647653,0.5709996623219283,533,0.7981139745400312,False,,False,False,Lexeme CWB[ (verb) rate per 1k words
lex::RWX/,0.1272984492236036,0.5723902625436877,534,0.798559448679864,False,,False,False,Lexeme RWX/ (noun) rate per 1k words
lex::>XR/,0.12634250641654615,0.5753015479025146,535,0.8011208470792026,False,,False,False,Lexeme >XR/ (noun) rate per 1k words
lex::BNJMN/,0.12600406122674349,0.5763338143280131,536,0.8010609919297943,False,,False,False,Lexeme BNJMN/ (proper-noun) rate per 1k words
lex::>HL/,-0.1259000232359623,0.5766512947768381,537,0.8000097106308088,False,,False,False,Lexeme >HL/ (noun) rate per 1k words
lex::BJT/,-0.12545921433375104,0.5779973026174625,538,0.8003865993494602,False,,False,False,Lexeme BJT/ (noun) rate per 1k words
lex::PR/,-0.12528403801973353,0.5785325810189094,539,0.7996415080873608,False,,False,False,Lexeme PR/ (noun) rate per 1k words
lex::>RWN/,0.12514164310493237,0.5789678491003061,540,0.7987611992217185,False,,False,False,Lexeme >RWN/ (noun) rate per 1k words
lex::VWB/,0.12503536568185064,0.5792928068790311,541,0.7977322386781481,False,,False,False,Lexeme VWB/ (adjective) rate per 1k words
lex::>MR[,0.12319868794935912,0.5849211329167014,542,0.803996760189931,False,,False,False,Lexeme >MR[ (verb) rate per 1k words
lex::QHL/,0.12301534903593957,0.5854842424709634,543,0.8032886936295907,False,,False,False,Lexeme QHL/ (noun) rate per 1k words
lex::QR>[,-0.12263355635326113,0.5866576303693298,544,0.8034189974727035,False,,False,False,Lexeme QR>[ (verb) rate per 1k words
lex::GLWLJM/,-0.1223103842111556,0.5876516410367603,545,0.8033036193988742,False,,False,False,Lexeme GLWLJM/ (noun) rate per 1k words
lex::P>H/,-0.1223103842111556,0.5876516410367603,546,0.801832367348693,False,,False,False,Lexeme P>H/ (noun) rate per 1k words
lex::HPK[,-0.12217540396377832,0.5880670250828224,547,0.8009322370872078,False,,False,False,Lexeme HPK[ (verb) rate per 1k words
lex::CMN/,-0.11940307199961231,0.5966260532436201,548,0.8111065869826587,False,,False,False,Lexeme CMN/ (noun) rate per 1k words
lex::YLM/,0.11883055496489825,0.5984000819149309,549,0.8120365410321011,False,,False,False,Lexeme YLM/ (noun) rate per 1k words
morph::noun_f_rate,-0.11811250358447735,0.6006281862069005,550,0.813578179498438,False,,False,False,Feminine noun rate per 1k words
lex::HJ>,-0.11786321837960334,0.6014025231410043,551,0.813148602069053,False,,False,False,Lexeme HJ> (pronoun) rate per 1k words
lex::LMD[,-0.11540835463296546,0.6090499717423505,552,0.8219967915725565,False,,False,False,Lexeme LMD[ (verb) rate per 1k words
lex::CLK[,-0.11530590776433149,0.6093699825773662,553,0.8209414774324373,False,,False,False,Lexeme CLK[ (verb) rate per 1k words
lex::CMJM/,-0.11503676230335386,0.6102110343013402,554,0.8205906508203943,False,,False,False,Lexeme CMJM/ (noun) rate per 1k words
lex::LKD[,-0.1147599620120145,0.6110765021785393,555,0.8202738632847059,False,,False,False,Lexeme LKD[ (verb) rate per 1k words
lex::QY/,0.11473781408404993,0.6111457735035012,556,0.8188913691728569,False,,False,False,Lexeme QY/ (noun) rate per 1k words
lex::BN/,0.11305824304997923,0.616408229985544,557,0.8244598408244709,False,,False,False,Lexeme BN/ (noun) rate per 1k words
lex::GM,-0.11277559744235428,0.6172956193534997,558,0.824167090355479,False,,False,False,Lexeme GM (adverb) rate per 1k words
lex::GDL[,0.11273301162870837,0.617429365795704,559,0.8228709794593907,False,,False,False,Lexeme GDL[ (verb) rate per 1k words
lex::M<LH=/,-0.11160359708654424,0.6209807046048983,560,0.8261261159475879,False,,False,False,Lexeme M<LH=/ (noun) rate per 1k words
lex::C>R[,-0.11111451469192203,0.6225211170188683,561,0.8266991660945755,False,,False,False,Lexeme C>R[ (verb) rate per 1k words
lex::FQ/,0.10919529406495938,0.6285805850377424,562,0.8332607399521674,False,,False,False,Lexeme FQ/ (noun) rate per 1k words
lex::JY>[,-0.1090703980469097,0.6289757203512611,563,0.8323035731113492,False,,False,False,Lexeme JY>[ (verb) rate per 1k words
lex::R>C/,0.1080622391187035,0.6321688299834949,564,0.8350457062725243,False,,False,False,Lexeme R>C/ (noun) rate per 1k words
vs::hit,0.10794013485471374,0.6325559984502641,565,0.8340782634432686,False,,False,False,Verbal stem hit rate per 1k words
lex::KSP/,0.10794013485471374,0.6325559984502641,566,0.8326046269354183,False,,False,False,Lexeme KSP/ (noun) rate per 1k words
lex::N<R/,0.10567956560373018,0.639740514863534,567,0.8405761615049961,False,,False,False,Lexeme N<R/ (noun) rate per 1k words
lex::BJN[,0.10567956560373018,0.639740514863534,568,0.8390962738967127,False,,False,False,Lexeme BJN[ (verb) rate per 1k words
lex::XMH/,-0.10567303897341014,0.6397613033231858,569,0.8376488066358057,False,,False,False,Lexeme XMH/ (noun) rate per 1k words
lex::QCB[,-0.10491668602996858,0.6421721840373003,570,0.8393303107154187,False,,False,False,Lexeme QCB[ (verb) rate per 1k words
lex::TRCJC=/,0.10404335341293963,0.6449602715496905,571,0.8414980775911023,False,,False,False,Lexeme TRCJC=/ (proper-noun) rate per 1k words
lex::YDQ/,-0.10398140204403523,0.6451582250171115,572,0.8402847511149442,False,,False,False,Lexeme YDQ/ (noun) rate per 1k words
lex::ZRH[,-0.10332333020592967,0.64726239488639,573,0.8415540736306468,False,,False,False,Lexeme ZRH[ (verb) rate per 1k words
lex::KLM[,0.1031245300025974,0.6478985669679445,574,0.8409136452806945,False,,False,False,Lexeme KLM[ (verb) rate per 1k words
lex::MGN/,-0.10260330699891972,0.6495676364020202,575,0.8416137202078349,False,,False,False,Lexeme MGN/ (noun) rate per 1k words
lex::KSH[,-0.10242910588202035,0.6501258288213928,576,0.8408745529026694,False,,False,False,Lexeme KSH[ (verb) rate per 1k words
lex::ML>K/,0.10184379670555166,0.6520026601017788,577,0.8418405230083625,False,,False,False,Lexeme ML>K/ (noun) rate per 1k words
lex::CVP[,0.10182937225752775,0.6520489387623922,578,0.84044370134599,False,,False,False,Lexeme CVP[ (verb) rate per 1k words
lex::JCR/,0.10059658719344047,0.6560086963811798,579,0.8440871827357149,False,,False,False,Lexeme JCR/ (adjective) rate per 1k words
lex::BXR[,0.09954317146898495,0.65939939881087,580,0.8469871588174106,False,,False,False,Lexeme BXR[ (verb) rate per 1k words
lex::XSD/,0.09930370511747859,0.660171090451727,581,0.8465188681351749,False,,False,False,Lexeme XSD/ (noun) rate per 1k words
lex::JRMJHW/,0.09909406128218626,0.6608469515772728,582,0.8459295170533818,False,,False,False,Lexeme JRMJHW/ (proper-noun) rate per 1k words
lex::YRH/,-0.09903685005149573,0.6610314365930572,583,0.8447142714611108,False,,False,False,Lexeme YRH/ (noun) rate per 1k words
lex::QRWB/,0.09843653777517641,0.6629683652420812,584,0.8457387536050522,False,,False,False,Lexeme QRWB/ (adjective) rate per 1k words
lex::R<=/,-0.09843515959166972,0.6629728143985232,585,0.8442987123536748,False,,False,False,Lexeme R<=/ (noun) rate per 1k words
lex::>MN[,-0.09833194164673956,0.6633060615607242,586,0.8432815970353917,False,,False,False,Lexeme >MN[ (verb) rate per 1k words
lex::>X/,0.0973214100389609,0.6665718804767546,587,0.8459898653410259,False,,False,False,Lexeme >X/ (noun) rate per 1k words
lex::KP/,-0.09675060998008135,0.6684191675140326,588,0.8468916323094461,False,,False,False,Lexeme KP/ (noun) rate per 1k words
lex::XJH[,-0.09590544805256002,0.6711577783688181,589,0.8489177332508819,False,,False,False,Lexeme XJH[ (verb) rate per 1k words
lex::>CH/,0.095482785113262,0.6725288650964103,590,0.8492101771132639,False,,False,False,Lexeme >CH/ (noun) rate per 1k words
lex::>T=,-0.09542866955464238,0.6727044845835791,591,0.8479946548473206,False,,False,False,Lexeme >T= (pronoun) rate per 1k words
lex::XLQ/,-0.09533116393248481,0.673020958034009,592,0.8469604961745552,False,,False,False,Lexeme XLQ/ (noun) rate per 1k words
lex::PRY[,-0.09362834898846512,0.6785563495465337,593,0.8524864762431157,False,,False,False,Lexeme PRY[ (verb) rate per 1k words
lex::FPH/,-0.0936019009633039,0.6786424521538559,594,0.8511593044690617,False,,False,False,Lexeme FPH/ (noun) rate per 1k words
lex::RB/,0.09270775930098296,0.6815556376481128,595,0.8533763866350319,False,,False,False,Lexeme RB/ (adjective) rate per 1k words
lex::RXWQ/,0.0926448560862774,0.6817607470056961,596,0.8522009337571201,False,,False,False,Lexeme RXWQ/ (adjective) rate per 1k words
lex::QYH=/,-0.09252298210078023,0.6821582048961699,597,0.8512694516710998,False,,False,False,Lexeme QYH=/ (noun) rate per 1k words
lex::<NH[,0.09222065432643284,0.6831445134304838,598,0.8510746864643987,False,,False,False,Lexeme <NH[ (verb) rate per 1k words
lex::CM/,-0.09165488344099458,0.6849916144254007,599,0.8519511732002062,False,,False,False,Lexeme CM/ (noun) rate per 1k words
lex::NB>[,-0.09081115328586936,0.6877494117220103,600,0.8539555195548295,False,,False,False,Lexeme NB>[ (verb) rate per 1k words
lex::BRJT/,0.09079826082575428,0.6877915815731452,601,0.8525869022828506,False,,False,False,Lexeme BRJT/ (noun) rate per 1k words
