feature,rho,p_raw,rank,p_bh,bh_significant,loo_frac,loo_robust,passes,description
lex::BQ<[,-0.3683687715330024,0.09162969035219566,189,0.3611858164676496,False,0.09090909090909091,False,True,Lexeme BQ<[ (verb) rate per 1k words
lex::JC/,0.3671610050689597,0.0927805516423675,190,0.3637974261766515,False,0.09090909090909091,False,True,Lexeme JC/ (noun) rate per 1k words
lex::ZH,0.36525999881311905,0.09461361767995792,191,0.3690426448773228,False,0.09090909090909091,False,True,Lexeme ZH (dem-pronoun) rate per 1k words
lex::>LP=/,0.36504835168662597,0.09481934442690003,192,0.367918810406461,False,0.045454545454545456,False,True,Lexeme >LP=/ (noun) rate per 1k words
lex::<MH/,0.36488958397348614,0.09497388779572664,193,0.3666090487451625,False,0.045454545454545456,False,True,Lexeme <MH/ (noun) rate per 1k words
lex::CPK[,-0.3647454721408745,0.09511432628672715,194,0.3652586241423285,False,0.045454545454545456,False,True,Lexeme CPK[ (verb) rate per 1k words
lex::KMW,-0.36408322233072055,0.0957616685758229,195,0.3658586825076311,False,0.13636363636363635,False,True,Lexeme KMW (prep) rate per 1k words
lex::LQX[,-0.36317559337722866,0.09665414255764106,196,0.36738436839511524,False,0.09090909090909091,False,True,Lexeme LQX[ (verb) rate per 1k words
lex::MLH/,0.3614638413414059,0.09835398756127378,197,0.3719478209804516,False,0.0,False,True,Lexeme MLH/ (noun) rate per 1k words
lex::PRZL/,0.3614638413414059,0.09835398756127378,198,0.37006929663206545,False,0.0,False,True,Lexeme PRZL/ (noun) rate per 1k words
lex::XJWH/,0.3614638413414059,0.09835398756127378,199,0.3682096519253717,False,0.0,False,True,Lexeme XJWH/ (noun) rate per 1k words
lex::LM<N,-0.3605504527047117,0.09926998093699103,200,0.36978067899029166,False,0.09090909090909091,False,True,Lexeme LM<N (prep) rate per 1k words
lex::MSPR/,0.359914406284704,0.0999115387193703,201,0.3703188872931884,False,0.045454545454545456,False,True,Lexeme MSPR/ (noun) rate per 1k words
lex::PLL[,0.3595899595898198,0.10023996876615418,202,0.36969691450883596,False,,False,False,Lexeme PLL[ (verb) rate per 1k words
lex::PC</,-0.359496676579073,0.10033454379654333,203,0.3682228331449497,False,,False,False,Lexeme PC</ (noun) rate per 1k words
lex::MMLKH/,-0.35937983435177434,0.10045309687503519,204,0.36685077045049613,False,,False,False,Lexeme MMLKH/ (noun) rate per 1k words
vt::wayq,0.3565980371378239,0.10330612929958162,205,0.375429591844821,False,,False,False,Verb form wayq rate per 1k words
lex::BRK[,0.35640815401356973,0.10350301776823712,206,0.37431916620066336,False,,False,False,Lexeme BRK[ (verb) rate per 1k words
lex::BZZ[,-0.3563265118826085,0.10358775642337431,207,0.37281583833533266,False,,False,False,Lexeme BZZ[ (verb) rate per 1k words
lex::MCH=/,0.3553286382820097,0.10462759036420433,208,0.37474785971794333,False,,False,False,Lexeme MCH=/ (proper-noun) rate per 1k words
lex::LWJ=/,0.35477916665072695,0.10520341994429903,209,0.37500740602154436,False,,False,False,Lexeme LWJ=/ (proper-noun) rate per 1k words
lex::ZKRJH/,0.3543921851249969,0.10561035457080382,210,0.374665305501185,False,,False,False,Lexeme ZKRJH/ (proper-noun) rate per 1k words
lex::VM>[,-0.35332741917544863,0.10673596321171215,211,0.37686394593708794,False,,False,False,Lexeme VM>[ (verb) rate per 1k words
lex::KWN[,-0.35332523644643277,0.10673827963462437,212,0.37509442607450544,False,,False,False,Lexeme KWN[ (verb) rate per 1k words
lex::>DNJ/,-0.3523399683031237,0.10778765232954052,213,0.37700376049534123,False,,False,False,Lexeme >DNJ/ (proper-noun) rate per 1k words
lex::QBY[,-0.35205045312785405,0.10809743130309532,214,0.37632049682619634,False,,False,False,Lexeme QBY[ (verb) rate per 1k words
lex::MRRJ=/,0.351076102828317,0.10914475291648133,215,0.37819926010594695,False,,False,False,Lexeme MRRJ=/ (proper-noun) rate per 1k words
lex::PRF[,-0.3496194272704542,0.11072429624647132,216,0.38189629955380155,False,,False,False,Lexeme PRF[ (verb) rate per 1k words
lex::XKMH/,0.34942834724042654,0.1109327219668142,217,0.3808519717293851,False,,False,False,Lexeme XKMH/ (noun) rate per 1k words
lex::<FRH=/,0.34844062487629895,0.1120146637891639,218,0.382802406068473,False,,False,False,Lexeme <FRH=/ (noun) rate per 1k words
lex::PLCTJ/,-0.3474111973823071,0.11315043682695045,219,0.38491815267615564,False,,False,False,Lexeme PLCTJ/ (adjective) rate per 1k words
lex::HLK[,-0.3469908000041583,0.11361666188037353,220,0.3847473322767195,False,,False,False,Lexeme HLK[ (verb) rate per 1k words
lex::XZWN/,-0.3440650144806323,0.1169001042924725,221,0.3940750122076562,False,,False,False,Lexeme XZWN/ (noun) rate per 1k words
lex::CMMH/,-0.34170930287760987,0.11959330270344802,222,0.401337885198508,False,,False,False,Lexeme CMMH/ (noun) rate per 1k words
lex::SWS/,-0.33930489709891315,0.12238811034858048,223,0.4088750771735088,False,,False,False,Lexeme SWS/ (noun) rate per 1k words
lex::TPF[,-0.3387709188981875,0.12301512413834549,224,0.40913512269226515,False,,False,False,Lexeme TPF[ (verb) rate per 1k words
lex::NGJD/,0.3380508956911776,0.12386425683916424,225,0.4101283170896772,False,,False,False,Lexeme NGJD/ (noun) rate per 1k words
lex::BLJ/,-0.3359887954234871,0.12631944901731262,226,0.416407033265035,False,,False,False,Lexeme BLJ/ (noun) rate per 1k words
lex::QBL/,0.335156349960373,0.12732041674940994,227,0.4178577554110591,False,,False,False,Lexeme QBL/ (noun) rate per 1k words
lex::PQDH/,-0.33487511682005766,0.12765986607187393,228,0.41713421150678104,False,,False,False,Lexeme PQDH/ (noun) rate per 1k words
lex::>XZ=/,-0.33381728338195793,0.1289424883794954,229,0.41948538795949375,False,,False,False,Lexeme >XZ=/ (proper-noun) rate per 1k words
lex::XRPH/,-0.333264767389312,0.12961607245781767,230,0.41984336513510506,False,,False,False,Lexeme XRPH/ (noun) rate per 1k words
lex::>NJ,0.33286251010170886,0.13010805548236684,231,0.41961255988901863,False,,False,False,Lexeme >NJ (pronoun) rate per 1k words
lex::<MQ/,-0.3326507216386028,0.13036762103698052,232,0.4186374037609935,False,,False,False,Lexeme <MQ/ (noun) rate per 1k words
lex::JC<[,-0.3323335036759633,0.1307570927136262,233,0.41808598314013534,False,,False,False,Lexeme JC<[ (verb) rate per 1k words
lex::<FH[,0.33173224690951286,0.13149758242382054,234,0.41865683293053974,False,,False,False,Lexeme <FH[ (verb) rate per 1k words
lex::ZR</,0.331361937283396,0.1319551337417742,235,0.4183258495217948,False,,False,False,Lexeme ZR</ (noun) rate per 1k words
lex::YDWQ/,0.3308780117043809,0.1325547813994339,236,0.4184462378922808,False,,False,False,Lexeme YDWQ/ (proper-noun) rate per 1k words
lex::<YM/,-0.3307961394827245,0.13265642407002157,237,0.417000151612515,False,,False,False,Lexeme <YM/ (noun) rate per 1k words
lex::XJYWN/,0.33003821979650183,0.13360000975244027,238,0.41820171119986554,False,,False,False,Lexeme XJYWN/ (adjective) rate per 1k words
lex::GLH[,-0.32849051668301993,0.1355417082339595,239,0.4225044880096227,False,,False,False,Lexeme GLH[ (verb) rate per 1k words
lex::>RM/,-0.3278436550828843,0.13635916738350867,240,0.4232815820863082,False,,False,False,Lexeme >RM/ (proper-noun) rate per 1k words
lex::CLC/,0.3277103545994901,0.13652805854883207,241,0.42204731792066347,False,,False,False,Lexeme CLC/ (noun) rate per 1k words
lex::CMD[,-0.32758588219487816,0.1366858989581264,242,0.42078923439588506,False,,False,False,Lexeme CMD[ (verb) rate per 1k words
lex::CQR/,-0.3267008285235316,0.13781196003401477,243,0.4225099186228025,False,,False,False,Lexeme CQR/ (noun) rate per 1k words
lex::XCK/,-0.32616746215787296,0.1384937430201458,244,0.4228599940574124,False,,False,False,Lexeme XCK/ (noun) rate per 1k words
lex::CBT[,-0.32462486491796366,0.14047907254706268,245,0.4271710573369865,False,,False,False,Lexeme CBT[ (verb) rate per 1k words
lex::JLD/,0.3224736458993824,0.14328128664190706,246,0.4339209697082145,False,,False,False,Lexeme JLD/ (noun) rate per 1k words
lex::>RJH/,-0.3224736458993824,0.14328128664190706,247,0.43216420464866706,False,,False,False,Lexeme >RJH/ (noun) rate per 1k words
lex::CMNH/,0.322221449659793,0.14361237271729818,248,0.43141620029994815,False,,False,False,Lexeme CMNH/ (noun) rate per 1k words
lex::ZRBBL/,0.31937820859013377,0.1473825162514762,249,0.44096375344317174,False,,False,False,Lexeme ZRBBL/ (proper-noun) rate per 1k words
lex::LBNWN/,-0.3187615784381105,0.1482092898566293,250,0.4416636837727553,False,,False,False,Lexeme LBNWN/ (proper-noun) rate per 1k words
lex::NWS[,-0.3186157162454921,0.14840533785569882,251,0.44048596295814985,False,,False,False,Lexeme NWS[ (verb) rate per 1k words
lex::MN,-0.31703882541096545,0.15053645135750765,252,0.4450383184973936,False,,False,False,Lexeme MN (prep) rate per 1k words
lex::Y>N/,-0.31700483428151577,0.1505826248148969,253,0.44341523907943947,False,,False,False,Lexeme Y>N/ (noun) rate per 1k words
lex::<NJ/,-0.31691010750816984,0.15071135394751833,254,0.44204708146024074,False,,False,False,Lexeme <NJ/ (adjective) rate per 1k words
vs::pual,-0.3162804349323169,0.1515690155336248,255,0.4428192806766686,False,,False,False,Verbal stem pual rate per 1k words
lex::>BJH/,0.31540224076673,0.15277089965890828,256,0.4445871884604948,False,,False,False,Lexeme >BJH/ (proper-noun) rate per 1k words
lex::XV>T/,-0.31431102776368536,0.15427361673866433,257,0.44721340260819037,False,,False,False,Lexeme XV>T/ (noun) rate per 1k words
lex::CMR[,0.31372915108643223,0.15507914409834436,258,0.44780605563281606,False,,False,False,Lexeme CMR[ (verb) rate per 1k words
lex::XMC/,0.3125782390713986,0.15668108779365028,259,0.4506849822635886,False,,False,False,Lexeme XMC/ (noun) rate per 1k words
lex::<LH[,-0.31227037912494743,0.1571115498403555,260,0.4501850178117879,False,,False,False,Lexeme <LH[ (verb) rate per 1k words
lex::H,0.31195264104608367,0.15755669024522206,261,0.4497307825007297,False,,False,False,Lexeme H (article) rate per 1k words
lex::<PR/,-0.31079917270487323,0.15918006721845077,262,0.45263034380819017,False,,False,False,Lexeme <PR/ (noun) rate per 1k words
lex::XLM/,0.3091734712004211,0.16148782517072433,263,0.4574465009588959,False,,False,False,Lexeme XLM/ (noun) rate per 1k words
lex::>XRJT/,-0.3042583894869089,0.168606461095482,264,0.47580232392475036,False,,False,False,Lexeme >XRJT/ (noun) rate per 1k words
lex::J<N/,-0.30419278258828875,0.16870292585214916,265,0.47427803682962694,False,,False,False,Lexeme J<N/ (noun) rate per 1k words
lex::CLWM==/,0.3040046706522485,0.1689797270167001,266,0.4732702880730887,False,,False,False,Lexeme CLWM==/ (proper-noun) rate per 1k words
lex::VHR[,0.3027544423495624,0.17082738843585585,267,0.4766531999427438,False,,False,False,Lexeme VHR[ (verb) rate per 1k words
lex::>B/,0.30109703105895524,0.1732982594385577,268,0.4817432958273339,False,,False,False,Lexeme >B/ (noun) rate per 1k words
lex::NF>[,-0.30008487752802615,0.17481923771213087,269,0.4841648033291357,False,,False,False,Lexeme NF>[ (verb) rate per 1k words
lex::LCKH/,0.2989659192049737,0.17651138158785434,270,0.4870406640109314,False,,False,False,Lexeme LCKH/ (noun) rate per 1k words
lex::<WN/,-0.29862774243910906,0.1770249972254797,271,0.4866554351770567,False,,False,False,Lexeme <WN/ (noun) rate per 1k words
lex::>WPN/,-0.2982323453037217,0.17762681918504977,272,0.48651463342964,False,,False,False,Lexeme >WPN/ (noun) rate per 1k words
lex::>JB[,-0.29805345831903385,0.1778995587722001,273,0.48547681789483177,False,,False,False,Lexeme >JB[ (verb) rate per 1k words
lex::DJ,0.29728557595355115,0.17907357482664815,274,0.48689712863449947,False,,False,False,Lexeme DJ (prep) rate per 1k words
lex::CMJN/,0.29728557595355115,0.17907357482664815,275,0.48512659362128313,False,,False,False,Lexeme CMJN/ (noun) rate per 1k words
lex::>R</,0.29728557595355115,0.17907357482664815,276,0.48336888857193067,False,,False,False,Lexeme >R</ (noun) rate per 1k words
lex::JHB[,0.29644654348133626,0.18036243622593137,277,0.48509030681703563,False,,False,False,Lexeme JHB[ (verb) rate per 1k words
lex::HM,0.2958845091255484,0.18122933935099006,278,0.485668553296718,False,,False,False,Lexeme HM (pronoun) rate per 1k words
lex::KH,-0.29510363044072013,0.1824385252098211,279,0.48715663541690574,False,,False,False,Lexeme KH (adverb) rate per 1k words
lex::KLMH/,-0.2948495032705798,0.18283322682366818,280,0.48646697851297427,False,,False,False,Lexeme KLMH/ (noun) rate per 1k words
lex::FJM[,-0.2936687863223211,0.1846747330954065,281,0.48961806461237667,False,,False,False,Lexeme FJM[ (verb) rate per 1k words
lex::BW>[,0.2927381667787524,0.18613506768196897,282,0.4917398064647762,False,,False,False,Lexeme BW>[ (verb) rate per 1k words
lex::>XZ[,0.2911363260517236,0.18866708651776934,283,0.49666777192840333,False,,False,False,Lexeme >XZ[ (verb) rate per 1k words
lex::HMH,-0.2904268047195052,0.18979607394560172,284,0.4978805460896947,False,,False,False,Lexeme HMH (pronoun) rate per 1k words
lex::NXCT/,0.29009764287784,0.19032139071886997,285,0.49750679328266006,False,,False,False,Lexeme NXCT/ (noun) rate per 1k words
lex::KLJ/,0.28943919651790573,0.19137518192422054,286,0.4985122745928122,False,,False,False,Lexeme KLJ/ (noun) rate per 1k words
lex::DNH,0.2887646518020162,0.19245883635447056,287,0.4995882685856466,False,,False,False,Lexeme DNH (dem-pronoun) rate per 1k words
lex::JXDW,-0.2884849873782685,0.19290933415449674,288,0.4990189373093752,False,,False,False,Lexeme JXDW (adverb) rate per 1k words
lex::TRWMH/,0.2876492712004801,0.1942598057001103,289,0.5007735475660283,False,,False,False,Lexeme TRWMH/ (noun) rate per 1k words
lex::SPR=/,0.28703581441719234,0.19525518192962033,290,0.5016038294398867,False,,False,False,Lexeme SPR=/ (noun) rate per 1k words
lex::>Z,-0.2857474678928149,0.19735682915086927,291,0.5052606107127066,False,,False,False,Lexeme >Z (adverb) rate per 1k words
lex::DRC[,-0.284882932465303,0.19877565548369794,292,0.5071502169019005,False,,False,False,Lexeme DRC[ (verb) rate per 1k words
lex::SGN/,0.28404915516543033,0.2001505034826641,293,0.5089151027118934,False,,False,False,Lexeme SGN/ (noun) rate per 1k words
lex::PNJMJ/,0.2840308050511635,0.2001808335423806,294,0.5072609557451481,False,,False,False,Lexeme PNJMJ/ (adjective) rate per 1k words
lex::>NKJ,-0.2838749505873136,0.20043856301231172,295,0.5061923032005838,False,,False,False,Lexeme >NKJ (pronoun) rate per 1k words
lex::<NN/,-0.2823493168159449,0.20297323536144873,296,0.5108616903522949,False,,False,False,Lexeme <NN/ (noun) rate per 1k words
lex::QJR/,-0.2822518841769057,0.20313583701481397,297,0.5095494901550047,False,,False,False,Lexeme QJR/ (noun) rate per 1k words
lex::QDC/,0.2819501154531059,0.2036400025550194,298,0.5091000063875485,False,,False,False,Lexeme QDC/ (noun) rate per 1k words
lex::JMJN/,0.28153371388143883,0.2043370639116832,299,0.5091341559003477,False,,False,False,Lexeme JMJN/ (noun) rate per 1k words
lex::TWK/,-0.2803630955285014,0.20630526452962705,300,0.5123247402485739,False,,False,False,Lexeme TWK/ (noun) rate per 1k words
lex::GBWR/,-0.27977778635203276,0.20729411102764436,301,0.513070141912276,False,,False,False,Lexeme GBWR/ (noun) rate per 1k words
lex::PSX/,0.27835018895014024,0.20971924401243053,302,0.5173537642028502,False,,False,False,Lexeme PSX/ (noun) rate per 1k words
lex::JWM/,-0.278044745280205,0.21024056710498473,303,0.516928127040309,False,,False,False,Lexeme JWM/ (noun) rate per 1k words
lex::J<Y[,-0.2777206394910933,0.21079468747492836,304,0.5165856650290186,False,,False,False,Lexeme J<Y[ (verb) rate per 1k words
lex::JD/,0.277275341080074,0.21155759758090614,305,0.5167554432713937,False,,False,False,Lexeme JD/ (noun) rate per 1k words
lex::C>L[,0.2756563776361006,0.21434680020106386,306,0.5218574057182764,False,,False,False,Lexeme C>L[ (verb) rate per 1k words
lex::>S>/,0.27540102197440447,0.21478895761992278,307,0.5212305323349917,False,,False,False,Lexeme >S>/ (proper-noun) rate per 1k words
lex::>STR/,0.27540102197440447,0.21478895761992278,308,0.5195382254118261,False,,False,False,Lexeme >STR/ (proper-noun) rate per 1k words
lex::>MYJHW/,0.27540102197440447,0.21478895761992278,309,0.5178568719315291,False,,False,False,Lexeme >MYJHW/ (proper-noun) rate per 1k words
lex::JHWCPV/,0.27540102197440447,0.21478895761992278,310,0.5161863658930402,False,,False,False,Lexeme JHWCPV/ (proper-noun) rate per 1k words
lex::RXB<M/,0.27540102197440447,0.21478895761992278,311,0.5145266026586575,False,,False,False,Lexeme RXB<M/ (proper-noun) rate per 1k words
lex::JHWJD</,0.27540102197440447,0.21478895761992278,312,0.5128774789321874,False,,False,False,Lexeme JHWJD</ (proper-noun) rate per 1k words
lex::HMN=/,0.27540102197440447,0.21478895761992278,313,0.5112388927375159,False,,False,False,Lexeme HMN=/ (proper-noun) rate per 1k words
lex::BLT/,-0.2751702956531176,0.2151889896478387,314,0.5105598639733753,False,,False,False,Lexeme BLT/ (noun) rate per 1k words
lex::MCQL/,0.27456311154945806,0.21624408740473572,315,0.511434428941359,False,,False,False,Lexeme MCQL/ (noun) rate per 1k words
lex::XMJCJ/,0.2743288418707958,0.21665209231405425,316,0.510777875866995,False,,False,False,Lexeme XMJCJ/ (adjective) rate per 1k words
lex::<RB/,0.27432627611953553,0.21665656366269406,317,0.5091770975668993,False,,False,False,Lexeme <RB/ (noun) rate per 1k words
lex::MRWM/,-0.2713660980173603,0.22185613169500257,318,0.5197572896628204,False,,False,False,Lexeme MRWM/ (noun) rate per 1k words
lex::BGD/,0.2688340663664489,0.2263685533760251,319,0.5286663707371119,False,,False,False,Lexeme BGD/ (noun) rate per 1k words
lex::CLXN/,0.26790009345604615,0.22804815693946293,320,0.5309246153746872,False,,False,False,Lexeme CLXN/ (noun) rate per 1k words
lex::PH/,-0.2653465452705337,0.23268203271468596,321,0.5400252784188194,False,,False,False,Lexeme PH/ (noun) rate per 1k words
lex::ZHB/,0.2653465452705337,0.23268203271468596,322,0.5383481812808728,False,,False,False,Lexeme ZHB/ (noun) rate per 1k words
lex::<BD[,0.26514505694031554,0.23305027305753717,323,0.5375308155661461,False,,False,False,Lexeme <BD[ (verb) rate per 1k words
lex::>RB</,0.26467989757049937,0.23390185446712997,324,0.5378298814136168,False,,False,False,Lexeme >RB</ (noun) rate per 1k words
lex::ZBX[,0.2644517644931855,0.23432024718340178,325,0.5371341050819518,False,,False,False,Lexeme ZBX[ (verb) rate per 1k words
lex::C>WL/,-0.2642019210842249,0.23477901712131272,326,0.5365348704152698,False,,False,False,Lexeme C>WL/ (noun) rate per 1k words
lex::<JN/,0.2639164553777556,0.23530391553221067,327,0.5360899604632935,False,,False,False,Lexeme <JN/ (noun) rate per 1k words
lex::<ZR>/,0.26330707712123774,0.23642696821367298,328,0.5370063759731292,False,,False,False,Lexeme <ZR>/ (proper-noun) rate per 1k words
lex::XJJM/,0.26289074529720646,0.2371962532503896,329,0.5371161357797576,False,,False,False,Lexeme XJJM/ (noun) rate per 1k words
vt::ptca,-0.2627861921855596,0.23738969926860282,330,0.5359252301669972,False,,False,False,Verb form ptca rate per 1k words
lex::R<B/,-0.2625629513504518,0.23780308748397266,331,0.5352365564216304,False,,False,False,Lexeme R<B/ (noun) rate per 1k words
lex::>BL[,-0.2620853226972509,0.23868911489856925,332,0.5356126222874521,False,,False,False,Lexeme >BL[ (verb) rate per 1k words
lex::QDJM/,-0.26165925523047107,0.2394813046845623,333,0.5357764924624593,False,,False,False,Lexeme QDJM/ (noun) rate per 1k words
lex::>DMH/,-0.26143220326846406,0.23990416149898064,334,0.5351155698106005,False,,False,False,Lexeme >DMH/ (noun) rate per 1k words
lex::MY>[,0.26126432808820466,0.2402171207210473,335,0.534214193842329,False,,False,False,Lexeme MY>[ (verb) rate per 1k words
lex::MVH/,-0.2595683661270916,0.2433936793836734,336,0.539667533157252,False,,False,False,Lexeme MVH/ (noun) rate per 1k words
lex::XRWN/,-0.2590659065371443,0.2443399960256121,337,0.540158151451279,False,,False,False,Lexeme XRWN/ (noun) rate per 1k words
lex::DLT/,0.2586854392315023,0.24505813942866,338,0.5401429404566619,False,,False,False,Lexeme DLT/ (noun) rate per 1k words
lex::XDC=/,0.25824753634049824,0.2458863836172424,339,0.5403697811057393,False,,False,False,Lexeme XDC=/ (noun) rate per 1k words
lex::QWL/,-0.25742575287439834,0.24744557639832004,340,0.5421969247551425,False,,False,False,Lexeme QWL/ (noun) rate per 1k words
lex::<FRH/,0.25628197715820744,0.2496263000824856,341,0.5453712421156944,False,,False,False,Lexeme <FRH/ (noun) rate per 1k words
lex::XYR/,0.2555152745350378,0.25109500934502704,342,0.5469759706492549,False,,False,False,Lexeme XYR/ (noun) rate per 1k words
lex::XMS/,-0.2548387239129951,0.2523956323053013,343,0.5482062567564124,False,,False,False,Lexeme XMS/ (noun) rate per 1k words
vt::infa,-0.253744086647992,0.25450915668410823,344,0.5511898887490134,False,,False,False,Verb form infa rate per 1k words
lex::HNH,-0.2535331100395784,0.254917811557852,345,0.5504746945234775,False,,False,False,Lexeme HNH (interjection) rate per 1k words
lex::CB<[,-0.25286442608363446,0.256215810732688,346,0.5516785520111346,False,,False,False,Lexeme CB<[ (verb) rate per 1k words
lex::CXT[,-0.25285356423447314,0.25623692982795776,347,0.5501340424260188,False,,False,False,Lexeme CXT[ (verb) rate per 1k words
lex::XWMH/,-0.25242319098490984,0.2570746181522344,348,0.5503465244925708,False,,False,False,Lexeme XWMH/ (noun) rate per 1k words
lex::<M/,-0.252048691859698,0.25780497685593357,349,0.5503286755234111,False,,False,False,Lexeme <M/ (noun) rate per 1k words
lex::JRB<M/,-0.25184064714536497,0.2582112845415581,350,0.549621162809888,False,,False,False,Lexeme JRB<M/ (proper-noun) rate per 1k words
lex::C<R/,-0.2510096569587578,0.2598382770008665,351,0.5515085936343177,False,,False,False,Lexeme C<R/ (noun) rate per 1k words
lex::<ZR[,0.25087431100695434,0.2601038888986208,352,0.5505039694019105,False,,False,False,Lexeme <ZR[ (verb) rate per 1k words
lex::<JLM/,0.25013120970641045,0.26156528821706887,353,0.5520287244241255,False,,False,False,Lexeme <JLM/ (proper-noun) rate per 1k words
lex::MLK/,0.24922303387920816,0.26335842186983927,354,0.5542430064774866,False,,False,False,Lexeme MLK/ (noun) rate per 1k words
lex::XZH[,-0.24809710461204337,0.2655923336244857,355,0.5573698269020897,False,,False,False,Lexeme XZH[ (verb) rate per 1k words
lex::BT/,-0.24794608142861066,0.26589288552607976,356,0.5564331452722736,False,,False,False,Lexeme BT/ (noun) rate per 1k words
lex::MXLQT/,0.24710680039451224,0.2675670768293832,357,0.5583682695739228,False,,False,False,Lexeme MXLQT/ (noun) rate per 1k words
lex::JHWDH/,-0.2461103351656336,0.26956347817667853,358,0.5609631040268869,False,,False,False,Lexeme JHWDH/ (proper-noun) rate per 1k words
lex::MR>H/,0.24603069807187913,0.2697234355132704,359,0.5597324775971767,False,,False,False,Lexeme MR>H/ (noun) rate per 1k words
lex::NG<[,0.24439046189703958,0.27303133645251315,360,0.5650231823808953,False,,False,False,Lexeme NG<[ (verb) rate per 1k words
lex::NFJ>/,0.24237295364365954,0.2771350379181782,361,0.5719268788062126,False,,False,False,Lexeme NFJ>/ (noun) rate per 1k words
lex::XLH[,-0.24177361455166332,0.2783615481190889,362,0.5728711418472963,False,,False,False,Lexeme XLH[ (verb) rate per 1k words
lex::LXM[,0.24120777434833754,0.2795226273862422,363,0.5736759157100563,False,,False,False,Lexeme LXM[ (verb) rate per 1k words
lex::YLX[,0.23863399323736445,0.28484218068880507,364,0.5829874302559335,False,,False,False,Lexeme YLX[ (verb) rate per 1k words
lex::JRD[,-0.2382709892468947,0.2855974941188901,365,0.5829318715577346,False,,False,False,Lexeme JRD[ (verb) rate per 1k words
lex::NWH/,-0.23760765831328776,0.28698093011886844,366,0.5841551719632705,False,,False,False,Lexeme NWH/ (noun) rate per 1k words
lex::MCPXH/,-0.237322817450346,0.2875762697826165,367,0.5837719917930498,False,,False,False,Lexeme MCPXH/ (noun) rate per 1k words
lex::>JN/,-0.23679013876505267,0.28869167123948664,368,0.5844437366125477,False,,False,False,Lexeme >JN/ (noun) rate per 1k words
lex::>SP==/,0.23514173420615905,0.29216036050054534,369,0.5898630584631606,False,,False,False,Lexeme >SP==/ (proper-noun) rate per 1k words
lex::XLQ[,-0.23459218753837216,0.29332247078891327,370,0.5906087587506497,False,,False,False,Lexeme XLQ[ (verb) rate per 1k words
lex::H=,-0.234030563113457,0.2945130737319338,371,0.5914076547986272,False,,False,False,Lexeme H= (interrogative) rate per 1k words
lex::<M,0.2328864240228507,0.296947795641836,372,0.5946938380461501,False,,False,False,Lexeme <M (prep) rate per 1k words
lex::>T,0.23170395440017083,0.29947709200930506,373,0.5981512963724726,False,,False,False,Lexeme >T (prep) rate per 1k words
lex::NGD[,0.23086221627023432,0.3012856180533933,374,0.6001545065502086,False,,False,False,Lexeme NGD[ (verb) rate per 1k words
lex::MTNJM/,-0.2307879899026148,0.3014454191910107,375,0.5988715661261412,False,,False,False,Lexeme MTNJM/ (noun) rate per 1k words
lex::MDD[,-0.2303120701395091,0.3024712584766577,376,0.5993114030986967,False,,False,False,Lexeme MDD[ (verb) rate per 1k words
lex::HN,0.229519924024029,0.3041834639300469,377,0.6011052536548672,False,,False,False,Lexeme HN (interjection) rate per 1k words
lex::MZRX/,0.229519924024029,0.3041834639300469,378,0.5995150281160978,False,,False,False,Lexeme MZRX/ (noun) rate per 1k words
lex::QNH/,-0.2292631908510051,0.30473965821382465,379,0.5990265049321883,False,,False,False,Lexeme QNH/ (noun) rate per 1k words
lex::NXL/,-0.22896523833599025,0.305385931487315,380,0.5987171551527624,False,,False,False,Lexeme NXL/ (noun) rate per 1k words
lex::KS>/,0.22729237840695352,0.309030002683775,381,0.6042712650903213,False,,False,False,Lexeme KS>/ (noun) rate per 1k words
lex::PWY[,-0.22571572638827161,0.31248866085467436,382,0.6094346919809749,False,,False,False,Lexeme PWY[ (verb) rate per 1k words
lex::MRKBH/,-0.22571572638827161,0.31248866085467436,383,0.6078434786859854,False,,False,False,Lexeme MRKBH/ (noun) rate per 1k words
lex::XJL/,0.2248952231985372,0.3142978443661329,384,0.6097705574290859,False,,False,False,Lexeme XJL/ (noun) rate per 1k words
lex::XRBH=/,0.22444766050968581,0.31528737864037853,385,0.6101015508755376,False,,False,False,Lexeme XRBH=/ (noun) rate per 1k words
lex::CLM[,0.22358810541103874,0.3171930920794251,386,0.6121991025885277,False,,False,False,Lexeme CLM[ (verb) rate per 1k words
lex::GBH[,-0.22356720577659348,0.3172395150993379,387,0.6107065600749528,False,,False,False,Lexeme GBH[ (verb) rate per 1k words
lex::TJRWC/,-0.22355547168665188,0.3172655810836248,388,0.6091826234724239,False,,False,False,Lexeme TJRWC/ (noun) rate per 1k words
lex::SL</,-0.22289988379314266,0.3187239550745107,389,0.6104096311838315,False,,False,False,Lexeme SL</ (noun) rate per 1k words
lex::>DWN/,-0.2225447569258683,0.31951563291338136,390,0.6103567859499208,False,,False,False,Lexeme >DWN/ (noun) rate per 1k words
lex::YDQH/,-0.22241748705810135,0.31979964195019334,391,0.6093369136902661,False,,False,False,Lexeme YDQH/ (noun) rate per 1k words
lex::>K,-0.22195130424073267,0.32084125247215833,392,0.6097620742136682,False,,False,False,Lexeme >K (adverb) rate per 1k words
lex::TPLH/,0.22191650195287874,0.3209190945263356,393,0.6083580799545039,False,,False,False,Lexeme TPLH/ (noun) rate per 1k words
