id,date_bce,date_sigma,register,genre,holdout,n_words,frac_ani,rate_anochi,rate_ani,frac_she,rate_asher,frac_ein,rate_neg_al,frac_neg_al,rate_neg_lo,rate_ki,rate_gam,rate_lakhen,rate_hinne,rate_atta,rate_az,rate_af,rate_wayyiqtol,rate_qatal,rate_yiqtol,rate_ptca,rate_ptcp,rate_inf_abs,rate_inf_con,rate_impv,rate_jussive,rate_cohort,rate_qal,rate_hiphil,rate_piel,rate_niphal,rate_hithpael,rate_hophal,frac_baqash,rate_baqash,rate_shaal,frac_qahal,rate_hayah,rate_amar,rate_natan,rate_halak,rate_const,rate_prs,rate_pl_noun,rate_f_noun,frac_anachnu,rate_pen,rate_terem,rate_na,frac_halak_piel,frac_ysf_qal,frac_niphal,frac_yld_nif,frac_zaqaq,rate_ut_nouns,frac_nmcl,frac_fronted,frac_cpen,frac_ptcp_cl,frac_infc,frac_wqtl_wayq,rate_cpen_1k,frac_sv,frac_null_subj,frac_ov
Jer_oracle,605.0,30.0,SBH,prophecy,True,14539,0.65,0.9629272989889264,1.788293555265149,0.0,9.83561455395832,0.1675531914893617,12.793176972281447,0.3727454909819639,21.52830318453814,19.87757067198569,3.1639039823921866,2.476098768828668,5.915124836646262,0.2751220854254075,0.2751220854254075,0.7565857349198707,9.49171194717656,80.61077102964441,50.14100006878052,28.81903844831144,2.407318247472316,4.058050760024761,12.03659123736158,18.364399202145957,0.0,0.0,138.59275053304904,26.136598115413715,17.95171607400784,16.5761056468808,2.957562418323131,0.8941467776325746,0.6666666666666666,0.8253662562762226,0.4126831281381113,0.5,8.666345690900338,13.82488479262673,4.058050760024761,4.470733888162872,82.74296719169132,121.39762019396106,66.44198363023591,61.48978609257858,1.0,0.4126831281381113,0.0,0.3439026067817594,0.0,0.0,0.0804943219772879,0.0,,2.957562418323131,0.1314194577352472,0.3690590111642743,0.0127591706539074,0.0669856459330143,0.0551834130781499,0.7341040462427746,2.7512208542540755,0.3089311859443631,0.6818973020017406,0.1626297577854671
Jer_DTR,,,,,False,15197,0.5490196078431373,1.5134566032769623,1.842468908337172,0.0,20.85938014081727,0.1145374449339207,22.37283674409423,0.6284658040665434,13.226294663420411,9.475554385734029,0.7896295321445022,1.2502467592287951,3.4875304336382182,0.7896295321445022,0.2632098440481674,0.8554319931565441,22.76765151016648,52.97098111469369,25.53135487267224,19.60913338158847,2.5662959794696323,5.264196880963348,20.99098506284135,8.685924853589524,0.0,0.0,112.06159110350728,20.33296045272093,12.502467592287951,10.528393761926695,1.1186418372047116,1.0528393761926695,0.6875,0.7238270711324604,0.3290123050602092,1.0,9.080739619661776,18.29308416134764,5.8564190300717245,3.355925511614134,100.611962887412,87.71468052905179,64.09159702572876,54.35283279594657,1.0,0.1316049220240837,0.0,1.6450615253010463,0.0,0.6666666666666666,0.0664727877025342,0.0,,2.632098440481674,0.0789366053169734,0.3312883435582822,0.0118609406952965,0.0973415132924335,0.1304703476482617,0.5007235890014472,1.9082713693492133,0.1774809160305343,0.6664659843467791,0.130901287553648
D_Code,,,,,False,7353,0.0714285714285714,1.767985856113151,0.1359989120087039,0.0,28.69577043383653,0.045662100456621,11.151910784713722,0.281786941580756,28.42377260981912,18.49585203318373,0.9519923840609276,0.0,0.6799945600435197,0.2719978240174078,0.0,0.1359989120087039,3.1279749762001905,62.559499524003805,69.2234462124303,20.263837889296887,2.4479804161566707,3.943968448252414,20.943832449340405,1.495988032095743,0.0,0.0,131.1029511763906,20.53583571331429,20.943832449340405,8.023935808513531,0.9519923840609276,1.2239902080783354,0.2,0.1359989120087039,0.5439956480348157,1.0,12.375900992792058,4.351965184278526,9.519923840609277,2.4479804161566707,62.559499524003805,151.9107847137223,64.46348429212566,59.29552563579491,1.0,1.495988032095743,0.0,0.0,0.0,0.2222222222222222,0.0436067997043606,0.5,,1.2239902080783354,0.0837619397501836,0.4305657604702425,0.014695077149155,0.0609845701689933,0.112417340191036,0.9346590909090908,2.719978240174078,0.1513761467889908,0.7376387487386479,0.1751824817518248
D_Frame,,,,,False,11993,0.0238095238095238,3.4186608855165512,0.0833819728174768,0.0,30.10089218710915,0.0742574257425742,9.83907279246227,0.3868852459016393,15.592428916868174,10.0892187109147,1.0005836738097225,0.0,0.4169098640873843,0.5002918369048612,0.1667639456349537,0.9172017009922454,17.59359626448762,57.20003335278913,37.27174184941216,19.511381639289585,4.8361544234136575,2.834987075794213,24.43091803552072,7.254231635120488,0.0,0.0,121.23738847661136,21.679312932543983,16.843158509130326,8.088051363295255,2.1679312932543984,0.1667639456349537,0.25,0.0833819728174768,0.2501459184524306,1.0,6.587175852580672,8.50496122738264,8.671725173017593,2.9183690486116904,74.29333778037189,139.0811306595514,80.13007587759527,47.44434253314434,1.0,1.2507295922621529,0.0,0.1667639456349537,0.0,0.3333333333333333,0.0473170731707317,0.0,,2.001167347619445,0.0981852024197301,0.3317822242903676,0.0148906468124709,0.0907398790134946,0.1358771521637971,0.6263345195729537,2.66822313015926,0.2128851540616246,0.6979534227240649,0.1654676258992805
D_Song,,,,,False,782,0.7777777777777778,2.557544757033248,8.951406649616368,0.0,15.34526854219949,0.238095238095238,10.230179028132993,0.3333333333333333,20.460358056265985,24.29667519181585,2.557544757033248,0.0,0.0,1.278772378516624,0.0,1.278772378516624,25.57544757033248,39.64194373401535,84.39897698209718,17.902813299232736,6.39386189258312,1.278772378516624,7.672634271099745,15.34526854219949,0.0,0.0,126.5984654731458,35.80562659846547,31.969309462915604,2.557544757033248,1.278772378516624,0.0,0.0,0.0,1.278772378516624,,1.278772378516624,10.230179028132993,2.557544757033248,0.0,102.30179028132991,150.89514066496162,94.6291560102302,57.54475703324808,,2.557544757033248,0.0,0.0,,,0.0129032258064516,0.0,,1.278772378516624,0.2234042553191489,0.2287234042553191,0.0159574468085106,0.0425531914893617,0.0319148936170212,0.1666666666666666,3.836317135549872,0.28,0.751937984496124,0.1914893617021276
Lev_Holiness,,,,,False,5958,1.0,0.0,11.07754279959718,0.0,15.609264853977844,0.0309278350515463,14.937898623699228,0.3212996389891697,31.554212823095,13.091641490433032,0.5035246727089627,0.0,0.0,0.0,0.671366230278617,0.0,6.377979187646861,49.00973481033904,73.51460221550856,14.26653239342061,2.181940248405505,2.853306478684122,16.61631419939577,2.5176233635448138,0.0,0.0,107.25075528700906,22.15508559919436,21.81940248405505,10.741859684457872,1.6784155756965424,3.1889895938234307,1.0,0.1678415575696542,0.0,0.0,11.916750587445453,6.377979187646861,7.385028533064787,2.34978180597516,90.46659953004364,141.32259147364886,66.46525679758308,89.45955018462571,,0.0,0.0,0.0,0.0,0.75,0.0641925777331996,0.5,,2.181940248405505,0.1408815903197925,0.3915298184961106,0.0544511668107173,0.0458081244598098,0.0838375108038029,0.8642857142857143,10.574018126888218,0.3224043715846995,0.7554417413572343,0.2533692722371967
Lev_Priestly,,,,,False,10496,1.0,0.0,0.4763719512195122,0.0,19.245426829268293,0.1578947368421052,14.386432926829269,0.6536796536796536,7.621951219512195,6.288109756097561,0.0,0.0,2.477134146341464,0.0,0.0,0.0,14.291158536585366,56.21189024390244,38.9672256097561,11.432926829268292,2.0007621951219514,1.4291158536585369,9.336890243902438,2.381859756097561,0.0,0.0,76.98170731707317,22.58003048780488,20.86509146341464,10.575457317073171,1.7149390243902438,2.191310975609756,,0.0,0.0,0.3571428571428571,5.430640243902439,3.8109756097560976,3.8109756097560976,0.5716463414634146,89.7484756097561,82.6028963414634,49.92378048780488,74.98094512195122,,0.0952743902439024,0.0,0.0,0.0,0.0,0.0777310924369747,0.0,,0.3810975609756097,0.1777264858626659,0.2631275245239469,0.0357761107905366,0.0542412002308136,0.0559723023658395,0.7622820919175911,5.907012195121951,0.1844155844155844,0.6493174061433447,0.148314606741573
Song_Sea,,,,,False,433,1.0,0.0,2.3094688221709005,0.0,2.3094688221709005,0.0,9.237875288683602,0.5714285714285714,6.928406466512702,11.547344110854503,0.0,0.0,0.0,0.0,4.618937644341801,2.3094688221709005,41.57043879907621,80.83140877598153,66.97459584295612,30.023094688221708,0.0,6.928406466512702,9.237875288683602,2.3094688221709005,0.0,0.0,175.51963048498845,23.094688221709006,18.475750577367204,18.475750577367204,0.0,0.0,,0.0,0.0,,2.3094688221709005,11.547344110854503,0.0,4.618937644341801,62.35565819861432,133.94919168591224,78.52193995381063,66.97459584295612,,0.0,0.0,0.0,0.0,,0.0776699029126213,,,2.3094688221709005,0.1153846153846153,0.2788461538461538,0.0288461538461538,0.0288461538461538,0.0288461538461538,0.25,6.928406466512702,0.1666666666666666,0.6265060240963856,0.238095238095238
Song_Deborah,,,,,False,462,0.0,4.329004329004329,0.0,0.6666666666666666,2.1645021645021645,0.0,0.0,0.0,6.493506493506494,2.1645021645021645,4.329004329004329,0.0,0.0,0.0,10.822510822510822,0.0,6.493506493506494,93.07359307359307,41.125541125541126,28.13852813852814,2.1645021645021645,2.1645021645021645,19.48051948051948,30.303030303030305,0.0,0.0,160.17316017316017,6.493506493506494,30.303030303030305,15.151515151515152,4.329004329004329,0.0,0.0,0.0,2.1645021645021645,,0.0,4.329004329004329,2.1645021645021645,6.493506493506494,112.55411255411256,69.26406926406926,129.87012987012986,77.92207792207792,,0.0,0.0,0.0,0.0,,0.0679611650485436,,,2.1645021645021645,0.1388888888888889,0.3981481481481481,0.0462962962962962,0.0092592592592592,0.0833333333333333,0.5,10.822510822510822,0.4285714285714285,0.6282051282051282,0.1739130434782608
P_source,,,,,False,54435,0.9224806201550388,0.1837053366400294,2.1860935060163498,0.0012610340479192,14.549462661890328,0.074074074074074,13.31863690640213,0.5918367346938775,9.18526683200147,5.731606503168917,0.642968678240103,0.0734821346560117,1.1940846881601912,0.1102232019840176,0.1102232019840176,0.1285937356480205,24.87370258105998,42.34408009552677,33.122072196197294,10.967208597409757,4.2252227427206765,1.285937356480206,13.024708367778084,4.170111141728667,0.0,0.0,89.3910168090383,17.470377514466794,15.853770552034536,7.237990263617158,1.1573436208321852,1.8003122990722882,0.5,0.0551116009920088,0.0551116009920088,0.15625,9.718012308257554,7.072655460641132,5.492789565536879,0.9736382841921558,108.90052356020942,89.88702121796638,79.36070542849271,85.5883163405897,0.6666666666666666,0.0918526683200147,0.0,0.1653348029760264,0.0,0.5,0.0540095956134338,0.0485436893203883,,2.8290621842564527,0.1920974721020268,0.2559781370986108,0.0308585743566385,0.0511273058528808,0.0799362332042814,0.540448674371176,4.978414622944797,0.2037132542547705,0.646123962564012,0.1372373714796602
JE_source,,,,,False,37752,0.4076923076923077,2.03962703962704,1.4038991311718585,0.0018518518518518,14.277389277389275,0.12,19.787031150667516,0.6412017167381975,11.072261072261073,11.893409620682348,3.1256622165713077,0.0529773257045984,4.211697393515576,1.8012290739563466,0.2913752913752914,0.7946598855689765,67.96990887899979,42.62025852934944,33.057851239669425,13.19135410044501,1.7747404111040477,3.072684890866709,15.442890442890445,11.655011655011656,0.0,0.0,140.94617503708412,17.95931341385887,16.608391608391607,8.555838101292647,1.9601610510701415,1.112523839796567,0.3571428571428571,0.2648866285229921,0.4767959313413858,0.6,9.13858868404323,22.065056155965248,4.476584022038567,5.5096418732782375,67.4136469591015,113.00063572790846,55.493748675566856,47.1233312142403,0.9333333333333332,0.7681712227166773,0.0,2.542911633820725,0.0,0.1071428571428571,0.0453206117581029,0.0319148936170212,,2.463445645263827,0.1118854045683314,0.2472577106723448,0.0132920376822815,0.046070460704607,0.0743321718931475,0.1896169673947451,2.728332273786819,0.1617801047120418,0.6537405628002745,0.1291469194312796
D_source,,,,,False,20128,0.1384615384615384,2.7821939586645468,0.4471383147853736,0.0,29.01430842607313,0.0678733031674208,10.333863275039745,0.3354838709677419,20.468998410174883,13.712241653418124,1.043322734499205,0.0,0.4968203497615261,0.4471383147853736,0.0993640699523052,0.645866454689984,12.619236883942769,58.47575516693164,50.77503974562799,19.72376788553259,4.024244833068362,3.179650238473768,22.505961844197135,5.465023847376789,0.0,0.0,125.04968203497616,21.810413354531004,18.92885532591415,7.849761526232114,1.6891891891891893,0.5465023847376789,0.2,0.0993640699523052,0.397456279809221,1.0,8.4956279809221,7.054848966613672,8.744038155802862,2.633147853736089,71.0949920508744,144.22694753577107,74.9701907790143,52.16613672496025,1.0,1.3910969793322734,0.0,0.0993640699523052,0.0,0.2666666666666666,0.044406970207982,0.25,,1.6891891891891893,0.099242833964305,0.3628988642509465,0.0148729042725797,0.0773391022174148,0.1219578150351541,0.7302771855010661,2.7325119236883944,0.1933333333333333,0.7162002364998029,0.1707317073170731
Gen_JE,,,,,False,22409,0.4047619047619047,2.231246374224642,1.5172475344727565,0.0030211480362537,14.726226069882635,0.1513761467889908,18.697844616002502,0.6937086092715232,8.255611584631174,11.468606363514658,3.61461912624392,0.0892498549689856,5.042616805747691,1.6064973894417425,0.267749564906957,0.535499129813914,76.0855013610603,41.23343299567138,25.436208666160915,12.27185505823553,1.918871881833192,2.3204962291936275,15.529474764603506,11.111606943638716,0.0,0.0,142.88901780534607,17.180597081529744,14.101477085099738,7.3631130349413185,1.6064973894417425,0.9371234771743496,0.2777777777777778,0.2231246374224642,0.5801240572984069,1.0,9.371234771743495,23.472711856843237,5.1318666607166765,4.997991878263198,65.464768619751,121.513677540274,55.91503413806952,53.46066312642242,0.9285714285714286,0.7139988397518854,0.0,3.0791199964300056,0.0,0.1428571428571428,0.0396063370139222,0.037037037037037,,2.2758713017091345,0.1252412609907784,0.2223890199442419,0.0160840660518979,0.0461076560154407,0.074415612266781,0.1356018283392585,3.3468695613369626,0.1742700729927007,0.66006408389164,0.1075697211155378
Exo_JE,,,,,False,11780,0.4871794871794871,1.697792869269949,1.6129032258064515,0.0,13.667232597623087,0.099009900990099,20.543293718166385,0.5707547169811321,15.449915110356535,13.073005093378608,2.3769100169779285,0.0,2.716468590831919,1.6129032258064515,0.3395585738539898,0.7640067911714771,51.78268251273345,44.73684210526316,46.17996604414262,14.855687606112054,0.933786078098472,4.244482173174873,15.28013582342954,12.139219015280135,0.0,0.0,134.04074702886248,20.543293718166385,20.713073005093374,10.271646859083193,1.4431239388794568,1.697792869269949,0.5,0.4244482173174873,0.4244482173174873,0.0,10.186757215619696,19.35483870967742,3.140916808149405,5.602716468590832,72.24108658743633,103.5653650254669,59.08319185059423,37.011884550084886,1.0,1.1035653650254669,0.0,1.2733446519524618,0.0,0.0,0.0540178571428571,0.0,,2.631578947368421,0.0877648076091655,0.2939904885430177,0.0073497622135754,0.0449632511889321,0.075659316904453,0.3141242937853107,1.4431239388794568,0.1517128874388254,0.6474820143884892,0.1563088512241054
Num_JE,,,,,False,3563,0.0,1.9646365422396852,0.0,0.0,13.471793432500702,0.0727272727272727,24.136963233230425,0.6277372262773723,14.313780522031996,10.665169800729725,2.525961268593881,0.0,3.929273084479371,3.648610721302273,0.280662363177098,2.525961268593881,70.44625315745158,44.34465338198148,37.60875666573112,13.471793432500702,3.648610721302273,3.929273084479371,15.436429974740388,13.471793432500702,0.0,0.0,151.5576761156329,14.313780522031996,18.80437833286556,10.384507437552625,5.893909626719057,0.280662363177098,,0.0,0.0,1.0,4.209935447656469,22.17232669099074,4.771260174010665,8.419870895312938,63.71035644120124,90.65394330620263,40.976705023856304,40.6960426606792,,0.0,0.0,3.3679483581251755,0.0,0.2,0.0513176144244105,0.0,,3.0872859949480773,0.1034928848641656,0.2574385510996119,0.0142302716688227,0.0491591203104786,0.0698576972833117,0.1770491803278688,3.0872859949480773,0.1243781094527363,0.6360544217687075,0.1764705882352941
