id,register,holdout,date_ce,author,dual_rate,goun_toinun_rate,hina_rate,tt_ss_ratio,men_rate,oun_rate,opt_rate,ptcp_rate,kai_rate,de_rate,avg_sent_len,idou_rate,eipen_rate,kai_sent_initial
aristotle_politics,ancient_Attic,False,-335,Aristotle,9.730020223733895,0.5656988502170869,0.12728224129884455,0.979166666659867,16.023419932398987,4.440735974204133,97.34262965110523,155.66618110848688,58.93167772136503,26.65855831648022,17.87386248736097,0.0,0.0,0.06016177957531341
aeneas_tacticus,ancient_Attic,False,-350,Aeneas Tacticus,9.02343181487411,0.21830883423082523,3.5657109591034786,0.20689655172235433,8.150196477950809,3.2018629020521034,115.84922136515792,176.61184689273762,55.741522340270706,34.78387425411149,18.595399188092017,0.0,0.0,0.0663058186737939
hyperides_orations,ancient_Attic,False,-340,Hyperides,7.446808510638298,1.0638297872340425,2.127659574468085,0.9999999989999999,11.702127659574469,3.1914893617021276,74.46808510638297,125.53191489361701,34.04255319148936,13.829787234042552,21.86046511627907,0.0,0.0,0.1162790697647377
lxx_genesis,LXX,False,-270,Septuagint (anon. translators),19.616607071911005,0.0,0.9435836313071116,0.11764705882179931,0.29797377830750893,1.1918951132300357,59.84306714342471,186.1839491458085,98.67898291617004,25.129121970599922,9.11131221719457,1.7381803734604688,1.8871672626142233,0.3257918552034725
lxx_exodus,LXX,False,-260,Septuagint (anon. translators),16.519765662110096,0.0,1.7944793370982213,0.06666666666611111,0.15833641209690189,1.0027972766137119,82.17659787829207,185.4647173695044,96.05742333878715,14.778065129044176,9.278648383937316,1.0027972766137119,2.0055945532274237,0.32321253672853906
theophrastus_characters,ancient_Attic,False,-315,Theophrastus,8.316318166236941,0.2682683279431271,0.044711387990521184,0.9509594882708935,19.22589683592411,3.994217327153226,89.86988986094758,155.38697706305797,90.1679657808844,57.66278671177549,6.32513197586727,0.0,0.0,0.08606711915534633
theophrastus_historia_plantarum,ancient_Attic,False,-310,Theophrastus,6.624605678233438,0.0,0.0,0.9999999998888889,10.410094637223974,4.416403785488959,91.7981072555205,155.83596214511041,81.70347003154573,25.86750788643533,9.814241486068111,0.0,0.0,0.05572755417939403
lxx_1kingdoms,LXX,False,-240,Septuagint (anon. translators),18.285714285714285,0.0,0.6530612244897959,0.1162790697647377,0.0,0.16326530612244897,68.57142857142857,165.3877551020408,129.3877551020408,0.6530612244897959,9.308510638297872,3.591836734693877,1.6326530612244896,0.4999999999996201
apollodorus_library,Koine,False,-150,Apollodorus (pseudo-),9.957081545064378,0.0,0.6008583690987125,0.20863309352367893,13.261802575107296,3.819742489270386,68.24034334763948,227.2961373390558,48.88412017167382,58.88412017167382,7.542894140498543,0.0,0.04291845493562232,0.050825509873729094
lxx_judith,LXX,False,-125,Septuagint / Jewish author,10.94391244870041,0.0,0.6079951360389116,0.028571428570612248,0.1519987840097279,0.0,59.735522115823066,213.25429396564826,105.03115975072198,4.711962304301565,7.579493087557604,0.9119927040583675,1.519987840097279,0.2730414746540633
lxx_2maccabees,LXX,False,-110,"Jason of Cyrene (epitomized, anon.)",10.981601001830267,0.0,0.7706386667951064,0.42857142856377556,5.587130334264521,2.4082458337347075,79.95376167999228,240.24660437337442,62.132742510355456,38.91725267315287,7.279803646563815,0.0,0.0963298333493883,0.08625525946698019
lxx_1maccabees,LXX,False,-100,Anon. Jewish historian,13.757912414416742,0.0,0.4521379666709727,0.2407407407362826,0.0,1.3564139000129183,74.99031132928562,227.36080609740344,134.9954786203333,5.425655600051673,7.2312003736571695,0.7750936571502389,0.9688670714377987,0.35824381130296207
diodorus_siculus,Koine,False,-50,Diodorus Siculus,6.100510462489258,0.05690774685157891,0.19348633929536826,0.7623349548292131,18.762484136965565,3.42584636046505,92.9246598339432,244.3391018819392,44.553075010101125,35.97707755956819,21.085073194144467,0.0,0.0,0.03659707223421687
dionysius_roman_antiquities,Atticizing,False,-20,Dionysius of Halicarnassus,7.140479747354733,0.18576857879296865,0.8785305705417477,0.899310344826966,10.41852112730566,1.7841523921574698,106.95625924005171,211.26918641102847,54.00447392660593,17.976980176944572,24.40596958534051,0.0,0.0038701787248535137,0.08009823368281098
