id,date_bce,date_sigma,register,genre,holdout,hbvi_holdout,in_training,n_words,frac_ani,rate_anochi,rate_ani,frac_she,rate_asher,frac_ein,rate_neg_al,frac_neg_al,rate_neg_lo,rate_ki,rate_gam,rate_lakhen,rate_hinne,rate_atta,rate_az,rate_af,rate_wayyiqtol,rate_qatal,rate_yiqtol,rate_ptca,rate_ptcp,rate_inf_abs,rate_inf_con,rate_impv,rate_jussive,rate_cohort,rate_qal,rate_hiphil,rate_piel,rate_niphal,rate_hithpael,rate_hophal,frac_baqash,rate_baqash,rate_shaal,frac_qahal,rate_hayah,rate_amar,rate_natan,rate_halak,rate_const,rate_prs,rate_pl_noun,rate_f_noun,frac_anachnu,rate_pen,rate_terem,rate_na,frac_halak_piel,frac_ysf_qal,frac_niphal,frac_yld_nif,frac_zaqaq,rate_ut_nouns,frac_nmcl,frac_fronted,frac_cpen,frac_ptcp_cl,frac_infc,frac_wqtl_wayq,rate_cpen_1k,frac_sv,frac_null_subj,frac_ov
Jonah,400.0,60.0,Transitional,narrative,False,False,True,985,0.7142857142857143,2.0304568527918785,5.076142131979695,0.2,12.182741116751268,0.0,34.51776649746193,0.7906976744186046,9.137055837563452,13.197969543147208,0.0,0.0,0.0,1.0152284263959392,0.0,2.0304568527918785,85.27918781725887,38.578680203045685,27.411167512690355,14.213197969543147,1.0152284263959392,4.060913705583757,20.30456852791878,13.197969543147208,0.0,0.0,148.22335025380713,27.411167512690355,14.213197969543147,8.121827411167514,6.091370558375634,0.0,0.0,0.0,1.0152284263959392,,10.15228426395939,22.335025380710658,2.0304568527918785,6.091370558375634,34.51776649746193,100.50761421319797,53.807106598984774,59.89847715736041,,0.0,0.0,3.045685279187817,0.0,0.0,0.03980099502487562,,,3.045685279187817,0.10714285714285714,0.18303571428571427,0.013392857142857142,0.06696428571428571,0.08928571428571429,0.056179775280898875,3.045685279187817,0.24,0.6728395061728395,0.13157894736842105
Malachi,460.0,25.0,Transitional,prophecy,False,False,True,1187,0.8888888888888888,0.8424599831508003,6.739679865206402,0.0,10.951979780960405,0.24,8.424599831508003,0.3448275862068966,16.006739679865206,17.691659646166805,4.212299915754001,0.0,5.054759898904802,2.527379949452401,0.8424599831508003,0.0,6.739679865206402,99.41027801179445,35.38331929233361,45.49283909014322,5.8972198820556025,0.0,12.636899747262007,5.054759898904802,0.0,0.0,144.06065711878685,19.376579612468408,26.95871946082561,15.164279696714406,0.0,2.527379949452401,1.0,2.527379949452401,0.0,,9.267059814658804,33.69839932603201,2.527379949452401,1.6849199663016006,61.499578770008426,112.04717775905644,66.55433866891322,53.074978938500415,1.0,0.8424599831508003,0.0,2.527379949452401,0.0,,0.072,,,0.0,0.12840466926070038,0.25680933852140075,0.011673151750972763,0.1245136186770428,0.058365758754863814,0.8688524590163934,2.527379949452401,0.26153846153846155,0.6206896551724138,0.1206896551724138
Haggai,520.0,10.0,Transitional,prophecy,True,False,False,877,1.0,0.0,4.561003420752566,0.0,7.98175598631699,0.5555555555555556,21.664766248574686,0.8260869565217391,4.561003420752566,3.4207525655644244,0.0,0.0,1.1402508551881414,4.561003420752566,0.0,0.0,18.244013683010262,43.32953249714937,15.96351197263398,11.402508551881414,2.280501710376283,7.98175598631699,21.664766248574686,15.96351197263398,0.0,0.0,112.884834663626,14.823261117445838,2.280501710376283,3.4207525655644244,2.280501710376283,0.0,0.0,0.0,1.1402508551881414,,10.262257696693274,29.646522234891677,1.1402508551881414,0.0,98.06157354618016,55.872291904218926,50.17103762827822,43.32953249714937,,0.0,0.0,4.561003420752566,,,0.025,,,1.1402508551881414,0.18461538461538463,0.2076923076923077,0.007692307692307693,0.046153846153846156,0.13846153846153847,0.4666666666666667,1.1402508551881414,0.0967741935483871,0.6049382716049383,0.0
Ezra,380.0,60.0,LBH,narrative,False,False,True,5268,1.0,0.0,0.37965072133637057,0.04,4.555808656036446,0.12903225806451613,3.7965072133637054,0.425531914893617,5.125284738041002,4.555808656036446,0.18982536066818528,0.0,0.18982536066818528,1.1389521640091116,0.0,0.37965072133637057,16.324981017463934,31.32118451025057,14.806378132118452,17.843583902809414,3.60668185269552,0.37965072133637057,18.413059984813973,3.2270311313591495,0.0,0.0,36.826119969627946,11.009870918754746,7.21336370539104,5.315110098709187,2.847380410022779,0.7593014426727411,0.5,0.7593014426727411,0.7593014426727411,1.0,0.9491268033409264,3.7965072133637054,4.1761579347000755,1.3287775246772968,120.34927866362946,65.6795747911921,126.2338648443432,67.00835231586939,1.0,0.0,0.0,0.18982536066818528,0.0,0.0,0.05017921146953405,1.0,,3.416856492027335,0.3100263852242744,0.22427440633245382,0.018469656992084433,0.08839050131926121,0.1279683377308707,0.4027777777777778,2.6575550493545936,0.4485294117647059,0.5813953488372093,0.2033898305084746
Nehemiah,380.0,60.0,LBH,narrative,False,False,True,7842,0.9375,0.12751849018107625,1.9127773527161438,0.0,12.24177505738332,0.14666666666666667,7.778627901045652,0.488,8.16118337158888,5.228258097424127,2.1678143330782964,0.0,0.510073960724305,0.6375924509053813,0.0,0.2550369803621525,33.66488140780413,32.517214996174445,14.537107880642694,23.20836521295588,4.08059168579444,1.2751849018107626,12.496812037745473,3.8255547054322876,0.0,0.0,80.20913032389697,24.100994644223412,10.2014792144861,7.906146391226727,1.7852588625350676,0.0,0.75,0.7651109410864575,0.2550369803621525,1.0,6.12088752869166,7.778627901045652,5.483295077786279,1.6577403723539914,101.12216271359348,83.7796480489671,115.02167814333077,65.54450395307319,1.0,0.0,0.0,0.7651109410864575,0.0,0.0,0.06294416243654823,0.0,,2.8054067839836776,0.19128113879003558,0.24466192170818504,0.011565836298932384,0.12188612099644128,0.08540925266903915,0.27472527472527475,1.6577403723539914,0.2653061224489796,0.6862745098039216,0.2094240837696335
Esther,300.0,60.0,LBH,narrative,False,False,True,4621,1.0,0.0,1.2984202553559836,0.0,21.423934213373727,0.2564102564102564,12.767799177667172,0.6704545454545454,6.275697900887254,7.14131140445791,1.7312270071413114,0.0,0.6492101276779918,0.0,0.0,0.0,34.408136766933566,35.706557022289545,15.364639688379139,21.207530837481066,3.462454014282623,3.462454014282623,24.020774724085697,2.596840510711967,0.0,0.0,90.6730144990262,16.446656567842457,13.417009305345163,16.230253191949792,1.2984202553559836,0.6492101276779918,1.0,1.9476303830339754,0.0,,3.678857390175287,11.252975546418524,6.275697900887254,0.8656135035706557,88.94178749188488,64.05539926422853,51.07119671066869,73.36074442761307,,0.0,0.0,0.0,0.0,0.0,0.11574074074074074,,,6.05929452499459,0.1416058394160584,0.24817518248175183,0.0072992700729927005,0.0948905109489051,0.1591240875912409,0.21674876847290642,1.0820168794633196,0.23232323232323232,0.5024630541871922,0.14583333333333334
Ecclesiastes,250.0,120.0,LBH,wisdom,False,False,True,4233,1.0,0.0,6.850933144342074,0.43312101910828027,21.025277580911883,0.4036697247706422,5.433498700685093,0.26136363636363635,15.355539806283959,20.552799433026223,13.701866288684148,0.0,1.417434443656981,0.0,0.23623907394283014,0.0,0.7087172218284905,48.429010158280185,51.97259626742263,27.403732577368295,3.071107961256792,4.961020552799433,25.041341837939996,6.850933144342074,0.0,0.0,124.26175289392866,16.300496102055277,13.465627214741318,11.339475549255848,1.417434443656981,0.0,0.7777777777777778,1.653673517599811,0.4724781478856603,,11.103236475313016,4.7247814788566025,5.905976848570754,7.087172218284904,74.88778643987716,70.16300496102056,54.571226080793764,52.44507441530829,,0.0,0.0,0.23623907394283014,0.1,0.0,0.06732117812061711,0.4,,5.433498700685093,0.29136316337148804,0.3059313215400624,0.03954214360041623,0.08324661810613944,0.11030176899063475,0.9538461538461539,8.977084809827545,0.398876404494382,0.5886214442013129,0.25
Genesis,,,,,False,False,False,28764,0.422680412371134,1.9468780419969407,1.4253928521763317,0.0024271844660194173,14.28869420108469,0.14859437751004015,16.513697677652623,0.6914119359534207,7.370324016131275,10.082047003198442,3.2679738562091503,0.06953135864274787,4.345709915171743,1.3906271728549575,0.20859407592824364,0.45195383117786125,73.21652065081352,38.589904046725074,23.779724655819777,11.333611458767905,1.5644555694618272,1.9121123626755667,15.157836184119036,10.360172437769434,0.0,0.0,134.4736476150744,17.521902377972467,12.585175914337366,7.335558336809901,1.4949242108190792,0.7300792657488527,0.2777777777777778,0.1738283966068697,0.45195383117786125,1.0,10.985954665554164,21.068001668752608,5.21485189820609,4.206647197886246,73.66847448199138,116.39549436795996,63.62119315811431,57.29383952162425,0.9444444444444444,0.5910165484633569,0.0,2.5726602697816716,0.0,0.14285714285714285,0.041699604743083006,0.041176470588235294,,2.5378945904602976,0.14048442906574393,0.20968858131487889,0.01591695501730104,0.04325259515570934,0.07525951557093426,0.13599013968775678,3.1984424975664023,0.16792842395044735,0.6342980148289883,0.1
Exodus,,,,,False,False,False,23748,0.639344262295082,0.9263938015832912,1.642243557352198,0.0,13.011622031328955,0.08270676691729323,16.759306046824996,0.6199376947040498,10.274549435741957,8.33754421424962,1.6843523665150748,0.042108809162876876,1.726461175677952,0.8421761832575374,0.336870473303015,0.4210880916287687,37.39262253663466,45.688057941721404,34.487114704396156,12.00101061141991,3.326595923867273,2.4423109314468583,14.611756779518275,8.253326595923868,0.0,0.0,109.9882095334344,16.464544382684856,19.370052214923362,7.5374768401549606,0.7579585649317837,2.3159845039582283,0.4166666666666667,0.21054404581438435,0.2947616641401381,0.11764705882352941,9.895570153276065,12.590533939700185,4.8425130537308405,3.073943068890012,91.50244231093146,93.9447532423783,78.02762337881084,69.26899107293245,0.3333333333333333,0.5474145191173994,0.0,0.6316321374431532,0.0,0.0,0.047644397125365986,0.0,,3.3687047330301496,0.1313403577554521,0.26758147512864494,0.011271747120803725,0.0450869884832149,0.08355795148247978,0.4224983649444081,1.9370052214923363,0.1742826780021254,0.6693657219973009,0.12173128944995491
Leviticus,,,,,False,False,False,17099,1.0,0.0,4.15228960757939,0.0,18.07123223580326,0.06930693069306931,14.26984034154044,0.46387832699619774,16.492192525878707,8.538511024036493,0.1754488566582841,0.0,1.520556757705129,0.0,0.23393180887771214,0.0,11.0532779694719,53.45341832855723,52.28375928416867,12.22293701386046,1.9884203754605532,2.2223521843382654,11.63810749166618,2.3978010409965496,0.0,0.0,87.37353061582549,23.21773203111293,20.761448037896955,10.76086320837476,1.6375226621439851,2.5732498976548337,1.0,0.058482952219428036,0.0,0.29411764705882354,8.59699397625592,4.678636177554243,5.029533890870812,1.1696590443885608,90.06374641791918,103.8657231417042,55.26638984735949,79.8877127317387,,0.058482952219428036,0.0,0.0,0.0,0.6363636363636364,0.07307386814932486,0.2,,0.9942101877302766,0.1635031635031635,0.31901431901431904,0.04428904428904429,0.049617049617049616,0.06526806526806526,0.7993630573248408,7.778232645183929,0.23,0.6873156342182891,0.19217081850533807
Numbers,,,,,False,False,False,23188,0.75,0.30188028290495084,0.9056408487148525,0.0,12.722097636708643,0.09090909090909091,15.439020182853199,0.6532846715328468,8.19389339313438,5.606348111091944,0.819389339313438,0.12937726410212178,1.2075211316198033,0.6468863205106089,0.04312575470070726,0.6468863205106089,32.344316025530446,36.74314300500259,29.368638951181648,12.247714335000863,5.99447990339831,1.638778678626876,13.498361221321373,5.821976884595481,0.0,0.0,98.88735552872176,14.921511126444713,13.929618768328446,6.468863205106089,1.9406589615318268,0.8625150940141452,0.6666666666666666,0.08625150940141452,0.04312575470070726,0.12631578947368421,7.762635846127307,10.608935656373987,5.175090564084871,1.9406589615318268,116.05140589960325,81.50767638433673,78.66137657409004,77.2382266689667,0.8333333333333334,0.12937726410212178,0.0,0.819389339313438,0.0,0.2222222222222222,0.046992481203007516,0.14285714285714285,,3.1913058478523375,0.19138755980861244,0.2477405635300372,0.02737905369484317,0.05874534821903243,0.08187134502923976,0.3862520458265139,4.441952734172848,0.18430034129692832,0.6221389929255098,0.1411764705882353
Deuteronomy,,,,,False,False,False,20128,0.13846153846153847,2.7821939586645468,0.44713831478537364,0.0,29.014308426073132,0.06787330316742081,10.333863275039745,0.33548387096774196,20.468998410174883,13.712241653418124,1.043322734499205,0.0,0.49682034976152617,0.44713831478537364,0.09936406995230525,0.645866454689984,12.619236883942767,58.47575516693164,50.775039745627986,19.72376788553259,4.024244833068362,3.179650238473768,22.505961844197138,5.465023847376789,0.0,0.0,125.04968203497616,21.810413354531004,18.92885532591415,7.849761526232114,1.6891891891891893,0.5465023847376789,0.2,0.09936406995230525,0.397456279809221,1.0,8.4956279809221,7.0548489666136724,8.744038155802862,2.633147853736089,71.0949920508744,144.22694753577107,74.9701907790143,52.16613672496025,1.0,1.3910969793322734,0.0,0.09936406995230525,0.0,0.26666666666666666,0.04440697020798201,0.25,,1.6891891891891893,0.09924283396430503,0.3628988642509465,0.014872904272579772,0.07733910221741482,0.12195781503515414,0.7302771855010661,2.7325119236883944,0.19333333333333333,0.7162002364998029,0.17073170731707318
Isaiah_1,720.0,30.0,SBH,prophecy,False,False,True,13504,0.6153846153846154,0.37026066350710896,0.5924170616113744,0.0,8.367890995260662,0.12719298245614036,9.108412322274882,0.38198757763975155,14.736374407582938,14.069905213270141,1.110781990521327,1.555094786729858,3.110189573459716,1.2588862559241707,0.37026066350710896,1.4069905213270142,11.996445497630333,67.60959715639811,54.28021327014218,30.287322274881515,5.405805687203792,4.146919431279621,14.44016587677725,13.255331753554502,0.0,0.0,132.8495260663507,25.54798578199052,16.143364928909953,17.69845971563981,2.5177725118483414,1.8513033175355451,0.25,0.0740521327014218,0.22215639810426538,,11.848341232227487,10.293246445497632,1.4810426540284358,2.5177725118483414,85.53021327014218,90.56575829383887,64.64751184834124,65.38803317535545,1.0,0.2962085308056872,0.0,0.9626777251184834,0.0,0.3125,0.08786764705882352,0.0,,3.036137440758294,0.14275542897828408,0.31505873976504095,0.013883944464222144,0.0701317194731221,0.06870772516909933,0.7182608695652174,2.8880331753554502,0.3293010752688172,0.6031344792719919,0.236328125
Isaiah_2,545.0,20.0,Transitional,prophecy,False,False,True,5738,0.7432432432432432,3.3112582781456954,9.585221331474381,0.0,5.4025792959219245,0.22115384615384615,6.971070059254096,0.19801980198019803,28.23283373997909,14.464970372952248,1.742767514813524,0.6971070059254095,3.3112582781456954,1.742767514813524,1.2199372603694667,0.5228302544440572,8.539560822586266,68.66504008365284,92.71523178807948,37.29522481700941,4.35691878703381,1.5684907633321714,10.630881840362495,24.573021958870687,0.0,0.0,161.03171836876962,38.16660857441617,23.004531195538515,16.03346113628442,4.008365284071105,1.742767514813524,0.7142857142857143,0.871383757406762,0.34855350296270476,,4.182642035552457,13.070756361101429,5.228302544440571,3.3112582781456954,59.079818752178454,144.82398048100384,65.35378180550714,58.2084349947717,1.0,0.34855350296270476,0.0,0.5228302544440572,0.0,0.0,0.06456140350877193,0.0,,2.4398745207389334,0.13123359580052493,0.37401574803149606,0.015091863517060367,0.08202099737532809,0.04002624671916011,0.6230769230769231,4.008365284071105,0.5020408163265306,0.7502246181491464,0.2826855123674912
Isaiah_3,400.0,100.0,Transitional,prophecy,False,False,True,3689,0.8888888888888888,0.5421523448088913,4.33721875847113,0.0,7.319056654920033,0.1717171717171717,4.879371103280022,0.18,22.228246137164543,15.993494171862292,1.626457034426674,0.5421523448088913,4.608294930875576,0.5421523448088913,1.0843046896177826,1.0843046896177826,8.945513689346708,66.14258606668474,73.19056654920033,37.137435619409054,4.066142586066685,5.421523448088913,15.722417999457848,9.487666034155597,0.0,0.0,137.7066955814584,29.005150447275685,27.64976958525346,17.077798861480076,5.150447275684467,0.813228517213337,0.3333333333333333,0.27107617240444565,0.5421523448088913,,7.319056654920033,8.945513689346708,1.626457034426674,2.439685551640011,73.73271889400921,148.27866630523175,71.8351856871781,60.72106261859582,1.0,0.0,0.0,0.27107617240444565,0.1111111111111111,,0.07758620689655173,0.14285714285714285,,0.5421523448088913,0.12128418549346016,0.3638525564803805,0.0178359096313912,0.10344827586206896,0.06777645659928656,0.753731343283582,4.066142586066685,0.4945054945054945,0.6407599309153713,0.27607361963190186
Zechariah_1,518.0,10.0,Transitional,prophecy,False,False,True,2484,1.0,0.0,3.6231884057971016,0.0,11.272141706924316,0.09090909090909091,24.9597423510467,0.7560975609756098,8.051529790660224,10.064412238325282,1.6103059581320451,0.4025764895330113,6.843800322061192,0.4025764895330113,0.0,0.0,38.64734299516908,55.55555555555555,23.752012882447666,30.193236714975843,0.4025764895330113,2.4154589371980677,22.544283413848632,10.064412238325282,0.0,0.0,146.1352657004831,13.285024154589372,12.077294685990339,8.051529790660224,2.4154589371980677,1.2077294685990339,1.0,1.2077294685990339,0.0,,12.077294685990339,38.64734299516908,2.4154589371980677,6.038647342995169,72.86634460547505,83.33333333333333,72.46376811594203,59.17874396135266,,0.0,0.0,1.2077294685990339,0.0,,0.043859649122807015,,,0.8051529790660226,0.16287878787878787,0.19507575757575757,0.01893939393939394,0.11931818181818182,0.10606060606060606,0.35570469798657717,4.025764895330112,0.30303030303030304,0.6634615384615384,0.16417910447761194
