id,date_bce,date_sigma,register,genre,holdout,hbvi_holdout,in_training,n_words,frac_ani,rate_anochi,rate_ani,frac_she,rate_asher,frac_ein,rate_neg_al,frac_neg_al,rate_neg_lo,rate_ki,rate_gam,rate_lakhen,rate_hinne,rate_atta,rate_az,rate_af,rate_wayyiqtol,rate_qatal,rate_yiqtol,rate_ptca,rate_ptcp,rate_inf_abs,rate_inf_con,rate_impv,rate_jussive,rate_cohort,rate_qal,rate_hiphil,rate_piel,rate_niphal,rate_hithpael,rate_hophal,frac_baqash,rate_baqash,rate_shaal,frac_qahal,rate_hayah,rate_amar,rate_natan,rate_halak,rate_const,rate_prs,rate_pl_noun,rate_f_noun,frac_anachnu,rate_pen,rate_terem,rate_na,frac_halak_piel,frac_ysf_qal,frac_niphal,frac_yld_nif,frac_zaqaq,rate_ut_nouns,frac_nmcl,frac_fronted,frac_cpen,frac_ptcp_cl,frac_infc,frac_wqtl_wayq,rate_cpen_1k,frac_sv,frac_null_subj,frac_ov
Zechariah_2,350.0,150.0,LBH,prophecy,False,False,True,1987,0.2857142857142857,2.5163563160543534,1.0065425264217414,0.0,8.05234021137393,0.058823529411764705,7.0457976849521895,0.30434782608695654,16.10468042274786,12.581781580271766,4.026170105686965,0.5032712632108707,3.019627579265224,0.5032712632108707,0.0,0.5032712632108707,9.562154001006542,66.9350780070458,54.35329642677403,31.20281831907398,0.5032712632108707,2.5163563160543534,7.54906894816306,7.0457976849521895,0.0,0.0,121.7916456970307,22.14393558127831,11.575239053850025,18.117765475591344,1.0065425264217414,1.509813789632612,0.6666666666666666,1.0065425264217414,0.5032712632108707,,18.621036738802214,6.542526421741319,0.5032712632108707,1.0065425264217414,86.56265727226975,88.57574232511324,59.88928032209361,56.366381479617516,,0.0,0.0,0.0,0.0,,0.10084033613445378,0.0,,0.5032712632108707,0.12121212121212122,0.27823691460055094,0.005509641873278237,0.07713498622589532,0.04132231404958678,0.8403361344537815,1.0065425264217414,0.31683168316831684,0.6167883211678832,0.19696969696969696
Chronicles,330.0,40.0,LBH,narrative,False,False,True,35330,0.967741935483871,0.028304557033682422,0.8491367110104727,0.005763688760806916,9.765072176620437,0.13821138211382114,6.510048117746957,0.5203619909502263,6.000566091140674,8.321539767902633,1.3303141805830738,0.028304557033682422,1.3586187376167562,1.1887913954146618,0.3962637984715539,0.33965468440418906,41.098216812906884,32.94650438720634,9.906594961788848,13.529578262100198,2.6889329181998303,0.7642230399094254,17.0676478913105,4.6702519105576,0.0,0.0,79.98867817718653,22.105859043305973,9.736767619586754,6.3402207755448625,3.000283045570337,0.537786583639966,0.5416666666666666,0.3679592414378715,0.31135012737050666,0.9705882352941176,6.7364845740164165,7.2459666006227,4.358901783187093,2.122841777526182,98.78290404755167,74.04472120011322,92.98046985564676,55.73167279932069,1.0,0.028304557033682422,0.0,0.22643645626945938,0.0,0.09090909090909091,0.05168435625288417,0.08196721311475409,,3.424851401075573,0.232734678763192,0.19292723569709314,0.010738752082947603,0.06702462506943159,0.11053508609516756,0.1962201222901612,1.6416643079535804,0.25,0.5838947706127687,0.1061061061061061
Daniel,167.0,10.0,LBH,apocalyptic,False,True,True,3437,0.9583333333333334,0.2909514111143439,6.69188245562991,0.0,13.674716322374163,0.16363636363636364,9.01949374454466,0.4025974025974026,13.38376491125982,6.9828338667442535,0.5819028222286878,0.0,3.200465522257783,2.0366598778004072,0.0,0.5819028222286878,26.476578411405296,54.69886528949665,39.278440500436425,25.603724178062265,2.3276112889147513,1.7457084666860634,17.457084666860634,7.273785277858598,0.0,0.0,100.08728542333431,30.54989816700611,14.83852196683154,20.07564736688973,7.564736688972942,1.4547570555717195,1.0,1.1638056444573757,0.0,,6.400931044515566,6.109979633401222,4.946173988943846,0.8728542333430317,81.17544370090195,100.37823683444864,75.64736688972941,67.50072737852778,1.0,0.0,0.0,0.5819028222286878,0.0,0.0,0.11480865224625623,0.0,,7.564736688972942,0.13425925925925927,0.2222222222222222,0.012345679012345678,0.08487654320987655,0.09259259259259259,0.55,2.3276112889147513,0.3953488372093023,0.6942528735632184,0.1348314606741573
Jer_oracle,605.0,30.0,SBH,prophecy,True,False,False,14539,0.65,0.9629272989889263,1.788293555265149,0.0,9.835614553958319,0.1675531914893617,12.793176972281449,0.3727454909819639,21.52830318453814,19.877570671985694,3.1639039823921866,2.4760987688286678,5.915124836646262,0.2751220854254075,0.2751220854254075,0.7565857349198707,9.49171194717656,80.61077102964441,50.14100006878052,28.81903844831144,2.407318247472316,4.058050760024761,12.036591237361579,18.364399202145954,0.0,0.0,138.59275053304904,26.136598115413715,17.95171607400784,16.5761056468808,2.957562418323131,0.8941467776325746,0.6666666666666666,0.8253662562762226,0.4126831281381113,0.5,8.666345690900338,13.82488479262673,4.058050760024761,4.470733888162872,82.74296719169132,121.39762019396106,66.44198363023591,61.48978609257858,1.0,0.4126831281381113,0.0,0.34390260678175943,0.0,0.0,0.08049432197728791,0.0,,2.957562418323131,0.1314194577352472,0.3690590111642743,0.012759170653907496,0.06698564593301436,0.05518341307814992,0.7341040462427746,2.7512208542540755,0.3089311859443631,0.6818973020017406,0.16262975778546712
Jer_DTR,,,,,False,False,False,15197,0.5490196078431373,1.5134566032769625,1.842468908337172,0.0,20.85938014081727,0.1145374449339207,22.37283674409423,0.6284658040665434,13.226294663420411,9.475554385734027,0.7896295321445022,1.2502467592287951,3.4875304336382182,0.7896295321445022,0.2632098440481674,0.8554319931565441,22.76765151016648,52.97098111469369,25.53135487267224,19.60913338158847,2.5662959794696323,5.264196880963348,20.99098506284135,8.685924853589524,0.0,0.0,112.06159110350727,20.33296045272093,12.502467592287951,10.528393761926695,1.1186418372047116,1.0528393761926695,0.6875,0.7238270711324604,0.32901230506020923,1.0,9.080739619661776,18.293084161347636,5.8564190300717245,3.355925511614134,100.61196288741199,87.71468052905179,64.09159702572876,54.35283279594657,1.0,0.1316049220240837,0.0,1.6450615253010463,0.0,0.6666666666666666,0.06647278770253427,0.0,,2.632098440481674,0.07893660531697341,0.3312883435582822,0.011860940695296524,0.09734151329243354,0.13047034764826176,0.5007235890014472,1.9082713693492135,0.17748091603053434,0.6664659843467791,0.13090128755364808
D_Code,,,,,False,False,False,7353,0.07142857142857142,1.767985856113151,0.13599891200870393,0.0,28.69577043383653,0.045662100456621,11.151910784713722,0.281786941580756,28.42377260981912,18.495852033183734,0.9519923840609276,0.0,0.6799945600435197,0.27199782401740785,0.0,0.13599891200870393,3.1279749762001905,62.559499524003805,69.2234462124303,20.263837889296887,2.4479804161566707,3.943968448252414,20.943832449340405,1.495988032095743,0.0,0.0,131.1029511763906,20.53583571331429,20.943832449340405,8.023935808513531,0.9519923840609276,1.2239902080783354,0.2,0.13599891200870393,0.5439956480348157,1.0,12.375900992792058,4.351965184278526,9.519923840609275,2.4479804161566707,62.559499524003805,151.9107847137223,64.46348429212566,59.29552563579491,1.0,1.495988032095743,0.0,0.0,0.0,0.2222222222222222,0.04360679970436068,0.5,,1.2239902080783354,0.08376193975018369,0.4305657604702425,0.014695077149155033,0.06098457016899339,0.112417340191036,0.9346590909090909,2.7199782401740786,0.15137614678899083,0.7376387487386479,0.17518248175182483
D_Frame,,,,,False,False,False,11993,0.023809523809523808,3.4186608855165512,0.08338197281747686,0.0,30.10089218710915,0.07425742574257425,9.83907279246227,0.38688524590163936,15.592428916868174,10.0892187109147,1.0005836738097225,0.0,0.4169098640873843,0.5002918369048612,0.16676394563495373,0.9172017009922454,17.59359626448762,57.20003335278913,37.27174184941216,19.511381639289585,4.8361544234136575,2.834987075794213,24.430918035520722,7.254231635120488,0.0,0.0,121.23738847661136,21.679312932543986,16.843158509130326,8.088051363295255,2.1679312932543984,0.16676394563495373,0.25,0.08338197281747686,0.2501459184524306,1.0,6.587175852580672,8.50496122738264,8.671725173017593,2.9183690486116904,74.29333778037189,139.0811306595514,80.13007587759527,47.44434253314434,1.0,1.2507295922621529,0.0,0.16676394563495373,0.0,0.3333333333333333,0.04731707317073171,0.0,,2.001167347619445,0.09818520241973011,0.33178222429036763,0.014890646812470917,0.09073987901349465,0.13587715216379712,0.6263345195729537,2.6682231301592596,0.21288515406162464,0.6979534227240649,0.16546762589928057
D_Song,,,,,False,False,False,782,0.7777777777777778,2.557544757033248,8.951406649616368,0.0,15.34526854219949,0.23809523809523808,10.230179028132993,0.3333333333333333,20.460358056265985,24.296675191815854,2.557544757033248,0.0,0.0,1.278772378516624,0.0,1.278772378516624,25.57544757033248,39.64194373401535,84.39897698209718,17.902813299232736,6.39386189258312,1.278772378516624,7.672634271099745,15.34526854219949,0.0,0.0,126.5984654731458,35.80562659846547,31.969309462915604,2.557544757033248,1.278772378516624,0.0,0.0,0.0,1.278772378516624,,1.278772378516624,10.230179028132993,2.557544757033248,0.0,102.30179028132991,150.89514066496162,94.62915601023019,57.54475703324808,,2.557544757033248,0.0,0.0,,,0.012903225806451613,0.0,,1.278772378516624,0.22340425531914893,0.22872340425531915,0.015957446808510637,0.0425531914893617,0.031914893617021274,0.16666666666666666,3.8363171355498724,0.28,0.751937984496124,0.19148936170212766
Lev_Holiness,,,,,False,False,False,5958,1.0,0.0,11.07754279959718,0.0,15.609264853977844,0.030927835051546393,14.937898623699228,0.3212996389891697,31.554212823095,13.091641490433032,0.5035246727089627,0.0,0.0,0.0,0.671366230278617,0.0,6.3779791876468614,49.00973481033904,73.51460221550856,14.26653239342061,2.181940248405505,2.853306478684122,16.61631419939577,2.5176233635448138,0.0,0.0,107.25075528700906,22.15508559919436,21.81940248405505,10.741859684457872,1.6784155756965424,3.1889895938234307,1.0,0.16784155756965424,0.0,0.0,11.916750587445453,6.3779791876468614,7.385028533064787,2.3497818059751596,90.46659953004364,141.32259147364886,66.46525679758308,89.45955018462571,,0.0,0.0,0.0,0.0,0.75,0.0641925777331996,0.5,,2.181940248405505,0.14088159031979255,0.3915298184961106,0.05445116681071737,0.045808124459809856,0.08383751080380294,0.8642857142857143,10.574018126888218,0.3224043715846995,0.7554417413572343,0.25336927223719674
Lev_Priestly,,,,,False,False,False,10496,1.0,0.0,0.4763719512195122,0.0,19.245426829268293,0.15789473684210525,14.386432926829269,0.6536796536796536,7.621951219512195,6.288109756097561,0.0,0.0,2.4771341463414633,0.0,0.0,0.0,14.291158536585366,56.21189024390244,38.9672256097561,11.432926829268293,2.0007621951219514,1.4291158536585367,9.336890243902438,2.381859756097561,0.0,0.0,76.98170731707317,22.580030487804876,20.865091463414636,10.575457317073171,1.7149390243902438,2.191310975609756,,0.0,0.0,0.35714285714285715,5.430640243902439,3.8109756097560976,3.8109756097560976,0.5716463414634146,89.7484756097561,82.6028963414634,49.92378048780488,74.98094512195122,,0.09527439024390244,0.0,0.0,0.0,0.0,0.07773109243697479,0.0,,0.38109756097560976,0.1777264858626659,0.2631275245239469,0.03577611079053664,0.054241200230813615,0.05597230236583958,0.7622820919175911,5.907012195121951,0.18441558441558442,0.6493174061433447,0.14831460674157304
Song_Sea,,,,,False,False,False,433,1.0,0.0,2.3094688221709005,0.0,2.3094688221709005,0.0,9.237875288683602,0.5714285714285714,6.928406466512702,11.547344110854503,0.0,0.0,0.0,0.0,4.618937644341801,2.3094688221709005,41.57043879907621,80.83140877598153,66.97459584295612,30.023094688221708,0.0,6.928406466512702,9.237875288683602,2.3094688221709005,0.0,0.0,175.51963048498845,23.094688221709006,18.475750577367204,18.475750577367204,0.0,0.0,,0.0,0.0,,2.3094688221709005,11.547344110854503,0.0,4.618937644341801,62.35565819861432,133.94919168591224,78.52193995381063,66.97459584295612,,0.0,0.0,0.0,0.0,,0.07766990291262135,,,2.3094688221709005,0.11538461538461539,0.27884615384615385,0.028846153846153848,0.028846153846153848,0.028846153846153848,0.25,6.928406466512702,0.16666666666666666,0.6265060240963856,0.23809523809523808
Song_Deborah,,,,,False,False,False,462,0.0,4.329004329004329,0.0,0.6666666666666666,2.1645021645021645,0.0,0.0,0.0,6.493506493506494,2.1645021645021645,4.329004329004329,0.0,0.0,0.0,10.822510822510822,0.0,6.493506493506494,93.07359307359307,41.125541125541126,28.13852813852814,2.1645021645021645,2.1645021645021645,19.48051948051948,30.303030303030305,0.0,0.0,160.17316017316017,6.493506493506494,30.303030303030305,15.151515151515152,4.329004329004329,0.0,0.0,0.0,2.1645021645021645,,0.0,4.329004329004329,2.1645021645021645,6.493506493506494,112.55411255411256,69.26406926406926,129.87012987012986,77.92207792207792,,0.0,0.0,0.0,0.0,,0.06796116504854369,,,2.1645021645021645,0.1388888888888889,0.39814814814814814,0.046296296296296294,0.009259259259259259,0.08333333333333333,0.5,10.822510822510822,0.42857142857142855,0.6282051282051282,0.17391304347826086
P_source,,,,,False,False,False,54435,0.9224806201550387,0.1837053366400294,2.1860935060163498,0.0012610340479192938,14.549462661890328,0.07407407407407407,13.31863690640213,0.5918367346938775,9.18526683200147,5.731606503168917,0.642968678240103,0.07348213465601176,1.1940846881601912,0.11022320198401764,0.11022320198401764,0.12859373564802057,24.87370258105998,42.34408009552677,33.122072196197294,10.967208597409755,4.2252227427206765,1.285937356480206,13.024708367778084,4.170111141728667,0.0,0.0,89.3910168090383,17.470377514466794,15.853770552034536,7.237990263617158,1.1573436208321852,1.8003122990722882,0.5,0.05511160099200882,0.05511160099200882,0.15625,9.718012308257554,7.072655460641132,5.492789565536879,0.9736382841921558,108.90052356020942,89.88702121796638,79.36070542849271,85.5883163405897,0.6666666666666666,0.0918526683200147,0.0,0.16533480297602646,0.0,0.5,0.05400959561343386,0.04854368932038835,,2.8290621842564527,0.19209747210202688,0.2559781370986108,0.03085857435663858,0.051127305852880896,0.07993623320428149,0.540448674371176,4.978414622944797,0.2037132542547705,0.646123962564012,0.13723737147966025
JE_source,,,,,False,False,False,37752,0.4076923076923077,2.0396270396270397,1.4038991311718585,0.001851851851851852,14.277389277389277,0.12,19.787031150667513,0.6412017167381975,11.072261072261073,11.893409620682348,3.1256622165713073,0.052977325704598434,4.211697393515576,1.8012290739563466,0.2913752913752914,0.7946598855689765,67.96990887899979,42.62025852934944,33.057851239669425,13.19135410044501,1.7747404111040475,3.072684890866709,15.442890442890443,11.655011655011656,0.0,0.0,140.94617503708412,17.95931341385887,16.608391608391607,8.555838101292647,1.9601610510701417,1.112523839796567,0.35714285714285715,0.26488662852299216,0.47679593134138587,0.6,9.13858868404323,22.065056155965248,4.476584022038567,5.5096418732782375,67.4136469591015,113.00063572790846,55.493748675566856,47.1233312142403,0.9333333333333333,0.7681712227166773,0.0,2.542911633820725,0.0,0.10714285714285714,0.04532061175810299,0.031914893617021274,,2.463445645263827,0.1118854045683314,0.2472577106723448,0.013292037682281585,0.04607046070460705,0.0743321718931475,0.18961696739474518,2.728332273786819,0.16178010471204188,0.6537405628002745,0.12914691943127962
D_source,,,,,False,False,False,20128,0.13846153846153847,2.7821939586645468,0.44713831478537364,0.0,29.014308426073132,0.06787330316742081,10.333863275039745,0.33548387096774196,20.468998410174883,13.712241653418124,1.043322734499205,0.0,0.49682034976152617,0.44713831478537364,0.09936406995230525,0.645866454689984,12.619236883942767,58.47575516693164,50.775039745627986,19.72376788553259,4.024244833068362,3.179650238473768,22.505961844197138,5.465023847376789,0.0,0.0,125.04968203497616,21.810413354531004,18.92885532591415,7.849761526232114,1.6891891891891893,0.5465023847376789,0.2,0.09936406995230525,0.397456279809221,1.0,8.4956279809221,7.0548489666136724,8.744038155802862,2.633147853736089,71.0949920508744,144.22694753577107,74.9701907790143,52.16613672496025,1.0,1.3910969793322734,0.0,0.09936406995230525,0.0,0.26666666666666666,0.04440697020798201,0.25,,1.6891891891891893,0.09924283396430503,0.3628988642509465,0.014872904272579772,0.07733910221741482,0.12195781503515414,0.7302771855010661,2.7325119236883944,0.19333333333333333,0.7162002364998029,0.17073170731707318
Gen_JE,,,,,False,False,False,22409,0.40476190476190477,2.231246374224642,1.5172475344727565,0.0030211480362537764,14.726226069882637,0.15137614678899083,18.697844616002502,0.6937086092715232,8.255611584631174,11.468606363514658,3.6146191262439196,0.08924985496898567,5.042616805747691,1.6064973894417423,0.267749564906957,0.535499129813914,76.0855013610603,41.23343299567138,25.436208666160915,12.27185505823553,1.918871881833192,2.3204962291936275,15.529474764603506,11.111606943638717,0.0,0.0,142.88901780534607,17.180597081529744,14.101477085099738,7.3631130349413185,1.6064973894417423,0.9371234771743496,0.2777777777777778,0.2231246374224642,0.5801240572984069,1.0,9.371234771743497,23.472711856843233,5.1318666607166765,4.997991878263198,65.464768619751,121.51367754027399,55.91503413806952,53.46066312642242,0.9285714285714286,0.7139988397518854,0.0,3.0791199964300056,0.0,0.14285714285714285,0.03960633701392223,0.037037037037037035,,2.2758713017091345,0.12524126099077848,0.2223890199442419,0.01608406605189792,0.0461076560154407,0.07441561226678105,0.13560182833925852,3.3468695613369626,0.17427007299270073,0.66006408389164,0.10756972111553785
Exo_JE,,,,,False,False,False,11780,0.48717948717948717,1.697792869269949,1.6129032258064515,0.0,13.667232597623089,0.09900990099009901,20.543293718166385,0.5707547169811321,15.449915110356537,13.073005093378608,2.3769100169779285,0.0,2.716468590831919,1.6129032258064515,0.33955857385398985,0.7640067911714771,51.78268251273345,44.73684210526316,46.17996604414262,14.855687606112054,0.9337860780984719,4.244482173174873,15.280135823429541,12.139219015280137,0.0,0.0,134.04074702886248,20.543293718166385,20.713073005093378,10.271646859083193,1.4431239388794568,1.697792869269949,0.5,0.4244482173174873,0.4244482173174873,0.0,10.186757215619695,19.35483870967742,3.1409168081494054,5.602716468590832,72.24108658743633,103.5653650254669,59.083191850594226,37.011884550084886,1.0,1.1035653650254669,0.0,1.2733446519524618,0.0,0.0,0.054017857142857145,0.0,,2.631578947368421,0.08776480760916558,0.29399048854301774,0.007349762213575443,0.04496325118893212,0.07565931690445309,0.31412429378531076,1.4431239388794568,0.15171288743882544,0.6474820143884892,0.15630885122410546
Num_JE,,,,,False,False,False,3563,0.0,1.9646365422396854,0.0,0.0,13.471793432500702,0.07272727272727272,24.136963233230425,0.6277372262773723,14.313780522031996,10.665169800729723,2.5259612685938815,0.0,3.929273084479371,3.648610721302273,0.280662363177098,2.5259612685938815,70.44625315745158,44.34465338198148,37.60875666573112,13.471793432500702,3.648610721302273,3.929273084479371,15.436429974740387,13.471793432500702,0.0,0.0,151.5576761156329,14.313780522031996,18.80437833286556,10.384507437552625,5.893909626719057,0.280662363177098,,0.0,0.0,1.0,4.209935447656469,22.17232669099074,4.771260174010665,8.419870895312938,63.710356441201235,90.65394330620263,40.976705023856304,40.696042660679204,,0.0,0.0,3.3679483581251755,0.0,0.2,0.05131761442441054,0.0,,3.0872859949480773,0.1034928848641656,0.2574385510996119,0.014230271668822769,0.04915912031047866,0.06985769728331177,0.17704918032786884,3.0872859949480773,0.12437810945273632,0.6360544217687075,0.17647058823529413
