rho,pair,mae
-3.384676882889376404e-01,3.796610169491525522e-01,2.042972840990699979e+02
1.351560393508726976e-01,5.423728813559322015e-01,1.800470521383639380e+02
2.780132775251569210e-01,5.864406779661016644e-01,1.608877636046915143e+02
-2.160186269966939687e-01,4.305084745762711718e-01,2.126219379169017714e+02
-7.431656864592145473e-02,4.711864406779661119e-01,1.855088058335164476e+02
7.277632888123913846e-02,5.220338983050847315e-01,1.677474855871847694e+02
-2.926455552896388770e-02,5.084745762711864181e-01,1.895691664924041220e+02
-3.804392218765305644e-01,3.796610169491525522e-01,2.312160719039355286e+02
-6.353489029314529635e-02,5.389830508474576787e-01,1.896644796517114173e+02
-3.315366093478672171e-01,4.000000000000000222e-01,2.041031673260628168e+02
-1.886793711735829659e-01,4.406779661016949068e-01,2.098851430741151205e+02
2.248750056436172595e-01,5.796610169491525077e-01,1.671968834061893006e+02
-2.803236371721803954e-01,3.966101694915254439e-01,2.195789570476196957e+02
-1.070466636454205367e-01,4.745762711864406902e-01,2.000832780118204255e+02
-3.480941868182020338e-01,3.864406779661017088e-01,2.366001970554967500e+02
-3.296113096420143496e-01,4.135593220338982801e-01,2.237513884477244517e+02
-2.106277878203058618e-01,4.372881355932203284e-01,1.863537270624450457e+02
1.289950802921434603e-01,5.423728813559322015e-01,1.732583039926403501e+02
3.504045464652254943e-02,5.220338983050847315e-01,1.822858593279924264e+02
4.690030083457634169e-01,6.610169491525423879e-01,1.268328209284727137e+02
1.655757747033483052e-01,5.355932203389830448e-01,1.648938479844601659e+02
-2.360417439375639970e-01,4.338983050847457501e-01,2.003968491483111904e+02
7.162114905772741513e-02,5.864406779661016644e-01,1.775904524882942610e+02
2.310359647023464968e-01,5.661016949152541944e-01,1.484210822062488546e+02
-3.415481678183022174e-01,3.762711864406779738e-01,2.224972301608332828e+02
-4.874858855219511011e-01,3.220338983050847204e-01,2.229942754934586162e+02
3.966117394056947743e-02,5.050847457627118953e-01,1.825237511198012328e+02
-1.748172132914421473e-01,4.305084745762711718e-01,1.961676705003228847e+02
3.465539470535197730e-03,5.016949152542372614e-01,1.756183268425890560e+02
9.472474552796206204e-02,5.457627118644067243e-01,1.644190342713481243e+02
-5.275321194036911021e-02,4.711864406779661119e-01,1.697457862917084412e+02
-2.579901605842868997e-02,4.847457627118644252e-01,1.815750030011644753e+02
-4.928767246983391942e-02,4.881355932203390036e-01,1.729747511743706809e+02
-1.917598507029475985e-01,4.474576271186440635e-01,2.192893011742606859e+02
-2.837891766427155793e-01,4.237288135593220151e-01,1.851064965897086836e+02
3.388527482301081917e-02,5.593220338983050377e-01,1.913336519058076988e+02
3.658069441120485876e-02,5.152542372881355748e-01,1.857270908297792573e+02
8.548330693986820605e-02,5.999999999999999778e-01,1.530410791376890245e+02
-3.685023637002426966e-01,3.728813559322033955e-01,2.167684911409928930e+02
-3.554103257004430083e-01,3.593220338983050821e-01,2.064170775644547007e+02
9.780522505732668070e-02,5.322033898305085220e-01,1.639517354240677776e+02
-4.062382379349592232e-01,3.830508474576271305e-01,2.324386725114330261e+02
5.448598167563670769e-01,7.152542372881356414e-01,1.212306740766068600e+02
-4.828651662279041523e-01,3.288135593220338770e-01,2.007156682756608745e+02
-3.523298461710784313e-01,3.762711864406779738e-01,2.093608581063399470e+02
-5.005779235217507062e-03,5.050847457627118953e-01,1.906878929861703682e+02
3.307664894655260590e-01,6.881355932203390147e-01,1.539541978871095580e+02
-2.345015041728817085e-01,4.169491525423728584e-01,1.984282375419983850e+02
-4.004623388174005649e-01,3.627118644067796605e-01,2.011988083699271499e+02
-1.513285568800369629e-01,4.406779661016949068e-01,1.862638978244636405e+02
-8.086258764582127459e-03,5.355932203389830448e-01,1.734834500039260092e+02
1.925299705852887566e-01,6.203389830508474478e-01,1.531275590122507992e+02
1.501733770565252292e-02,5.050847457627118953e-01,1.780938709065357273e+02
-8.702354670455050845e-02,4.779661016949152685e-01,1.808286585846541357e+02
1.162881022335143927e-01,5.322033898305085220e-01,1.653935644358106458e+02
3.369274485242552686e-01,6.237288135593220817e-01,1.396730658676348469e+02
5.698887129324546608e-02,5.152542372881355748e-01,1.854573201167423804e+02
-1.875241913500712287e-01,4.508474576271186418e-01,1.862779875289725453e+02
3.889105405822831929e-02,5.661016949152541944e-01,1.493378163893635531e+02
3.677322438179014830e-01,6.305084745762712384e-01,1.451944984814833219e+02
2.506740217020459460e-01,6.067796610169491345e-01,1.596545219566621086e+02
-3.519447862299078245e-01,3.661016949152542388e-01,1.957115925845020570e+02
2.549096810549222880e-01,5.661016949152541944e-01,1.625981678777112904e+02
2.964961547013446608e-01,5.999999999999999778e-01,1.465006297191142153e+02
-2.668465392312102114e-01,4.169491525423728584e-01,2.031790854382155089e+02
4.547557905224519637e-01,7.152542372881356414e-01,1.659238504958118483e+02
1.463227776448194351e-01,6.135593220338982912e-01,1.827370101199819317e+02
1.247594209392671044e-01,5.999999999999999778e-01,1.797665681723724731e+02
1.520986767623780933e-01,5.491525423728813582e-01,1.724075243812492033e+02
-2.268003053494700993e-01,4.338983050847457501e-01,2.071983578264643313e+02
2.483636620550224716e-01,6.576271186440677541e-01,1.530838832123912425e+02
-6.919527142835277811e-01,2.576271186440677874e-01,2.418370729182874186e+02
2.268003053494700993e-01,5.796610169491525077e-01,1.637091950326363872e+02
4.890261252866334035e-02,5.186440677966102086e-01,1.805177525517599122e+02
-7.354644876358029659e-02,4.610169491525423768e-01,1.818099159332628290e+02
-9.703510517498553645e-02,4.915254237288135819e-01,2.041177476508817676e+02
4.628420492870341518e-01,7.491525423728813138e-01,1.561249690062865056e+02
7.354644876358029659e-02,5.220338983050847315e-01,1.691536401095984559e+02
-2.502889617608753531e-02,4.983050847457627386e-01,1.872492898040402451e+02
-3.523298461710784313e-01,3.796610169491525522e-01,2.191178832897117559e+02
7.085102917538625700e-02,5.999999999999999778e-01,1.512396577388855690e+02
2.880248359955919213e-01,5.966101694915254550e-01,1.539969970834108608e+02
-3.469390069946902688e-01,3.694915254237288171e-01,1.957022504868246813e+02
-3.735081429354600996e-02,5.016949152542372614e-01,1.700601502026675291e+02
1.513285568800369629e-01,5.966101694915254550e-01,1.743117430676954598e+02
-2.117829676438175990e-01,4.813559322033898469e-01,2.036013648278000687e+02
-2.579901605842869206e-01,4.101694915254237017e-01,2.031577242636368510e+02
-5.968429088143950567e-02,4.847457627118644252e-01,1.756695854720496470e+02
1.721217937032481493e-01,6.203389830508474478e-01,1.509760224925414605e+02
7.893728793996838966e-02,5.322033898305085220e-01,1.759535308425483606e+02
-4.104738972878356207e-01,3.559322033898305038e-01,1.948533479054169959e+02
-1.297652001744846184e-01,4.508474576271186418e-01,1.883521036662400832e+02
-7.855222799879781059e-02,4.677966101694915335e-01,1.993749429201835426e+02
1.424721782331136652e-02,5.525423728813558810e-01,1.753110213179417372e+02
2.345015041728817085e-01,5.796610169491525077e-01,1.428590738612527673e+02
7.316138882240971753e-02,5.152542372881355748e-01,1.627467689872145513e+02
-1.012707645278618646e-01,4.949152542372881602e-01,1.862902198851088542e+02
-4.393533928756289120e-01,3.355932203389830337e-01,2.219383761357216258e+02
-4.274165346993410303e-02,5.186440677966102086e-01,1.581314397310329980e+02
-8.663848676337992938e-02,4.881355932203390036e-01,1.716475827456960133e+02
-2.171738068202057059e-01,4.338983050847457501e-01,1.837732937281857915e+02
5.044285229334564968e-02,5.254237288135593653e-01,1.799759877958652510e+02
3.696575435237544061e-01,7.050847457627118509e-01,1.595870959163281384e+02
-2.649212395253572883e-01,4.000000000000000222e-01,2.019298708281887116e+02
-3.303814295243554522e-01,3.932203389830508655e-01,2.167780000689301119e+02
6.777054964602163833e-02,5.220338983050847315e-01,1.700964299767534271e+02
2.429728228786343647e-01,5.898305084745762983e-01,1.494247646657614439e+02
3.812093417588716809e-02,5.254237288135593653e-01,1.505580332763274498e+02
-8.971896629274454804e-02,4.881355932203390036e-01,2.099289321155329446e+02
-1.609550554093013841e-01,4.949152542372881602e-01,2.017470151168081713e+02
2.464383623491695971e-02,5.423728813559322015e-01,1.564962470418289229e+02
-2.475935421726813135e-01,3.966101694915254439e-01,1.960893131977568089e+02
-2.618407599959927112e-01,4.169491525423728584e-01,1.839715100446841802e+02
-2.402774032904403667e-01,4.203389830508474367e-01,1.868076105341361028e+02
-1.313054399391669069e-01,4.745762711864406902e-01,2.028077438198651237e+02
2.926455552896388701e-01,5.966101694915254550e-01,1.570593224267487358e+02
3.253756502891379521e-01,6.271186440677966045e-01,1.504189066567942916e+02
5.852911105792777541e-02,5.457627118644067243e-01,1.693643323832632177e+02
-1.043512440572264971e-01,5.016949152542372614e-01,1.484254426973660657e+02
-2.541395611725811438e-02,5.152542372881355748e-01,1.930695968317864981e+02
-2.999616941718798446e-01,3.932203389830508655e-01,2.083332498943231315e+02
2.918754354072977675e-01,6.474576271186440746e-01,1.531284466113516487e+02
9.626498529264437831e-02,5.322033898305085220e-01,1.605806344856524106e+02
-1.829034720560242799e-01,4.338983050847457501e-01,1.979543675704164798e+02
2.221795860554231783e-01,5.762711864406779849e-01,1.557014133412218371e+02
-1.093570232924439972e-01,4.915254237288135819e-01,1.638436287472042636e+02
-9.626498529264435056e-03,5.118644067796610519e-01,1.469873693281097076e+02
-2.275704252318113130e-01,4.271186440677965934e-01,2.118819002187420608e+02
-1.197536417040495904e-01,4.915254237288135819e-01,1.796612238182547969e+02
1.663458945856894911e-01,5.999999999999999778e-01,1.502380237170803809e+02
-1.636504749974954098e-01,4.508474576271186418e-01,1.919680239790905034e+02
-1.139777425864909322e-01,4.847457627118644252e-01,2.026971604554011321e+02
-2.814788169956921604e-01,4.203389830508474367e-01,2.175740956864326279e+02
-4.740087875809808615e-01,3.186440677966101420e-01,2.211661083797315541e+02
-1.220640013510730648e-01,4.711864406779661119e-01,1.910853834892480165e+02
-2.171738068202057059e-01,4.237288135593220151e-01,1.990252766920541774e+02
-1.902196109382652822e-01,4.372881355932203284e-01,2.020162617339242956e+02
9.780522505732668070e-02,5.220338983050847315e-01,1.677097410701200033e+02
-2.321911445258582340e-01,4.271186440677965934e-01,2.083905118497805233e+02
-3.711977832884367223e-01,3.627118644067796605e-01,2.000699778435445353e+02
-1.120524428806380507e-01,4.711864406779661119e-01,1.935777092307713190e+02
-1.366962791155549861e-01,4.610169491525423768e-01,1.957110799090776254e+02
-2.884098959367625281e-01,4.169491525423728584e-01,2.218033216284337641e+02
1.640355349386660166e-01,5.830508474576271416e-01,1.561281519641746058e+02
-8.817872652806223177e-02,4.949152542372881602e-01,1.448310749685128656e+02
-1.170582221158555508e-01,4.576271186440677985e-01,1.967603090498390941e+02
-4.543707305812813568e-02,5.152542372881355748e-01,1.473322775226013164e+02
2.814788169956921604e-01,6.644067796610169108e-01,1.860617757180932017e+02
-4.224107554641234885e-01,3.864406779661017088e-01,1.973660016273983899e+02
2.980363944660269770e-01,6.033898305084746116e-01,1.578814867920705183e+02
1.035811241748853251e-01,5.423728813559322015e-01,1.615189169792971882e+02
2.880248359955919213e-01,6.745762711864407013e-01,1.540385428333322011e+02
-3.812093417588717226e-01,3.830508474576271305e-01,2.270878574640433385e+02
-1.601849355269602260e-01,4.677966101694915335e-01,2.108201713798511605e+02
8.471318705752704792e-02,5.796610169491525077e-01,1.504512528666202797e+02
-1.274548405274611440e-01,4.644067796610169552e-01,1.976316669400338242e+02
2.364268038787345760e-01,6.305084745762712384e-01,1.749088079061989731e+02
8.509824699869761311e-02,5.457627118644067243e-01,1.510297461053754091e+02
1.420871182919431208e-01,5.593220338983050377e-01,1.646954387006500440e+02
-2.040817688204060384e-02,4.915254237288135819e-01,1.791389208697532069e+02
5.621875141090431488e-02,5.254237288135593653e-01,1.677078258835161364e+02
4.089336575231533044e-01,6.305084745762712384e-01,1.444186273149225883e+02
7.855222799879781059e-02,5.220338983050847315e-01,1.783642121078556784e+02
1.821333521736831496e-01,5.525423728813558810e-01,1.713417443712349666e+02
-1.436273580566254093e-01,4.542372881355932202e-01,2.017887537225805374e+02
2.760879778193040535e-01,5.999999999999999778e-01,1.591214473394463198e+02
-1.686562542327129377e-01,4.338983050847457501e-01,2.086154250014031675e+02
-1.236042411157553811e-01,4.610169491525423768e-01,1.918378804912589715e+02
-4.139394367583708045e-01,3.728813559322033955e-01,2.127908498501510337e+02
-2.233347658789349224e-02,5.016949152542372614e-01,1.746336189472332592e+02
2.306509047611759178e-01,6.237288135593220817e-01,1.547244636990355389e+02
9.742016511615610164e-02,5.457627118644067243e-01,1.499857632782563712e+02
-1.655757747033483052e-01,4.406779661016949068e-01,2.072434803285403859e+02
1.359261592332138557e-01,5.932203389830508211e-01,1.590837134555050909e+02
-5.583369146973373581e-02,5.186440677966102086e-01,1.911465228414692774e+02
-3.673471838767309317e-01,3.898305084745762872e-01,2.197834792354256876e+02
2.002311694087002825e-01,6.508474576271185974e-01,1.638353049425444681e+02
-9.125920605742687819e-02,4.644067796610169552e-01,1.933678517627224949e+02
9.202932593976800857e-02,6.101694915254237683e-01,1.797628392180240553e+02
3.581057452886370895e-01,6.305084745762712384e-01,1.416210213140238636e+02
-1.852138317030477543e-01,4.338983050847457501e-01,1.936308071583129049e+02
3.604161049356605084e-01,6.406779661016949179e-01,1.463389389721432678e+02
1.540239764682309609e-01,5.999999999999999778e-01,1.465591448172852722e+02
-4.532155507577697029e-01,3.423728813559321904e-01,2.161693570643045064e+02
6.623030988133932206e-02,5.118644067796610519e-01,1.752610775337634550e+02
-1.313054399391669069e-01,4.610169491525423768e-01,1.612725801257004150e+02
2.271853652906406784e-02,5.050847457627118953e-01,1.705915759304251367e+02
2.287256050553230224e-01,6.305084745762712384e-01,1.593997591237859410e+02
2.448981225844872878e-01,5.728813559322033511e-01,1.619338383061252955e+02
-2.298807848788347874e-01,4.508474576271186418e-01,1.622896970651559343e+02
8.702354670455050845e-02,5.661016949152541944e-01,1.561875380095411003e+02
-2.013863492322120197e-01,4.338983050847457501e-01,2.084567681683694218e+02
-4.050830581114474582e-01,3.661016949152542388e-01,2.152494077883180239e+02
4.551408504636226260e-01,6.542372881355932313e-01,1.407111416280021103e+02
-7.508668852826261286e-02,5.322033898305085220e-01,1.932887759327285266e+02
-2.841742365838862416e-01,3.932203389830508655e-01,2.104113746868048906e+02
9.549486541030320630e-02,5.322033898305085220e-01,1.632959109339028601e+02
-8.933390635157396897e-02,4.677966101694915335e-01,1.760794820186133052e+02
-5.005779235217507062e-03,4.949152542372881602e-01,1.764208883931145806e+02
-4.335774937580702537e-01,3.593220338983050821e-01,1.895716179791280354e+02
2.387371635257580157e-02,5.084745762711864181e-01,1.799267464583612650e+02
2.314210246435170759e-01,6.237288135593220817e-01,1.508565000658618089e+02
-2.252600655847878108e-01,4.237288135593220151e-01,1.860245918490310828e+02
8.933390635157396897e-02,6.203389830508474478e-01,1.751169022675870792e+02
-1.736620334679304378e-01,4.440677966101694851e-01,1.751580101783873147e+02
2.764730377604746048e-01,6.576271186440677541e-01,1.576673071915730873e+02
-3.839047613470657483e-01,3.694915254237288171e-01,2.006964107165388782e+02
-4.782444469338572590e-01,3.491525423728813471e-01,2.124028191515250228e+02
1.817482922325125427e-01,6.305084745762712384e-01,1.526179600953433635e+02
1.986909296440179939e-01,6.169491525423729250e-01,1.624756745985491477e+02
1.031960642337147599e-01,5.999999999999999778e-01,1.468290300879961308e+02
-1.921449106441181498e-01,4.474576271186440635e-01,1.708532854801442227e+02
7.701198823411549909e-04,5.050847457627118953e-01,1.742941684117659804e+02
1.139777425864909322e-01,6.033898305084746116e-01,1.692874690472460770e+02
-7.162114905772741513e-02,5.050847457627118953e-01,1.508968566745527653e+02
3.273009499949908890e-02,5.389830508474576787e-01,1.494314100044617817e+02
-1.058914838219087995e-01,4.881355932203390036e-01,1.500774716165658447e+02
7.354644876358029659e-02,5.355932203389830448e-01,1.602583662381300371e+02
-2.776282175839863697e-01,4.305084745762711718e-01,2.261433137018150319e+02
-1.540239764682309852e-02,4.983050847457627386e-01,1.723230521245966145e+02
-5.802853313440602401e-01,2.983050847457627275e-01,2.144395782486529072e+02
-1.239893010569259463e-01,5.050847457627118953e-01,1.809903329618028067e+02
-3.311515494066966103e-01,3.830508474576271305e-01,2.074624846206184259e+02
5.621875141090431488e-02,5.389830508474576787e-01,1.571371516614363202e+02
-1.563343361152544631e-01,4.711864406779661119e-01,1.785254634695924665e+02
-4.890261252866334174e-01,3.288135593220338770e-01,2.082605329444953668e+02
-3.519447862299078245e-01,3.796610169491525522e-01,2.097070947506537095e+02
-8.702354670455050845e-02,4.881355932203390036e-01,1.812458534954016898e+02
5.044285229334564968e-02,5.355932203389830448e-01,1.670119250508444111e+02
-5.737393123441604514e-02,4.847457627118644252e-01,1.789751907153698767e+02
2.772431576428158184e-02,5.084745762711864181e-01,1.731709913158339020e+02
-2.641511196430161301e-01,3.898305084745762872e-01,1.945250404711516694e+02
5.236815199919854225e-01,7.288135593220338437e-01,1.396853042033461065e+02
-4.035428183467651975e-01,3.457627118644067687e-01,2.002610399049680439e+02
-1.155179823511732432e-03,4.915254237288135819e-01,1.873384256354329125e+02
-1.601849355269602260e-01,4.677966101694915335e-01,1.988896994947919552e+02
-5.752795521088428510e-01,3.084745762711864625e-01,2.416341234456108111e+02
3.696575435237543783e-02,5.220338983050847315e-01,1.509792991370091499e+02
5.005779235217507062e-03,5.423728813559322015e-01,1.588222205396297397e+02
-9.742016511615610164e-02,4.779661016949152685e-01,2.045154595435028000e+02
-8.817872652806223177e-02,4.949152542372881602e-01,1.751073272320998910e+02
1.532538565858898305e-01,5.762711864406779849e-01,1.653296864168276841e+02
-2.060070685262589407e-01,4.508474576271186418e-01,1.985274726595095842e+02
1.413169984096019627e-01,5.627118644067796716e-01,1.522167610201042294e+02
2.318060845846876272e-01,5.830508474576271416e-01,1.476797632362191450e+02
-1.116673829394674612e-02,4.983050847457627386e-01,1.886541411795535055e+02
-3.746633227589719062e-01,3.593220338983050821e-01,2.196469372227156498e+02
2.102427278791353105e-01,5.864406779661016644e-01,1.456948310022665112e+02
-1.378514589390667511e-01,4.677966101694915335e-01,2.019883597132929935e+02
-8.317294729284474553e-02,4.644067796610169552e-01,1.925869204839386271e+02
-5.005779235217507062e-02,5.050847457627118953e-01,1.541856427502332281e+02
-3.388527482301081917e-02,4.881355932203390036e-01,1.865343722346408981e+02
-4.493649513460639677e-01,3.457627118644067687e-01,2.166198481132325355e+02
1.062765437630793924e-01,5.457627118644067243e-01,1.633730818094903157e+02
-3.211399909362616101e-01,4.169491525423728584e-01,2.007443808641011458e+02
-1.667309545268600146e-01,4.576271186440677985e-01,2.056352027619322200e+02
-2.564499208196046043e-01,4.203389830508474367e-01,2.136490328195729944e+02
-1.082018434689322739e-01,4.745762711864406902e-01,1.749893366239190016e+02
5.852911105792777541e-02,5.627118644067796716e-01,1.453614286740969419e+02
3.962266794645242229e-01,7.118644067796610075e-01,1.609948214583695574e+02
-5.198309205802795901e-02,4.813559322033898469e-01,1.750210686671894678e+02
-5.579518547561668207e-01,3.152542372881356192e-01,2.157240092891921108e+02
-5.086641822863328111e-01,3.491525423728813471e-01,2.285028555588256154e+02
